model,item,id,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,39,3314,PROSE,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,133,230,
gpt-4.1-nano,37,3405,RAW,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,106,700,
gpt-4.1-nano,39,3314,ORACLE,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,148,268,
gpt-4.1-nano,42,4521,PROSE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,138,3,
gpt-4.1-nano,40,16918,PROSE,chain,1,marginal,college_salary,KEEP,no,no,1,1,129,251,
gpt-4.1-nano,39,3314,DR_k1,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,148,265,
gpt-4.1-nano,37,3405,ORACLE,chain,1,correlation,orange_scurvy,KEEP,yes,yes,1,1,144,594,
gpt-4.1-nano,42,4521,RAW,chain,2,backadj,smoking_tar_cancer,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,40,16918,RAW,chain,1,marginal,college_salary,KEEP,no,no,1,1,111,213,
gpt-4.1-nano,43,3348,PROSE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,149,3,
gpt-4.1-nano,40,16918,DR_k1,chain,1,marginal,college_salary,KEEP,no,no,1,1,138,240,
gpt-4.1-nano,43,3348,RAW,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,126,3,
gpt-4.1-nano,45,9311,PROSE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,138,3,
gpt-4.1-nano,45,9311,RAW,chain,2,backadj,smoking_tar_cancer,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,38,1752,DR_k1,chain,1,marginal,college_salary,KEEP,yes,yes,1,1,144,332,
gpt-4.1-nano,44,12094,PROSE,chain,2,ate,college_salary,KEEP,no,yes,0,1,120,1,
gpt-4.1-nano,46,3363,PROSE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,149,3,
gpt-4.1-nano,46,3363,RAW,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,126,3,
gpt-4.1-nano,40,16918,ORACLE,chain,1,marginal,college_salary,KEEP,no,no,1,1,144,282,
gpt-4.1-nano,44,12094,RAW,chain,2,ate,college_salary,KEEP,no,no,1,1,102,64,
gpt-4.1-nano,43,3348,ORACLE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,137,
gpt-4.1-nano,42,4521,DR_k1,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,146,149,
gpt-4.1-nano,44,12094,ORACLE,chain,2,ate,college_salary,KEEP,no,no,1,1,135,143,
gpt-4.1-nano,43,3348,DR_k1,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,156,167,
gpt-4.1-nano,41,1679,ORACLE,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,143,386,
gpt-4.1-nano,41,1679,PROSE,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,128,414,
gpt-4.1-nano,44,12094,DR_k1,chain,2,ate,college_salary,KEEP,no,no,1,1,129,137,
gpt-4.1-nano,46,3363,ORACLE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,137,
gpt-4.1-nano,47,1702,PROSE,chain,2,ate,college_salary,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,45,9311,DR_k1,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,154,160,
gpt-4.1-nano,41,1679,RAW,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,111,514,
gpt-4.1-nano,48,13793,PROSE,chain,3,nie,orange_scurvy,KEEP,no,yes,0,1,119,1,
gpt-4.1-nano,47,1702,RAW,chain,2,ate,college_salary,KEEP,no,no,1,1,102,49,
gpt-4.1-nano,42,4521,ORACLE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,153,164,
gpt-4.1-nano,47,1702,ORACLE,chain,2,ate,college_salary,KEEP,no,no,1,1,134,121,
gpt-4.1-nano,41,1679,DR_k1,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,137,526,
gpt-4.1-nano,46,3363,DR_k1,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,250,
gpt-4.1-nano,48,13793,RAW,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,97,58,
gpt-4.1-nano,45,9311,ORACLE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,153,156,
gpt-4.1-nano,49,6551,RAW,chain,3,ett,college_salary,KEEP,yes,yes,1,1,118,84,
gpt-4.1-nano,51,13794,PROSE,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,119,1,
gpt-4.1-nano,48,13793,ORACLE,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,134,115,
gpt-4.1-nano,49,6551,PROSE,chain,3,ett,college_salary,KEEP,yes,yes,1,1,135,1,
gpt-4.1-nano,48,13793,DR_k1,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,135,199,
gpt-4.1-nano,47,1702,DR_k1,chain,2,ate,college_salary,KEEP,no,no,1,1,128,192,
gpt-4.1-nano,50,18540,RAW,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,107,75,
gpt-4.1-nano,50,18540,PROSE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,129,82,
gpt-4.1-nano,49,6551,ORACLE,chain,3,ett,college_salary,KEEP,yes,yes,1,1,150,159,
gpt-4.1-nano,39,3314,RAW,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,110,305,
gpt-4.1-nano,51,13794,RAW,chain,3,nie,orange_scurvy,KEEP,yes,no,0,1,97,105,
gpt-4.1-nano,52,3292,PROSE,chain,3,ett,orange_scurvy,KEEP,no,no,1,1,133,143,
gpt-4.1-nano,51,13794,ORACLE,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,134,120,
gpt-4.1-nano,52,3292,ORACLE,chain,3,ett,orange_scurvy,KEEP,no,yes,0,1,148,114,
gpt-4.1-nano,50,18540,DR_k1,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,136,151,
gpt-4.1-nano,52,3292,RAW,chain,3,ett,orange_scurvy,KEEP,no,no,1,1,110,148,
gpt-4.1-nano,50,18540,ORACLE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,144,201,
gpt-4.1-nano,53,13705,RAW,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,107,101,
gpt-4.1-nano,53,13705,PROSE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,129,102,
gpt-4.1-nano,51,13794,DR_k1,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,126,168,
gpt-4.1-nano,52,3292,DR_k1,chain,3,ett,orange_scurvy,KEEP,no,yes,0,1,148,182,
gpt-4.1-nano,49,6551,DR_k1,chain,3,ett,college_salary,KEEP,yes,yes,1,1,144,277,
gpt-4.1-nano,53,13705,DR_k1,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,145,242,
gpt-4.1-nano,53,13705,ORACLE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,144,204,
gpt-4.1-nano,55,2761,PROSE,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,176,217,
gpt-4.1-nano,56,6741,RAW,collision,1,marginal,elite_students,KEEP,no,no,1,1,109,289,
gpt-4.1-nano,55,2761,ORACLE,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,191,319,
gpt-4.1-nano,57,17117,RAW,collision,1,marginal,elite_students,KEEP,no,no,1,1,106,260,
gpt-4.1-nano,56,6741,ORACLE,collision,1,marginal,elite_students,KEEP,no,no,1,1,147,275,
gpt-4.1-nano,54,1961,RAW,collision,1,exp_away,elite_students,KEEP,yes,yes,1,1,172,433,
gpt-4.1-nano,56,6741,DR_k1,collision,1,marginal,elite_students,KEEP,no,no,1,1,147,350,
gpt-4.1-nano,56,6741,PROSE,collision,1,marginal,elite_students,KEEP,no,no,1,1,132,382,
gpt-4.1-nano,54,1961,DR_k1,collision,1,exp_away,elite_students,KEEP,yes,yes,1,1,209,401,
gpt-4.1-nano,55,2761,RAW,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,158,595,
gpt-4.1-nano,57,17117,PROSE,collision,1,marginal,elite_students,KEEP,no,no,1,1,129,335,
gpt-4.1-nano,54,1961,PROSE,collision,1,exp_away,elite_students,KEEP,yes,no,0,1,195,700,
gpt-4.1-nano,58,2714,RAW,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,164,168,
gpt-4.1-nano,57,17117,ORACLE,collision,1,marginal,elite_students,KEEP,no,no,1,1,144,284,
gpt-4.1-nano,58,2714,PROSE,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,185,206,
gpt-4.1-nano,61,1564,PROSE,collision,2,backadj,celebrity,KEEP,yes,no,0,1,127,3,
gpt-4.1-nano,55,2761,DR_k1,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,191,323,
gpt-4.1-nano,58,2714,ORACLE,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,200,231,
gpt-4.1-nano,61,1564,RAW,collision,2,backadj,celebrity,KEEP,yes,no,0,1,111,3,
gpt-4.1-nano,60,6732,ORACLE,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,135,125,
gpt-4.1-nano,59,2769,RAW,collision,1,exp_away,man_in_relationship,KEEP,yes,yes,1,1,158,176,
gpt-4.1-nano,58,2714,DR_k1,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,200,210,
