model,item,id,graph_id,rung,gold,pred,correct,parsed_answer,parsed_graph,precision,recall,f1,n_reversed,n_spurious,n_missing,n_wrong_edges,exact_match,n_true
gpt-4.1-nano,34,3249,arrowhead,2,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-nano,35,28944,arrowhead,3,no,,0,0,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,36,7204,arrowhead,3,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-nano,37,10213,arrowhead,3,yes,no,0,1,0,0.0,0.0,0.0,0,0,5,5,0,5
gpt-4.1-nano,38,17532,arrowhead,3,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,39,9086,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,40,10276,arrowhead,3,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-nano,41,14776,arrowhead,3,no,,0,0,1,0.0,0.0,0.0,0,1,5,6,0,5
gpt-4.1-nano,42,3775,confounding,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,43,25686,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,44,23549,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,45,14162,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,46,3981,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,47,14201,confounding,1,no,yes,0,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,48,20887,confounding,1,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,49,18964,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,50,8546,confounding,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,51,13925,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,52,8717,confounding,2,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,53,14295,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,54,3551,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,55,26112,confounding,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,56,18846,confounding,3,yes,,0,0,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,57,29894,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,58,20513,confounding,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,59,29750,confounding,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,60,10087,confounding,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,61,20539,confounding,3,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,62,20528,confounding,3,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,63,1284,diamond,1,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,64,1248,diamond,1,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,65,423,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,66,22431,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,67,638,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,68,24644,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,69,15607,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,70,28118,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,71,6028,diamond,2,yes,yes,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-nano,72,5408,diamond,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-nano,73,5264,diamond,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,74,26357,diamond,2,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,75,15751,diamond,2,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,76,26840,diamond,2,yes,no,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-nano,77,517,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,78,27693,diamond,3,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,79,490,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,80,24188,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,81,1319,diamond,3,no,yes,0,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-nano,82,16476,diamond,3,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,83,5385,diamond,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,84,15580,diamondcut,1,no,no,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1-nano,85,22963,diamondcut,1,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,86,27728,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,87,23386,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,88,10749,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,89,5131,diamondcut,1,no,no,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1-nano,90,26425,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,91,22472,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,92,23395,diamondcut,2,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,93,29075,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,94,22043,diamondcut,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,95,5098,diamondcut,2,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,96,23399,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,97,22036,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,98,29711,diamondcut,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,99,335,diamondcut,3,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,100,30274,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,101,28151,diamondcut,3,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,102,30854,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,103,9572,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,104,10752,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,105,23656,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,106,24056,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,107,21883,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,108,29338,frontdoor,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,109,8983,frontdoor,1,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,110,21454,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,111,25360,frontdoor,1,yes,,0,0,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,112,27111,frontdoor,2,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,113,4172,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,114,28881,frontdoor,2,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,115,19342,frontdoor,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,116,21443,frontdoor,2,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,117,27996,frontdoor,2,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,118,8962,frontdoor,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,119,4167,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,120,30785,frontdoor,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,121,30357,frontdoor,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,122,22284,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,123,4248,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,124,14560,frontdoor,3,yes,no,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,125,20996,frontdoor,3,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,126,4818,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,127,12481,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,128,24034,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,129,29303,mediation,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,130,1340,mediation,1,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,131,26651,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,132,25303,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,133,1435,mediation,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,134,1349,mediation,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,135,99,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,136,12427,mediation,2,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,137,1051,mediation,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,138,15321,mediation,2,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,139,7908,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,140,24446,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,141,29623,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,142,13418,mediation,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,143,12575,mediation,3,no,,0,0,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,144,30339,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,145,10460,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,146,29616,mediation,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,0,9441,IV,1,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,1,9342,IV,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,2,18616,IV,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,3,9402,IV,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,4,28935,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,5,12007,IV,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,6,18678,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,7,11979,IV,2,yes,no,0,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,8,23255,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,9,4741,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,10,9466,IV,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,11,6674,IV,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,12,15098,IV,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,13,24102,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,14,20181,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,15,30671,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,16,20703,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,17,9728,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,18,20132,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,19,9799,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,20,10050,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,21,2536,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,22,2937,arrowhead,1,no,no,1,1,1,1.0,0.4,0.5714285714285715,0,0,3,3,0,5
gpt-4.1-mini,23,29413,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,24,2359,arrowhead,1,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,25,7733,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,26,4401,arrowhead,1,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,27,18087,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,28,17600,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,29,4113,arrowhead,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-mini,30,2482,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,31,28517,arrowhead,2,no,yes,0,1,1,0.6,0.6,0.6,1,1,1,3,0,5
gpt-4.1-mini,32,9160,arrowhead,2,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-mini,33,28946,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,34,3249,arrowhead,2,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,35,28944,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,36,7204,arrowhead,3,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,37,10213,arrowhead,3,yes,yes,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-mini,38,17532,arrowhead,3,yes,no,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,39,9086,arrowhead,3,no,yes,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,40,10276,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-mini,41,14776,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,42,3775,confounding,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,43,25686,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,44,23549,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,45,14162,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,46,3981,confounding,1,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,47,14201,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,48,20887,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,49,18964,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,50,8546,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,51,13925,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,52,8717,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,53,14295,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,54,3551,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,55,26112,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,56,18846,confounding,3,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,57,29894,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,58,20513,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,59,29750,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,60,10087,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,61,20539,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,62,20528,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,63,1284,diamond,1,no,no,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,64,1248,diamond,1,yes,yes,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,65,423,diamond,1,no,no,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,66,22431,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,67,638,diamond,1,no,no,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,68,24644,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,69,15607,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,70,28118,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,71,6028,diamond,2,yes,yes,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,72,5408,diamond,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,73,5264,diamond,2,yes,no,0,1,1,0.25,0.25,0.25,1,2,2,5,0,4
gpt-4.1-mini,74,26357,diamond,2,yes,no,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-mini,75,15751,diamond,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,76,26840,diamond,2,yes,no,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-mini,77,517,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,78,27693,diamond,3,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,79,490,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,80,24188,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
