model,item,id,cond,graph_id,rung,query_type,story_id,question_property,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,84,7592,RAW_CLEAN,arrowhead,2,ate,nature_vs_nurture,hard,KEEP,yes,yes,1,1,97,118,
gpt-4.1-nano,85,7396,RAW_CLEAN,arrowhead,2,backadj,gender_pay,hard,KEEP,yes,no,0,1,111,3,
gpt-4.1-nano,86,2590,RAW_CLEAN,arrowhead,2,backadj,gender_pay,easy,KEEP,no,yes,0,1,115,3,
gpt-4.1-nano,87,13650,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,yes,0,1,98,1,
gpt-4.1-nano,88,2574,RAW_CLEAN,arrowhead,2,ate,gender_pay,easy,KEEP,yes,yes,1,1,97,47,
gpt-4.1-nano,89,2323,RAW_CLEAN,arrowhead,2,ate,gender_admission_state,easy,KEEP,yes,yes,1,1,97,45,
gpt-4.1-nano,90,8091,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,hard,KEEP,no,no,1,1,92,61,
gpt-4.1-nano,91,2504,RAW_CLEAN,arrowhead,2,backadj,gender_pay,easy,KEEP,no,yes,0,1,115,3,
gpt-4.1-nano,92,19581,RAW_CLEAN,arrowhead,2,ate,smoking_gene_cancer,anticommonsense,KEEP,no,no,1,1,101,41,
gpt-4.1-nano,93,17803,RAW_CLEAN,arrowhead,2,backadj,gender_pay,anticommonsense,KEEP,yes,no,0,1,115,3,
gpt-4.1-nano,94,8876,RAW_CLEAN,arrowhead,2,backadj,smoke_birthWeight,hard,KEEP,yes,no,0,1,120,3,
gpt-4.1-nano,95,7208,RAW_CLEAN,arrowhead,2,ate,gender_admission_state,hard,KEEP,yes,yes,1,1,97,46,
gpt-4.1-nano,96,13558,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,yes,yes,1,1,98,1,
gpt-4.1-nano,97,12938,RAW_CLEAN,arrowhead,2,backadj,gender_pay,anticommonsense,KEEP,yes,no,0,1,115,3,
gpt-4.1-nano,98,3204,RAW_CLEAN,arrowhead,2,backadj,obesity_mortality,easy,KEEP,yes,no,0,1,111,3,
gpt-4.1-nano,99,14870,RAW_CLEAN,arrowhead,2,backadj,smoking_gene_cancer,anticommonsense,KEEP,yes,no,0,1,117,3,
gpt-4.1-nano,100,4365,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,easy,KEEP,yes,yes,1,1,113,89,
gpt-4.1-nano,101,3245,RAW_CLEAN,arrowhead,3,nie,obesity_mortality,easy,KEEP,no,no,1,1,205,585,
gpt-4.1-nano,102,20288,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_pay,anticommonsense,KEEP,yes,yes,1,1,116,342,
gpt-4.1-nano,103,20269,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_admission_state,anticommonsense,KEEP,no,no,1,1,106,379,
gpt-4.1-nano,104,13224,RAW_CLEAN,arrowhead,3,nie,nature_vs_nurture,anticommonsense,KEEP,yes,no,0,1,270,450,
gpt-4.1-nano,105,9178,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,hard,KEEP,yes,yes,1,1,113,231,
gpt-4.1-nano,106,13526,RAW_CLEAN,arrowhead,3,nde,obesity_mortality,anticommonsense,KEEP,yes,no,0,1,235,700,
gpt-4.1-nano,107,2480,RAW_CLEAN,arrowhead,3,ett,gender_pay,easy,KEEP,yes,yes,1,1,110,89,
gpt-4.1-nano,108,17732,RAW_CLEAN,arrowhead,3,nie,gender_pay,anticommonsense,KEEP,no,no,1,1,261,641,
gpt-4.1-nano,109,2437,RAW_CLEAN,arrowhead,3,nde,gender_admission_state,easy,KEEP,no,no,1,1,254,700,
gpt-4.1-nano,110,14506,RAW_CLEAN,arrowhead,3,ett,smoke_birthWeight,anticommonsense,KEEP,yes,yes,1,1,110,97,
gpt-4.1-nano,111,3206,RAW_CLEAN,arrowhead,3,ett,obesity_mortality,easy,KEEP,no,no,1,1,104,84,
gpt-4.1-nano,112,12722,RAW_CLEAN,arrowhead,3,nde,gender_admission_state,anticommonsense,KEEP,yes,,0,0,254,700,
gpt-4.1-nano,113,4093,RAW_CLEAN,arrowhead,3,nde,smoke_birthWeight,easy,KEEP,no,no,1,1,263,700,
gpt-4.1-nano,114,14729,RAW_CLEAN,arrowhead,3,nde,smoking_gene_cancer,anticommonsense,KEEP,no,no,1,1,244,695,
gpt-4.1-nano,115,20273,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_admission_state,anticommonsense,KEEP,no,no,1,1,107,506,
gpt-4.1-nano,116,7216,RAW_CLEAN,arrowhead,3,nie,gender_admission_state,hard,KEEP,yes,yes,1,1,247,437,
gpt-4.1-nano,117,19297,RAW_CLEAN,arrowhead,3,nde,smoke_birthWeight,anticommonsense,KEEP,yes,no,0,1,271,700,
gpt-4.1-nano,118,17697,RAW_CLEAN,arrowhead,3,nde,gender_pay,anticommonsense,KEEP,no,no,1,1,268,647,
gpt-4.1-nano,119,9075,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,hard,KEEP,yes,yes,1,1,113,320,
gpt-4.1-nano,120,13813,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,KEEP,yes,no,0,1,103,700,
gpt-4.1-nano,121,9262,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,KEEP,no,no,1,1,100,316,
gpt-4.1-nano,122,4520,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,easy,KEEP,no,no,1,1,100,300,
gpt-4.1-nano,123,3346,RAW_CLEAN,chain,1,marginal,orange_scurvy,easy,KEEP,yes,yes,1,1,110,296,
gpt-4.1-nano,124,13712,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,KEEP,no,,0,0,103,700,
gpt-4.1-nano,125,8194,RAW_CLEAN,chain,1,marginal,orange_scurvy,hard,KEEP,no,no,1,1,110,246,
gpt-4.1-nano,126,9318,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,KEEP,yes,yes,1,1,100,700,
gpt-4.1-nano,127,16865,RAW_CLEAN,chain,1,correlation,college_salary,anticommonsense,KEEP,no,no,1,1,107,323,
gpt-4.1-nano,128,18576,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,KEEP,no,no,1,1,103,640,
gpt-4.1-nano,129,8168,RAW_CLEAN,chain,1,marginal,orange_scurvy,hard,KEEP,yes,yes,1,1,110,278,
gpt-4.1-nano,130,1773,RAW_CLEAN,chain,1,marginal,college_salary,easy,KEEP,yes,yes,1,1,112,330,
gpt-4.1-nano,131,9333,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,KEEP,yes,no,0,1,100,290,
gpt-4.1-nano,132,18494,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,KEEP,no,no,1,1,103,405,
gpt-4.1-nano,133,8165,RAW_CLEAN,chain,1,correlation,orange_scurvy,hard,KEEP,no,yes,0,1,106,397,
gpt-4.1-nano,134,12190,RAW_CLEAN,chain,1,correlation,college_salary,anticommonsense,KEEP,no,no,1,1,111,382,
gpt-4.1-nano,135,18596,RAW_CLEAN,chain,1,marginal,orange_scurvy,anticommonsense,KEEP,no,no,1,1,105,274,
gpt-4.1-nano,136,1698,RAW_CLEAN,chain,1,marginal,college_salary,easy,KEEP,no,no,1,1,112,214,
gpt-4.1-nano,137,13759,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,KEEP,yes,yes,1,1,103,468,
gpt-4.1-nano,138,12091,RAW_CLEAN,chain,1,marginal,college_salary,anticommonsense,KEEP,yes,yes,1,1,112,306,
gpt-4.1-nano,139,16849,RAW_CLEAN,chain,1,marginal,college_salary,anticommonsense,KEEP,yes,yes,1,1,111,316,
gpt-4.1-nano,140,3299,RAW_CLEAN,chain,2,ate,orange_scurvy,easy,KEEP,no,no,1,1,98,90,
gpt-4.1-nano,141,3406,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,KEEP,no,yes,0,1,126,3,
gpt-4.1-nano,142,9234,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,hard,KEEP,yes,no,0,1,114,3,
gpt-4.1-nano,143,9264,RAW_CLEAN,chain,2,ate,smoking_tar_cancer,hard,KEEP,yes,yes,1,1,91,63,
gpt-4.1-nano,144,6539,RAW_CLEAN,chain,2,backadj,college_salary,hard,KEEP,no,no,1,1,118,3,
gpt-4.1-nano,145,16941,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,KEEP,yes,yes,1,1,101,1,
gpt-4.1-nano,146,3310,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,KEEP,yes,yes,1,1,119,3,
gpt-4.1-nano,147,6518,RAW_CLEAN,chain,2,backadj,college_salary,hard,KEEP,no,no,1,1,118,3,
gpt-4.1-nano,148,18539,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,KEEP,yes,no,0,1,117,3,
gpt-4.1-nano,149,12149,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,KEEP,no,no,1,1,102,101,
gpt-4.1-nano,150,18495,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,KEEP,yes,no,0,1,117,3,
gpt-4.1-nano,151,13792,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,KEEP,no,no,1,1,123,3,
gpt-4.1-nano,152,19619,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,125,3,
gpt-4.1-nano,153,1680,RAW_CLEAN,chain,2,backadj,college_salary,easy,KEEP,no,no,1,1,118,3,
gpt-4.1-nano,154,16903,RAW_CLEAN,chain,2,backadj,college_salary,anticommonsense,KEEP,yes,no,0,1,115,3,
gpt-4.1-nano,155,4535,RAW_CLEAN,chain,2,ate,smoking_tar_cancer,easy,KEEP,yes,yes,1,1,91,1,
gpt-4.1-nano,156,14961,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,125,3,
gpt-4.1-nano,157,3298,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,KEEP,yes,yes,1,1,119,3,
gpt-4.1-nano,158,1676,RAW_CLEAN,chain,2,ate,college_salary,easy,KEEP,no,no,1,1,102,49,
gpt-4.1-nano,159,12078,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,KEEP,yes,yes,1,1,102,1,
gpt-4.1-nano,160,1716,RAW_CLEAN,chain,3,ett,college_salary,easy,KEEP,yes,yes,1,1,118,354,
gpt-4.1-nano,161,4583,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,easy,KEEP,yes,yes,1,1,92,64,
gpt-4.1-nano,162,9245,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,hard,KEEP,no,yes,0,1,92,105,
gpt-4.1-nano,163,3350,RAW_CLEAN,chain,3,nie,orange_scurvy,easy,KEEP,yes,no,0,1,100,61,
gpt-4.1-nano,164,14940,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,KEEP,yes,no,0,1,102,137,
gpt-4.1-nano,165,19671,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,115,401,
gpt-4.1-nano,166,20403,RAW_CLEAN,chain,3,det-counterfactual,orange_scurvy,anticommonsense,KEEP,no,no,1,1,92,96,
gpt-4.1-nano,167,20690,RAW_CLEAN,chain,3,det-counterfactual,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,97,76,
gpt-4.1-nano,168,19659,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,102,99,
gpt-4.1-nano,169,8162,RAW_CLEAN,chain,3,ett,orange_scurvy,hard,KEEP,no,no,1,1,110,132,
gpt-4.1-nano,170,16869,RAW_CLEAN,chain,3,nie,college_salary,anticommonsense,KEEP,no,no,1,1,100,68,
gpt-4.1-nano,171,12121,RAW_CLEAN,chain,3,nie,college_salary,anticommonsense,KEEP,yes,no,0,1,100,85,
gpt-4.1-nano,172,14908,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,115,71,
gpt-4.1-nano,173,19660,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,KEEP,yes,no,0,1,102,117,
gpt-4.1-nano,174,19664,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,KEEP,no,no,1,1,115,296,
gpt-4.1-nano,175,1738,RAW_CLEAN,chain,3,nie,college_salary,easy,KEEP,no,no,1,1,99,135,
gpt-4.1-nano,176,16853,RAW_CLEAN,chain,3,ett,college_salary,anticommonsense,KEEP,yes,yes,1,1,115,393,
gpt-4.1-nano,177,20396,RAW_CLEAN,chain,3,det-counterfactual,orange_scurvy,anticommonsense,KEEP,yes,no,0,1,92,132,
gpt-4.1-nano,178,18584,RAW_CLEAN,chain,3,nie,orange_scurvy,anticommonsense,KEEP,no,no,1,1,97,111,
gpt-4.1-nano,179,16837,RAW_CLEAN,chain,3,ett,college_salary,anticommonsense,KEEP,no,no,1,1,115,255,
gpt-4.1-nano,180,13202,RAW_CLEAN,collision,1,exp_away,man_in_relationship,anticommonsense,KEEP,no,no,1,1,153,426,
gpt-4.1-nano,181,13026,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,KEEP,yes,no,0,1,107,317,
gpt-4.1-nano,182,17868,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,KEEP,no,no,1,1,109,267,
gpt-4.1-nano,183,12365,RAW_CLEAN,collision,1,exp_away,elite_students,anticommonsense,KEEP,yes,yes,1,1,182,262,
gpt-4.1-nano,184,17905,RAW_CLEAN,collision,1,exp_away,man_in_relationship,anticommonsense,KEEP,no,no,1,1,170,252,
gpt-4.1-nano,185,1926,RAW_CLEAN,collision,1,exp_away,elite_students,easy,KEEP,no,no,1,1,172,515,
gpt-4.1-nano,186,16715,RAW_CLEAN,collision,1,exp_away,celebrity,anticommonsense,KEEP,no,no,1,1,159,553,
gpt-4.1-nano,187,17843,RAW_CLEAN,collision,1,exp_away,hospitalization,anticommonsense,KEEP,yes,yes,1,1,166,184,
gpt-4.1-nano,188,1567,RAW_CLEAN,collision,1,exp_away,celebrity,easy,KEEP,yes,yes,1,1,153,352,
gpt-4.1-nano,189,1505,RAW_CLEAN,collision,1,marginal,celebrity,easy,KEEP,no,no,1,1,103,284,
gpt-4.1-nano,190,6696,RAW_CLEAN,collision,1,exp_away,elite_students,hard,KEEP,no,no,1,1,172,251,
gpt-4.1-nano,191,1547,RAW_CLEAN,collision,1,marginal,celebrity,easy,KEEP,no,no,1,1,103,248,
gpt-4.1-nano,192,7453,RAW_CLEAN,collision,1,marginal,hospitalization,hard,KEEP,no,no,1,1,108,315,
gpt-4.1-nano,193,17106,RAW_CLEAN,collision,1,marginal,elite_students,anticommonsense,KEEP,yes,yes,1,1,106,287,
gpt-4.1-nano,194,2797,RAW_CLEAN,collision,1,marginal,man_in_relationship,easy,KEEP,no,no,1,1,106,365,
gpt-4.1-nano,195,11969,RAW_CLEAN,collision,1,exp_away,celebrity,anticommonsense,KEEP,no,no,1,1,158,272,
gpt-4.1-nano,196,13024,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,KEEP,yes,yes,1,1,107,258,
gpt-4.1-nano,197,6351,RAW_CLEAN,collision,1,exp_away,celebrity,hard,KEEP,no,no,1,1,153,270,
gpt-4.1-nano,198,6323,RAW_CLEAN,collision,1,exp_away,celebrity,hard,KEEP,no,no,1,1,153,234,
gpt-4.1-nano,199,13084,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,KEEP,yes,yes,1,1,107,264,
gpt-4.1-nano,200,6295,RAW_CLEAN,collision,2,collider_bias,celebrity,hard,KEEP,no,no,1,1,93,3,
gpt-4.1-nano,201,13039,RAW_CLEAN,collision,2,backadj,hospitalization,anticommonsense,KEEP,no,yes,0,1,122,3,
gpt-4.1-nano,202,16661,RAW_CLEAN,collision,2,backadj,celebrity,anticommonsense,KEEP,yes,yes,1,1,117,3,
gpt-4.1-nano,203,17087,RAW_CLEAN,collision,2,collider_bias,elite_students,anticommonsense,KEEP,no,no,1,1,95,3,
gpt-4.1-nano,204,12300,RAW_CLEAN,collision,2,collider_bias,elite_students,anticommonsense,KEEP,no,no,1,1,101,1,
gpt-4.1-nano,205,7518,RAW_CLEAN,collision,2,collider_bias,man_in_relationship,hard,KEEP,no,no,1,1,93,3,
