model,item,id,graph_id,rung,gold,pred,correct,parsed_answer,parsed_graph,precision,recall,f1,n_reversed,n_spurious,n_missing,n_wrong_edges,exact_match,n_true
gpt-4.1-nano,51,13794,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-nano,52,3292,chain,3,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-nano,53,13705,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-nano,54,1961,collision,1,yes,no,0,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-nano,55,2761,collision,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-nano,56,6741,collision,1,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-nano,57,17117,collision,1,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-nano,58,2714,collision,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-nano,59,2769,collision,1,yes,yes,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-nano,60,6732,collision,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,61,1564,collision,2,yes,yes,1,1,1,0.3333333333333333,0.5,0.4,1,1,0,2,0,2
gpt-4.1-nano,62,12370,collision,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,63,12314,collision,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,64,6349,collision,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,65,1960,collision,2,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,66,8463,confounding,1,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,67,8750,confounding,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,68,18904,confounding,1,no,no,1,1,1,0.0,0.0,0.0,1,0,2,3,0,3
gpt-4.1-nano,69,18888,confounding,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,70,8701,confounding,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,71,3959,confounding,1,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,72,18763,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,73,3966,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,74,3962,confounding,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,75,8487,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,76,3542,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,77,14113,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,78,10113,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,79,18807,confounding,3,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,80,10155,confounding,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,81,20463,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,82,18797,confounding,3,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,83,8435,confounding,3,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,84,6085,diamond,1,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,85,6065,diamond,1,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,86,563,diamond,1,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,87,15747,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,1,2,3,6,0,4
gpt-4.1-nano,88,548,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,89,395,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,90,10879,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,91,586,diamond,2,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,92,10974,diamond,2,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,93,5379,diamond,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,94,15694,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,2,1,2,5,0,4
gpt-4.1-nano,95,11664,diamond,2,no,yes,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,96,6068,diamond,3,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-nano,97,5443,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,98,5283,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,99,20088,diamond,3,yes,yes,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-nano,100,11645,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,101,517,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,102,15486,diamondcut,1,yes,yes,1,1,1,0.0,0.0,0.0,1,0,3,4,0,4
gpt-4.1-nano,103,281,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,104,10734,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,105,323,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,106,10667,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,107,337,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,108,15482,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,109,15577,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,110,5106,diamondcut,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,111,15552,diamondcut,2,no,yes,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,112,15509,diamondcut,2,yes,yes,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1-nano,113,5137,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,114,19977,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,115,10764,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,116,9570,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,117,5086,diamondcut,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,118,350,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,119,10718,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,120,5508,fork,1,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-nano,121,5633,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,122,11358,fork,1,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-nano,123,15462,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,124,5480,fork,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-nano,125,687,fork,1,no,yes,0,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,126,5634,fork,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,127,11317,fork,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-nano,128,16150,fork,2,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-nano,129,5055,fork,2,yes,yes,1,1,1,0.6666666666666666,1.0,0.8,0,1,0,1,0,2
gpt-4.1-nano,130,5789,fork,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,131,15365,fork,2,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-nano,132,207,fork,3,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-nano,133,16015,fork,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,134,9656,fork,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,135,19943,fork,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-nano,136,940,fork,3,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,137,5054,fork,3,no,yes,0,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-nano,138,8978,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,139,8979,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,140,8919,frontdoor,1,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,141,14610,frontdoor,1,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,142,4207,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,143,4301,frontdoor,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,144,14674,frontdoor,2,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,145,9014,frontdoor,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,146,14651,frontdoor,2,yes,,0,0,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,147,14575,frontdoor,2,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,148,19325,frontdoor,2,yes,no,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,149,4166,frontdoor,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,150,20623,frontdoor,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,151,9004,frontdoor,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,152,10229,frontdoor,3,no,yes,0,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-nano,153,19421,frontdoor,3,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,154,4267,frontdoor,3,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,155,4167,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,156,17471,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,157,17284,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,158,7033,mediation,1,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,159,1013,mediation,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,160,2238,mediation,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,161,6811,mediation,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,162,1128,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,163,12414,mediation,2,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,164,17234,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,165,18271,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-nano,166,16571,mediation,2,no,yes,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,167,4955,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,168,15266,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,169,16591,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,170,11567,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,171,13453,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,172,20217,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,173,20215,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,0,19800,IV,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,1,4782,IV,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,2,19758,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,3,4655,IV,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,4,9401,IV,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,5,4711,IV,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,6,16813,IV,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,7,15133,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,8,13835,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,9,19839,IV,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,10,4741,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,11,9410,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,12,10311,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,13,20753,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,14,20742,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,15,20143,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,16,9804,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,17,10048,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,18,3257,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,19,7727,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,20,19542,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,21,13243,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,22,18339,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,23,19527,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,24,17802,arrowhead,2,no,yes,0,1,1,0.75,0.6,0.6666666666666665,1,0,1,2,0,5
gpt-4.1-mini,25,7137,arrowhead,2,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,26,12885,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,27,7599,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,28,2356,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,29,4313,arrowhead,2,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-mini,30,9885,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-mini,31,19218,arrowhead,3,no,yes,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,32,17732,arrowhead,3,no,,0,0,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,33,20254,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-mini,34,19501,arrowhead,3,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-mini,35,18031,arrowhead,3,yes,,0,0,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-mini,36,3303,chain,1,yes,no,0,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-mini,37,3405,chain,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-mini,38,1752,chain,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,39,3314,chain,1,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-mini,40,16918,chain,1,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,41,1679,chain,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,42,4521,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,43,3348,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,44,12094,chain,2,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,45,9311,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,46,3363,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,47,1702,chain,2,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,48,13793,chain,3,no,no,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,49,6551,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,50,18540,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,51,13794,chain,3,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,52,3292,chain,3,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1-mini,53,13705,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1-mini,54,1961,collision,1,yes,yes,1,1,1,0.3333333333333333,0.5,0.4,1,1,0,2,0,2
gpt-4.1-mini,55,2761,collision,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-mini,56,6741,collision,1,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
