model,item,id,cond,graph_id,rung,query_type,story_id,question_property,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error,provider,finish,reason_tok,usd,answer_from,temperature,max_tokens
meta-llama/llama-3.3-70b-instruct,388,10764,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,825,,Novita,stop,0,0.00036672,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,389,10771,RAW,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,224,712,,Novita,stop,0,0.00031504,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,389,10771,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,522,,Novita,stop,0,0.00024552,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,389,10771,DR_k1,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,548,,Novita,stop,0,0.00025592,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,390,15530,PROSE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,251,727,,Novita,stop,0,0.000324685,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,392,10689,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,598,,Novita,stop,0,0.00027592,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,394,5122,RAW,diamondcut,3,ett,firing_employee,hard,KEEP,yes,no,0,1,228,793,,Novita,stop,0,0.00034798,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,394,5122,ORACLE,diamondcut,3,ett,firing_employee,hard,KEEP,yes,no,0,1,270,604,,Novita,stop,0,0.00027805,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,397,10742,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,803,,Novita,stop,0,0.00035792,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,397,10742,DR_k1,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,273,768,,Novita,stop,0,0.000344055,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,398,15514,PROSE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,251,738,,Novita,stop,0,0.000329085,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,398,15514,RAW,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,223,862,,Novita,stop,0,0.000374905,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,454,19938,ORACLE,fork,3,det-counterfactual,candle,anticommonsense,KEEP,no,yes,0,1,136,616,,Novita,stop,0,0.00026476,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,486,4302,RAW,frontdoor,2,ate,smoking_frontdoor,easy,KEEP,no,no,1,1,186,482,,Novita,stop,0,0.00021791,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,487,8951,ORACLE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,yes,yes,1,1,231,722,,Novita,stop,0,0.000319985,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,488,19318,PROSE,frontdoor,2,ate,smoking_frontdoor,anticommonsense,KEEP,no,no,1,1,223,456,,Novita,stop,0,0.000212505,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,498,19368,DR_k1,frontdoor,2,ate,smoking_frontdoor,anticommonsense,KEEP,no,no,1,1,238,587,,Novita,stop,0,0.00026693,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,502,14577,ORACLE,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,no,yes,0,1,245,611,,Novita,stop,0,0.000277475,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,502,14577,DR_k1,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,no,yes,0,1,245,702,,Novita,stop,0,0.000313875,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,504,14663,ORACLE,frontdoor,3,nie,smoking_frontdoor,anticommonsense,KEEP,no,no,1,1,240,532,,Novita,stop,0,0.0002452,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,510,8972,ORACLE,frontdoor,3,nie,smoking_frontdoor,hard,KEEP,yes,no,0,1,232,328,,Novita,stop,0,0.00016252,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,512,14689,ORACLE,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,yes,no,0,1,245,575,,Novita,stop,0,0.000263075,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,512,14689,DR_k1,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,yes,yes,1,1,238,780,,Novita,stop,0,0.00034413,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,515,19332,DR_k1,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,yes,no,0,1,242,593,,Novita,stop,0,0.00026987,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,517,4270,ORACLE,frontdoor,3,ett,smoking_frontdoor,easy,KEEP,no,no,1,1,235,606,,Novita,stop,0,0.000274125,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,560,17335,PROSE,mediation,3,nie,gender_admission,anticommonsense,KEEP,yes,no,0,1,230,435,,Novita,stop,0,0.00020505,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,560,17335,ORACLE,mediation,3,nie,gender_admission,anticommonsense,KEEP,yes,no,0,1,245,723,,Novita,stop,0,0.000322275,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,565,21,RAW,mediation,3,nie,alarm,easy,KEEP,no,no,1,1,205,612,,Novita,stop,0,0.000272475,content,0.0,1500
