item,lexicon,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,strict_unchanged,unchanged_qt
3,KEEP,IV,marginal,ED_k2,ED,2,False,True,False,False
3,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
3,KEEP,IV,marginal,FE_k1,FE,1,False,False,False,False
3,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
3,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
3,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
3,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
3,PSEUDO,IV,marginal,ED_k1,ED,1,False,True,False,False
3,PSEUDO,IV,marginal,ED_k2,ED,2,False,True,False,False
3,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
3,PSEUDO,IV,marginal,FE_k1,FE,1,True,False,True,True
3,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
4,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
4,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
4,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
4,KEEP,IV,marginal,ED_k1,ED,1,False,False,False,False
4,KEEP,IV,marginal,ED_k2,ED,2,False,True,False,False
4,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
4,KEEP,IV,marginal,FE_k1,FE,1,False,False,False,False
4,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
4,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
4,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
4,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
4,PSEUDO,IV,marginal,ED_k1,ED,1,False,False,False,False
4,PSEUDO,IV,marginal,ED_k2,ED,2,False,True,False,False
4,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
4,PSEUDO,IV,marginal,FE_k1,FE,1,True,False,True,True
4,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
5,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
5,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
5,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
5,KEEP,IV,marginal,ED_k1,ED,1,False,True,False,False
5,KEEP,IV,marginal,ED_k2,ED,2,False,True,False,False
5,KEEP,IV,marginal,ED_k3,ED,3,False,False,False,False
5,KEEP,IV,marginal,FE_k1,FE,1,False,False,False,False
5,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
5,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
5,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
5,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
5,PSEUDO,IV,marginal,ED_k1,ED,1,False,True,False,False
5,PSEUDO,IV,marginal,ED_k2,ED,2,False,True,False,False
5,PSEUDO,IV,marginal,ED_k3,ED,3,False,False,False,False
5,PSEUDO,IV,marginal,FE_k1,FE,1,False,False,False,False
5,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
6,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
6,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
6,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
6,KEEP,IV,marginal,ED_k1,ED,1,False,False,False,False
6,KEEP,IV,marginal,ED_k2,ED,2,False,False,False,False
6,KEEP,IV,marginal,ED_k3,ED,3,False,False,False,False
6,KEEP,IV,marginal,FE_k1,FE,1,True,False,True,True
6,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
6,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
6,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
6,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
6,PSEUDO,IV,marginal,ED_k1,ED,1,False,False,False,False
6,PSEUDO,IV,marginal,ED_k2,ED,2,False,False,False,False
6,PSEUDO,IV,marginal,ED_k3,ED,3,False,False,False,False
6,PSEUDO,IV,marginal,FE_k1,FE,1,True,False,True,True
6,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
7,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
7,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
7,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
7,KEEP,IV,correlation,ED_k1,ED,1,False,True,False,False
7,KEEP,IV,correlation,ED_k2,ED,2,False,False,False,False
7,KEEP,IV,correlation,ED_k3,ED,3,False,False,False,False
7,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
7,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
7,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
7,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
7,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
7,PSEUDO,IV,correlation,ED_k1,ED,1,False,True,False,False
7,PSEUDO,IV,correlation,ED_k2,ED,2,False,False,False,False
7,PSEUDO,IV,correlation,ED_k3,ED,3,False,False,False,False
7,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
7,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
8,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
8,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
8,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
8,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
8,KEEP,IV,correlation,ED_k2,ED,2,False,False,False,False
8,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
8,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
8,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
8,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
8,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
8,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
8,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
8,PSEUDO,IV,correlation,ED_k2,ED,2,False,False,False,False
8,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
8,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
8,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
9,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
9,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
9,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
9,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
9,KEEP,IV,correlation,ED_k2,ED,2,False,True,False,False
9,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
9,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
9,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
9,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
9,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
9,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
9,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
9,PSEUDO,IV,correlation,ED_k2,ED,2,False,True,False,False
9,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
9,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
9,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
10,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
10,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
10,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
10,KEEP,IV,marginal,ED_k1,ED,1,False,False,False,False
10,KEEP,IV,marginal,ED_k2,ED,2,False,True,False,False
10,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
10,KEEP,IV,marginal,FE_k1,FE,1,True,False,True,True
10,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
10,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
10,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
10,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
10,PSEUDO,IV,marginal,ED_k1,ED,1,False,False,False,False
10,PSEUDO,IV,marginal,ED_k2,ED,2,False,True,False,False
10,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
10,PSEUDO,IV,marginal,FE_k1,FE,1,True,False,True,True
10,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
11,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
11,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
11,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
11,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
11,KEEP,IV,correlation,ED_k2,ED,2,False,False,False,False
11,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
11,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
11,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
11,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
11,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
11,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
11,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
11,PSEUDO,IV,correlation,ED_k2,ED,2,False,False,False,False
11,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
11,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
11,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
12,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
12,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
12,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
12,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
12,KEEP,IV,correlation,ED_k2,ED,2,False,True,False,False
12,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
12,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
12,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
12,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
12,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
12,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
12,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
12,PSEUDO,IV,correlation,ED_k2,ED,2,False,True,False,False
12,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
12,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
12,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
13,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
13,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
13,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
13,KEEP,IV,marginal,ED_k1,ED,1,True,False,True,True
13,KEEP,IV,marginal,ED_k2,ED,2,False,False,False,False
13,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
13,KEEP,IV,marginal,FE_k1,FE,1,True,False,True,True
13,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
13,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
13,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
13,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
13,PSEUDO,IV,marginal,ED_k1,ED,1,True,False,True,True
13,PSEUDO,IV,marginal,ED_k2,ED,2,False,False,False,False
13,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
13,PSEUDO,IV,marginal,FE_k1,FE,1,False,False,False,False
13,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
14,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
14,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
14,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
14,KEEP,IV,marginal,ED_k1,ED,1,True,False,True,True
14,KEEP,IV,marginal,ED_k2,ED,2,False,True,False,False
14,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
14,KEEP,IV,marginal,FE_k1,FE,1,False,False,False,False
14,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
14,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
14,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
14,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
14,PSEUDO,IV,marginal,ED_k1,ED,1,True,False,True,True
14,PSEUDO,IV,marginal,ED_k2,ED,2,False,True,False,False
14,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
14,PSEUDO,IV,marginal,FE_k1,FE,1,True,False,True,True
14,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
15,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
15,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
15,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
15,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
15,KEEP,IV,correlation,ED_k2,ED,2,False,False,False,False
15,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
15,KEEP,IV,correlation,FE_k1,FE,1,True,False,True,True
15,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
15,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
15,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
15,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
15,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
15,PSEUDO,IV,correlation,ED_k2,ED,2,False,False,False,False
15,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
15,PSEUDO,IV,correlation,FE_k1,FE,1,True,False,True,True
15,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
16,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
16,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
16,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
16,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
16,KEEP,IV,correlation,ED_k2,ED,2,False,True,False,False
16,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
16,KEEP,IV,correlation,FE_k1,FE,1,False,False,False,False
16,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
16,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
16,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
16,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
16,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
16,PSEUDO,IV,correlation,ED_k2,ED,2,False,True,False,False
16,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
16,PSEUDO,IV,correlation,FE_k1,FE,1,False,False,False,False
16,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
17,KEEP,IV,correlation,DR_k1,DR,1,False,True,False,False
17,KEEP,IV,correlation,DR_k2,DR,2,False,True,False,False
17,KEEP,IV,correlation,DR_k3,DR,3,False,True,False,False
17,KEEP,IV,correlation,ED_k1,ED,1,False,False,False,False
17,KEEP,IV,correlation,ED_k2,ED,2,False,True,False,False
17,KEEP,IV,correlation,ED_k3,ED,3,False,True,False,False
17,KEEP,IV,correlation,FE_k1,FE,1,True,False,True,True
17,KEEP,IV,correlation,FE_k2,FE,2,False,False,False,False
17,PSEUDO,IV,correlation,DR_k1,DR,1,False,True,False,False
17,PSEUDO,IV,correlation,DR_k2,DR,2,False,True,False,False
17,PSEUDO,IV,correlation,DR_k3,DR,3,False,True,False,False
17,PSEUDO,IV,correlation,ED_k1,ED,1,False,False,False,False
17,PSEUDO,IV,correlation,ED_k2,ED,2,False,True,False,False
17,PSEUDO,IV,correlation,ED_k3,ED,3,False,True,False,False
17,PSEUDO,IV,correlation,FE_k1,FE,1,False,False,False,False
17,PSEUDO,IV,correlation,FE_k2,FE,2,False,False,False,False
18,KEEP,IV,marginal,DR_k1,DR,1,False,True,False,False
18,KEEP,IV,marginal,DR_k2,DR,2,False,True,False,False
18,KEEP,IV,marginal,DR_k3,DR,3,False,True,False,False
18,KEEP,IV,marginal,ED_k1,ED,1,False,False,False,False
18,KEEP,IV,marginal,ED_k2,ED,2,False,False,False,False
18,KEEP,IV,marginal,ED_k3,ED,3,False,True,False,False
18,KEEP,IV,marginal,FE_k1,FE,1,True,False,True,True
18,KEEP,IV,marginal,FE_k2,FE,2,False,False,False,False
18,PSEUDO,IV,marginal,DR_k1,DR,1,False,True,False,False
18,PSEUDO,IV,marginal,DR_k2,DR,2,False,True,False,False
18,PSEUDO,IV,marginal,DR_k3,DR,3,False,True,False,False
18,PSEUDO,IV,marginal,ED_k1,ED,1,False,False,False,False
18,PSEUDO,IV,marginal,ED_k2,ED,2,False,False,False,False
18,PSEUDO,IV,marginal,ED_k3,ED,3,False,True,False,False
18,PSEUDO,IV,marginal,FE_k1,FE,1,False,False,False,False
18,PSEUDO,IV,marginal,FE_k2,FE,2,False,False,False,False
19,KEEP,IV,backadj,DR_k1,DR,1,False,True,False,False
19,KEEP,IV,backadj,DR_k2,DR,2,False,True,False,False
19,KEEP,IV,backadj,DR_k3,DR,3,False,True,False,False
19,KEEP,IV,backadj,ED_k1,ED,1,False,False,False,False
19,KEEP,IV,backadj,ED_k2,ED,2,False,False,False,False
19,KEEP,IV,backadj,ED_k3,ED,3,False,True,False,False
19,KEEP,IV,backadj,FE_k1,FE,1,True,False,True,True
19,KEEP,IV,backadj,FE_k2,FE,2,False,False,False,False
19,PSEUDO,IV,backadj,DR_k1,DR,1,False,True,False,False
19,PSEUDO,IV,backadj,DR_k2,DR,2,False,True,False,False
19,PSEUDO,IV,backadj,DR_k3,DR,3,False,True,False,False
19,PSEUDO,IV,backadj,ED_k1,ED,1,False,False,False,False
19,PSEUDO,IV,backadj,ED_k2,ED,2,False,False,False,False
19,PSEUDO,IV,backadj,ED_k3,ED,3,False,True,False,False
19,PSEUDO,IV,backadj,FE_k1,FE,1,True,False,True,True
19,PSEUDO,IV,backadj,FE_k2,FE,2,False,False,False,False
20,KEEP,IV,ate,DR_k1,DR,1,False,True,False,False
20,KEEP,IV,ate,DR_k2,DR,2,False,True,False,False
20,KEEP,IV,ate,DR_k3,DR,3,False,True,False,False
20,KEEP,IV,ate,ED_k1,ED,1,True,False,True,True
20,KEEP,IV,ate,ED_k2,ED,2,False,False,False,False
20,KEEP,IV,ate,ED_k3,ED,3,False,True,False,False
20,KEEP,IV,ate,FE_k1,FE,1,True,False,True,True
20,KEEP,IV,ate,FE_k2,FE,2,False,False,False,False
20,PSEUDO,IV,ate,DR_k1,DR,1,False,True,False,False
20,PSEUDO,IV,ate,DR_k2,DR,2,False,True,False,False
20,PSEUDO,IV,ate,DR_k3,DR,3,False,True,False,False
20,PSEUDO,IV,ate,ED_k1,ED,1,True,False,True,True
20,PSEUDO,IV,ate,ED_k2,ED,2,False,False,False,False
20,PSEUDO,IV,ate,ED_k3,ED,3,False,True,False,False
20,PSEUDO,IV,ate,FE_k1,FE,1,True,False,True,True
20,PSEUDO,IV,ate,FE_k2,FE,2,False,False,False,False
21,KEEP,IV,ate,DR_k1,DR,1,False,True,False,False
21,KEEP,IV,ate,DR_k2,DR,2,False,True,False,False
21,KEEP,IV,ate,DR_k3,DR,3,False,True,False,False
21,KEEP,IV,ate,ED_k1,ED,1,True,False,True,True
21,KEEP,IV,ate,ED_k2,ED,2,False,True,False,False
21,KEEP,IV,ate,ED_k3,ED,3,False,True,False,False
21,KEEP,IV,ate,FE_k1,FE,1,False,False,False,False
21,KEEP,IV,ate,FE_k2,FE,2,False,False,False,False
21,PSEUDO,IV,ate,DR_k1,DR,1,False,True,False,False
21,PSEUDO,IV,ate,DR_k2,DR,2,False,True,False,False
21,PSEUDO,IV,ate,DR_k3,DR,3,False,True,False,False
21,PSEUDO,IV,ate,ED_k1,ED,1,True,False,True,True
21,PSEUDO,IV,ate,ED_k2,ED,2,False,True,False,False
21,PSEUDO,IV,ate,ED_k3,ED,3,False,True,False,False
21,PSEUDO,IV,ate,FE_k1,FE,1,False,False,False,False
21,PSEUDO,IV,ate,FE_k2,FE,2,False,False,False,False
22,KEEP,IV,backadj,DR_k1,DR,1,False,True,False,False
22,KEEP,IV,backadj,DR_k2,DR,2,False,True,False,False
22,KEEP,IV,backadj,DR_k3,DR,3,False,True,False,False
22,KEEP,IV,backadj,ED_k1,ED,1,True,False,True,True
22,KEEP,IV,backadj,ED_k2,ED,2,False,True,False,False
22,KEEP,IV,backadj,ED_k3,ED,3,False,True,False,False
22,KEEP,IV,backadj,FE_k1,FE,1,True,False,True,True
22,KEEP,IV,backadj,FE_k2,FE,2,False,False,False,False
22,PSEUDO,IV,backadj,DR_k1,DR,1,False,True,False,False
22,PSEUDO,IV,backadj,DR_k2,DR,2,False,True,False,False
22,PSEUDO,IV,backadj,DR_k3,DR,3,False,True,False,False
22,PSEUDO,IV,backadj,ED_k1,ED,1,True,False,True,True
22,PSEUDO,IV,backadj,ED_k2,ED,2,False,True,False,False
22,PSEUDO,IV,backadj,ED_k3,ED,3,False,True,False,False
22,PSEUDO,IV,backadj,FE_k1,FE,1,False,False,False,False
22,PSEUDO,IV,backadj,FE_k2,FE,2,False,False,False,False
23,KEEP,IV,ate,DR_k1,DR,1,False,True,False,False
23,KEEP,IV,ate,DR_k2,DR,2,False,True,False,False
23,KEEP,IV,ate,DR_k3,DR,3,False,True,False,False
23,KEEP,IV,ate,ED_k1,ED,1,False,False,False,False
23,KEEP,IV,ate,ED_k2,ED,2,False,True,False,False
23,KEEP,IV,ate,ED_k3,ED,3,False,True,False,False
23,KEEP,IV,ate,FE_k1,FE,1,True,False,True,True
23,KEEP,IV,ate,FE_k2,FE,2,False,False,False,False
23,PSEUDO,IV,ate,DR_k1,DR,1,False,True,False,False
23,PSEUDO,IV,ate,DR_k2,DR,2,False,True,False,False
23,PSEUDO,IV,ate,DR_k3,DR,3,False,True,False,False
23,PSEUDO,IV,ate,ED_k1,ED,1,False,False,False,False
23,PSEUDO,IV,ate,ED_k2,ED,2,False,True,False,False
23,PSEUDO,IV,ate,ED_k3,ED,3,False,True,False,False
23,PSEUDO,IV,ate,FE_k1,FE,1,False,False,False,False
23,PSEUDO,IV,ate,FE_k2,FE,2,False,False,False,False
24,KEEP,IV,ate,DR_k1,DR,1,False,True,False,False
24,KEEP,IV,ate,DR_k2,DR,2,False,True,False,False
24,KEEP,IV,ate,DR_k3,DR,3,False,True,False,False
24,KEEP,IV,ate,ED_k1,ED,1,True,False,True,True
24,KEEP,IV,ate,ED_k2,ED,2,False,True,False,False
24,KEEP,IV,ate,ED_k3,ED,3,False,True,False,False
24,KEEP,IV,ate,FE_k1,FE,1,False,False,False,False
24,KEEP,IV,ate,FE_k2,FE,2,False,False,False,False
24,PSEUDO,IV,ate,DR_k1,DR,1,False,True,False,False
24,PSEUDO,IV,ate,DR_k2,DR,2,False,True,False,False
24,PSEUDO,IV,ate,DR_k3,DR,3,False,True,False,False
24,PSEUDO,IV,ate,ED_k1,ED,1,True,False,True,True
24,PSEUDO,IV,ate,ED_k2,ED,2,False,True,False,False
24,PSEUDO,IV,ate,ED_k3,ED,3,False,True,False,False
24,PSEUDO,IV,ate,FE_k1,FE,1,True,False,True,True
24,PSEUDO,IV,ate,FE_k2,FE,2,False,False,False,False
25,KEEP,IV,backadj,DR_k1,DR,1,False,True,False,False
25,KEEP,IV,backadj,DR_k2,DR,2,False,True,False,False
25,KEEP,IV,backadj,DR_k3,DR,3,False,True,False,False
25,KEEP,IV,backadj,ED_k1,ED,1,True,False,True,True
25,KEEP,IV,backadj,ED_k2,ED,2,False,True,False,False
25,KEEP,IV,backadj,ED_k3,ED,3,False,True,False,False
25,KEEP,IV,backadj,FE_k1,FE,1,False,False,False,False
25,KEEP,IV,backadj,FE_k2,FE,2,False,False,False,False
25,PSEUDO,IV,backadj,DR_k1,DR,1,False,True,False,False
25,PSEUDO,IV,backadj,DR_k2,DR,2,False,True,False,False
