model,lexicon,cond,item,id,old_pred,new_pred,old_correct,new_correct
gpt-4.1-nano,KEEP,ORACLE,50,20727,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,50,20727,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,51,20195,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,51,20195,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,51,20195,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,52,9789,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,52,9789,yes,yes,0,0
gpt-4.1-nano,KEEP,DR_k1,52,9789,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,53,20175,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,53,20175,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,53,20175,no,no,0,0
gpt-4.1-nano,KEEP,RAW,54,9795,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,54,9795,yes,yes,0,0
gpt-4.1-nano,KEEP,DR_k1,54,9795,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,55,10041,yes,yes,0,0
gpt-4.1-nano,KEEP,ORACLE,55,10041,yes,no,0,1
gpt-4.1-nano,KEEP,DR_k1,55,10041,no,no,1,1
gpt-4.1-nano,KEEP,RAW,56,10355,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,56,10355,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,56,10355,no,no,1,1
gpt-4.1-nano,KEEP,RAW,57,20702,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,57,20702,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,57,20702,no,no,1,1
gpt-4.1-nano,KEEP,RAW,58,9821,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,58,9821,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,58,9821,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,59,10044,yes,yes,0,0
gpt-4.1-nano,KEEP,ORACLE,59,10044,yes,no,0,1
gpt-4.1-nano,KEEP,DR_k1,59,10044,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,81,13538,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,81,13538,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,81,13538,no,no,1,1
gpt-4.1-nano,KEEP,RAW,82,9160,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,82,9160,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,82,9160,no,no,1,1
gpt-4.1-nano,KEEP,RAW,83,2848,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,83,2848,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,83,2848,no,no,1,1
gpt-4.1-nano,KEEP,RAW,84,7592,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,84,7592,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,84,7592,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,87,13650,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,87,13650,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,87,13650,no,no,1,1
gpt-4.1-nano,KEEP,RAW,88,2574,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,88,2574,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,88,2574,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,89,2323,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,89,2323,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,89,2323,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,90,8091,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,90,8091,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,90,8091,no,no,1,1
gpt-4.1-nano,KEEP,RAW,92,19581,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,92,19581,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,92,19581,no,no,1,1
gpt-4.1-nano,KEEP,RAW,95,7208,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,95,7208,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,95,7208,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,96,13558,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,96,13558,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,96,13558,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,100,4365,no,yes,0,1
gpt-4.1-nano,KEEP,ORACLE,100,4365,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,100,4365,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,101,3245,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,101,3245,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,101,3245,no,no,1,1
gpt-4.1-nano,KEEP,RAW,102,20288,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,102,20288,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,102,20288,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,103,20269,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,103,20269,no,yes,1,0
gpt-4.1-nano,KEEP,DR_k1,103,20269,no,no,1,1
gpt-4.1-nano,KEEP,RAW,104,13224,no,,0,0
gpt-4.1-nano,KEEP,ORACLE,104,13224,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,104,13224,yes,,1,0
gpt-4.1-nano,KEEP,RAW,105,9178,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,105,9178,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,105,9178,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,106,13526,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,106,13526,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,106,13526,no,no,0,0
gpt-4.1-nano,KEEP,RAW,107,2480,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,107,2480,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,107,2480,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,108,17732,yes,yes,0,0
gpt-4.1-nano,KEEP,ORACLE,108,17732,,,0,0
gpt-4.1-nano,KEEP,DR_k1,108,17732,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,109,2437,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,109,2437,,,0,0
gpt-4.1-nano,KEEP,DR_k1,109,2437,no,,1,0
gpt-4.1-nano,KEEP,RAW,110,14506,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,110,14506,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,110,14506,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,111,3206,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,111,3206,yes,no,0,1
gpt-4.1-nano,KEEP,DR_k1,111,3206,no,no,1,1
gpt-4.1-nano,KEEP,RAW,112,12722,no,,0,0
gpt-4.1-nano,KEEP,ORACLE,112,12722,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,112,12722,yes,,1,0
gpt-4.1-nano,KEEP,RAW,113,4093,,no,0,1
gpt-4.1-nano,KEEP,ORACLE,113,4093,,no,0,1
gpt-4.1-nano,KEEP,DR_k1,113,4093,,,0,0
gpt-4.1-nano,KEEP,RAW,114,14729,no,,1,0
gpt-4.1-nano,KEEP,ORACLE,114,14729,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,114,14729,no,,1,0
gpt-4.1-nano,KEEP,RAW,115,20273,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,115,20273,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,115,20273,no,no,1,1
gpt-4.1-nano,KEEP,RAW,116,7216,,yes,0,1
gpt-4.1-nano,KEEP,ORACLE,116,7216,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,116,7216,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,117,19297,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,117,19297,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,117,19297,no,,0,0
gpt-4.1-nano,KEEP,RAW,118,17697,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,118,17697,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,118,17697,no,no,1,1
gpt-4.1-nano,KEEP,RAW,119,9075,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,119,9075,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,119,9075,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,140,3299,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,140,3299,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,140,3299,no,no,1,1
gpt-4.1-nano,KEEP,RAW,143,9264,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,143,9264,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,143,9264,no,no,0,0
gpt-4.1-nano,KEEP,RAW,145,16941,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,145,16941,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,145,16941,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,149,12149,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,149,12149,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,149,12149,no,no,1,1
gpt-4.1-nano,KEEP,RAW,155,4535,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,155,4535,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,155,4535,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,158,1676,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,158,1676,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,158,1676,no,no,1,1
gpt-4.1-nano,KEEP,RAW,159,12078,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,159,12078,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,159,12078,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,160,1716,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,160,1716,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,160,1716,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,161,4583,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,161,4583,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,161,4583,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,162,9245,yes,yes,0,0
gpt-4.1-nano,KEEP,ORACLE,162,9245,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,162,9245,no,no,1,1
gpt-4.1-nano,KEEP,RAW,163,3350,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,163,3350,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,163,3350,no,no,0,0
gpt-4.1-nano,KEEP,RAW,164,14940,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,164,14940,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,164,14940,yes,no,1,0
gpt-4.1-nano,KEEP,RAW,165,19671,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,165,19671,yes,no,0,1
gpt-4.1-nano,KEEP,DR_k1,165,19671,no,no,1,1
gpt-4.1-nano,KEEP,RAW,166,20403,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,166,20403,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,166,20403,no,no,1,1
gpt-4.1-nano,KEEP,RAW,167,20690,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,167,20690,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,167,20690,no,no,1,1
gpt-4.1-nano,KEEP,RAW,168,19659,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,168,19659,yes,no,0,1
gpt-4.1-nano,KEEP,DR_k1,168,19659,no,no,1,1
gpt-4.1-nano,KEEP,RAW,169,8162,no,yes,1,0
gpt-4.1-nano,KEEP,ORACLE,169,8162,yes,yes,0,0
gpt-4.1-nano,KEEP,DR_k1,169,8162,no,no,1,1
gpt-4.1-nano,KEEP,RAW,170,16869,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,170,16869,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,170,16869,no,no,1,1
gpt-4.1-nano,KEEP,RAW,171,12121,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,171,12121,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,171,12121,no,no,0,0
gpt-4.1-nano,KEEP,RAW,172,14908,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,172,14908,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,172,14908,no,no,1,1
gpt-4.1-nano,KEEP,RAW,173,19660,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,173,19660,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,173,19660,no,no,0,0
gpt-4.1-nano,KEEP,RAW,174,19664,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,174,19664,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,174,19664,no,no,1,1
gpt-4.1-nano,KEEP,RAW,175,1738,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,175,1738,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,175,1738,no,no,1,1
gpt-4.1-nano,KEEP,RAW,176,16853,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,176,16853,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,176,16853,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,177,20396,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,177,20396,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,177,20396,no,no,0,0
gpt-4.1-nano,KEEP,RAW,178,18584,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,178,18584,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,178,18584,no,no,1,1
gpt-4.1-nano,KEEP,RAW,179,16837,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,179,16837,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,179,16837,no,no,1,1
gpt-4.1-nano,KEEP,RAW,180,13202,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,180,13202,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,180,13202,no,no,1,1
gpt-4.1-nano,KEEP,RAW,183,12365,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,183,12365,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,183,12365,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,184,17905,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,184,17905,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,184,17905,no,no,1,1
gpt-4.1-nano,KEEP,RAW,185,1926,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,185,1926,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,185,1926,no,no,1,1
gpt-4.1-nano,KEEP,RAW,186,16715,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,186,16715,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,186,16715,no,no,1,1
gpt-4.1-nano,KEEP,RAW,187,17843,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,187,17843,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,187,17843,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,188,1567,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,188,1567,,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,188,1567,,,0,0
gpt-4.1-nano,KEEP,RAW,190,6696,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,190,6696,no,,1,0
gpt-4.1-nano,KEEP,DR_k1,190,6696,no,no,1,1
gpt-4.1-nano,KEEP,RAW,195,11969,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,195,11969,,no,0,1
gpt-4.1-nano,KEEP,DR_k1,195,11969,no,no,1,1
gpt-4.1-nano,KEEP,RAW,197,6351,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,197,6351,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,197,6351,no,no,1,1
gpt-4.1-nano,KEEP,RAW,198,6323,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,198,6323,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,198,6323,no,no,1,1
gpt-4.1-nano,KEEP,RAW,200,6295,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,200,6295,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,200,6295,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,203,17087,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,203,17087,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,203,17087,no,no,1,1
gpt-4.1-nano,KEEP,RAW,204,12300,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,204,12300,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,204,12300,no,no,1,1
gpt-4.1-nano,KEEP,RAW,205,7518,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,205,7518,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,205,7518,no,no,1,1
gpt-4.1-nano,KEEP,RAW,206,13146,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,206,13146,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,206,13146,no,no,1,1
gpt-4.1-nano,KEEP,RAW,210,7576,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,210,7576,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,210,7576,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,212,17146,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,212,17146,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,212,17146,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,214,2676,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,214,2676,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,214,2676,no,no,0,0
gpt-4.1-nano,KEEP,RAW,218,6688,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,218,6688,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,218,6688,no,no,0,0
gpt-4.1-nano,KEEP,RAW,219,17131,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,219,17131,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,219,17131,yes,no,1,0
gpt-4.1-nano,KEEP,RAW,240,18810,no,,1,0
gpt-4.1-nano,KEEP,ORACLE,240,18810,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,240,18810,no,no,1,1
gpt-4.1-nano,KEEP,RAW,241,8349,yes,no,1,0
gpt-4.1-nano,KEEP,ORACLE,241,8349,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,241,8349,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,246,8686,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,246,8686,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,246,8686,no,no,1,1
gpt-4.1-nano,KEEP,RAW,247,18761,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,247,18761,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,247,18761,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,250,3613,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,250,3613,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,250,3613,no,no,0,0
gpt-4.1-nano,KEEP,RAW,251,14018,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,251,14018,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,251,14018,no,no,1,1
gpt-4.1-nano,KEEP,RAW,253,8414,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,253,8414,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,253,8414,no,no,1,1
gpt-4.1-nano,KEEP,RAW,257,8487,,yes,0,1
gpt-4.1-nano,KEEP,ORACLE,257,8487,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,257,8487,no,no,0,0
gpt-4.1-nano,KEEP,RAW,258,13998,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,258,13998,no,no,1,1
gpt-4.1-nano,KEEP,DR_k1,258,13998,no,no,1,1
gpt-4.1-nano,KEEP,RAW,260,18887,no,,1,0
gpt-4.1-nano,KEEP,ORACLE,260,18887,,,0,0
gpt-4.1-nano,KEEP,DR_k1,260,18887,,,0,0
gpt-4.1-nano,KEEP,RAW,261,20493,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,261,20493,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,261,20493,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,262,10063,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,262,10063,no,yes,1,0
gpt-4.1-nano,KEEP,DR_k1,262,10063,no,no,1,1
gpt-4.1-nano,KEEP,RAW,263,8718,no,no,1,1
gpt-4.1-nano,KEEP,ORACLE,263,8718,no,yes,1,0
gpt-4.1-nano,KEEP,DR_k1,263,8718,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,264,10151,no,yes,0,1
gpt-4.1-nano,KEEP,ORACLE,264,10151,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,264,10151,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,265,10167,yes,no,1,0
gpt-4.1-nano,KEEP,ORACLE,265,10167,no,no,0,0
gpt-4.1-nano,KEEP,DR_k1,265,10167,no,no,0,0
gpt-4.1-nano,KEEP,RAW,266,20506,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,266,20506,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,266,20506,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,267,14177,no,no,0,0
gpt-4.1-nano,KEEP,ORACLE,267,14177,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,267,14177,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,268,19014,no,yes,0,1
gpt-4.1-nano,KEEP,ORACLE,268,19014,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,268,19014,,,0,0
gpt-4.1-nano,KEEP,RAW,269,20562,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,269,20562,yes,yes,1,1
gpt-4.1-nano,KEEP,DR_k1,269,20562,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,270,10153,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,270,10153,yes,no,1,0
gpt-4.1-nano,KEEP,DR_k1,270,10153,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,271,8314,yes,no,1,0
gpt-4.1-nano,KEEP,ORACLE,271,8314,no,yes,0,1
gpt-4.1-nano,KEEP,DR_k1,271,8314,no,,0,0
gpt-4.1-nano,KEEP,RAW,272,20490,yes,yes,1,1
gpt-4.1-nano,KEEP,ORACLE,272,20490,no,yes,0,1
