item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error,provider,finish,usd,max_tokens
735,"environmental pollution | exposure to toxic chemicals | respiratory diseases || AC,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,140,208,,Novita,stop,0.0001021,1500
741,"crop yield | harvest quality | temperature | weather conditions || AC,AD,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,157,442,,Novita,stop,0.000197995,1500
765,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,165,471,,Novita,stop,0.000210675,1500
767,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,244,700,,Novita,stop,0.00031294,1500
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,244,548,,Novita,stop,0.00025214,1500
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,304,550,,Novita,stop,0.00026104,1500
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,305,543,,Novita,stop,0.000258375,1500
854,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,196,168,,Novita,stop,9.366e-05,1500
856,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,302,506,,Novita,stop,0.00024317,1500
913,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,288,680,,Novita,stop,0.00031088,1500
917,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",DR_k1,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,293,725,,Novita,stop,0.000329555,1500
1532,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,310,695,,Novita,stop,0.00031985,1500
1532,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,310,637,,Novita,stop,0.00029665,1500
