model,lexicon,cond,item,old_pred,new_pred,old_correct,new_correct
gpt-4.1-nano,KEEP,RAW,99,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,100,no,no,1,1
gpt-4.1-nano,KEEP,RAW,101,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,102,no,no,1,1
gpt-4.1-nano,KEEP,RAW,103,no,,0,0
gpt-4.1-nano,KEEP,RAW,104,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,105,no,no,0,0
gpt-4.1-nano,KEEP,RAW,106,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,107,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,108,no,no,1,1
gpt-4.1-nano,KEEP,RAW,109,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,110,no,no,1,1
gpt-4.1-nano,KEEP,RAW,111,no,,0,0
gpt-4.1-nano,KEEP,RAW,112,,no,0,1
gpt-4.1-nano,KEEP,RAW,113,no,,1,0
gpt-4.1-nano,KEEP,RAW,133,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,135,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,139,no,no,1,1
gpt-4.1-nano,KEEP,RAW,142,no,no,1,1
gpt-4.1-nano,KEEP,RAW,143,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,145,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,150,no,no,1,1
gpt-4.1-nano,KEEP,RAW,151,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,152,no,no,0,0
gpt-4.1-nano,KEEP,RAW,153,no,no,1,1
gpt-4.1-nano,KEEP,RAW,154,no,no,1,1
gpt-4.1-nano,KEEP,RAW,155,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,156,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,157,no,no,1,1
gpt-4.1-nano,KEEP,RAW,158,no,,1,0
gpt-4.1-nano,KEEP,RAW,159,no,no,1,1
gpt-4.1-nano,KEEP,RAW,160,no,no,0,0
gpt-4.1-nano,KEEP,RAW,161,no,no,0,0
gpt-4.1-nano,KEEP,RAW,162,no,no,1,1
gpt-4.1-nano,KEEP,RAW,163,no,no,1,1
gpt-4.1-nano,KEEP,RAW,164,no,no,0,0
gpt-4.1-nano,KEEP,RAW,165,yes,,0,0
gpt-4.1-nano,KEEP,RAW,166,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,167,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,168,no,no,1,1
gpt-4.1-nano,KEEP,RAW,169,no,no,0,0
gpt-4.1-nano,KEEP,RAW,170,no,no,0,0
gpt-4.1-nano,KEEP,RAW,192,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,194,no,no,1,1
gpt-4.1-nano,KEEP,RAW,195,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,196,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,197,no,no,1,1
gpt-4.1-nano,KEEP,RAW,200,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,201,no,no,1,1
gpt-4.1-nano,KEEP,RAW,202,no,no,0,0
gpt-4.1-nano,KEEP,RAW,203,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,204,no,no,1,1
gpt-4.1-nano,KEEP,RAW,209,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,210,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,211,no,no,0,0
gpt-4.1-nano,KEEP,RAW,212,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,213,no,no,1,1
gpt-4.1-nano,KEEP,RAW,214,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,215,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,216,no,no,1,1
gpt-4.1-nano,KEEP,RAW,217,no,no,1,1
gpt-4.1-nano,KEEP,RAW,218,no,no,1,1
gpt-4.1-nano,KEEP,RAW,219,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,220,no,no,1,1
gpt-4.1-nano,KEEP,RAW,221,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,222,no,no,1,1
gpt-4.1-nano,KEEP,RAW,223,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,224,no,no,1,1
gpt-4.1-nano,KEEP,RAW,225,no,no,1,1
gpt-4.1-nano,KEEP,RAW,226,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,227,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,247,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,249,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,254,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,256,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,257,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,262,no,no,1,1
gpt-4.1-nano,KEEP,RAW,266,,no,0,0
gpt-4.1-nano,KEEP,RAW,267,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,268,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,269,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,270,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,271,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,272,no,no,0,0
gpt-4.1-nano,KEEP,RAW,273,no,no,0,0
gpt-4.1-nano,KEEP,RAW,274,,no,0,0
gpt-4.1-nano,KEEP,RAW,275,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,276,yes,no,1,0
gpt-4.1-nano,KEEP,RAW,277,yes,no,1,0
gpt-4.1-nano,KEEP,RAW,278,no,no,0,0
gpt-4.1-nano,KEEP,RAW,279,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,280,no,no,0,0
gpt-4.1-nano,KEEP,RAW,281,no,no,0,0
gpt-4.1-nano,KEEP,RAW,282,no,no,1,1
gpt-4.1-nano,KEEP,RAW,283,no,no,0,0
gpt-4.1-nano,KEEP,RAW,284,no,no,1,1
gpt-4.1-nano,KEEP,RAW,304,no,no,1,1
gpt-4.1-nano,KEEP,RAW,305,no,,1,0
gpt-4.1-nano,KEEP,RAW,311,,yes,0,0
gpt-4.1-nano,KEEP,RAW,312,no,no,1,1
gpt-4.1-nano,KEEP,RAW,313,no,no,0,0
gpt-4.1-nano,KEEP,RAW,314,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,315,no,no,1,1
gpt-4.1-nano,KEEP,RAW,316,,no,0,1
gpt-4.1-nano,KEEP,RAW,318,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,319,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,321,no,no,0,0
gpt-4.1-nano,KEEP,RAW,322,,,0,0
gpt-4.1-nano,KEEP,RAW,323,no,no,1,1
gpt-4.1-nano,KEEP,RAW,324,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,325,no,no,0,0
gpt-4.1-nano,KEEP,RAW,326,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,327,no,no,0,0
gpt-4.1-nano,KEEP,RAW,328,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,329,no,no,1,1
gpt-4.1-nano,KEEP,RAW,330,no,yes,0,1
gpt-4.1-nano,KEEP,RAW,331,no,no,1,1
gpt-4.1-nano,KEEP,RAW,332,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,333,,no,0,0
gpt-4.1-nano,KEEP,RAW,334,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,335,no,no,0,0
gpt-4.1-nano,KEEP,RAW,336,no,no,1,1
gpt-4.1-nano,KEEP,RAW,337,no,no,1,1
gpt-4.1-nano,KEEP,RAW,338,yes,no,1,0
gpt-4.1-nano,KEEP,RAW,339,no,no,1,1
gpt-4.1-nano,KEEP,RAW,340,no,no,1,1
gpt-4.1-nano,KEEP,RAW,341,no,no,0,0
gpt-4.1-nano,KEEP,RAW,362,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,368,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,369,no,no,1,1
gpt-4.1-nano,KEEP,RAW,370,no,no,1,1
gpt-4.1-nano,KEEP,RAW,371,yes,yes,0,0
gpt-4.1-nano,KEEP,RAW,374,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,375,no,no,1,1
gpt-4.1-nano,KEEP,RAW,376,no,no,1,1
gpt-4.1-nano,KEEP,RAW,378,no,no,1,1
gpt-4.1-nano,KEEP,RAW,380,no,,0,0
gpt-4.1-nano,KEEP,RAW,381,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,382,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,383,no,,1,0
gpt-4.1-nano,KEEP,RAW,384,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,385,no,no,1,1
gpt-4.1-nano,KEEP,RAW,386,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,387,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,388,no,yes,1,0
gpt-4.1-nano,KEEP,RAW,389,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,390,yes,no,0,1
gpt-4.1-nano,KEEP,RAW,391,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,392,no,no,1,1
gpt-4.1-nano,KEEP,RAW,393,no,no,1,1
gpt-4.1-nano,KEEP,RAW,394,no,no,0,0
gpt-4.1-nano,KEEP,RAW,395,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,396,yes,yes,1,1
gpt-4.1-nano,KEEP,RAW,397,no,,1,0
gpt-4.1-nano,KEEP,RAW,398,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,20,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,21,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,23,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,24,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,26,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,29,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,32,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,33,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,34,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,35,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,37,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,38,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,39,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,40,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,41,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,42,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,43,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,44,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,45,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,46,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,47,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,48,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,49,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,50,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,51,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,52,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,53,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,54,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,55,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,56,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,80,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,81,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,82,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,83,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,86,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,87,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,88,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,89,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,91,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,94,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,95,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,96,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,97,,,0,0
gpt-4.1-nano,PSEUDO,RAW,98,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,99,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,100,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,101,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,102,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,103,yes,,1,0
gpt-4.1-nano,PSEUDO,RAW,104,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,105,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,106,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,107,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,108,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,109,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,110,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,111,,no,0,0
gpt-4.1-nano,PSEUDO,RAW,112,,no,0,1
gpt-4.1-nano,PSEUDO,RAW,113,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,133,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,135,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,139,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,142,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,143,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,145,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,150,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,151,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,152,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,153,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,154,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,155,,,0,0
gpt-4.1-nano,PSEUDO,RAW,156,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,157,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,158,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,159,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,160,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,161,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,162,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,163,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,164,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,165,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,166,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,167,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,168,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,169,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,170,,no,0,0
gpt-4.1-nano,PSEUDO,RAW,192,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,194,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,195,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,196,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,197,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,200,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,201,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,202,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,203,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,204,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,209,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,210,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,211,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,212,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,213,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,214,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,215,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,216,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,217,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,218,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,219,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,220,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,221,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,222,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,223,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,224,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,225,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,226,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,227,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,247,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,249,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,254,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,256,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,257,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,262,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,266,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,267,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,268,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,269,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,270,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,271,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,272,,no,0,0
gpt-4.1-nano,PSEUDO,RAW,273,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,274,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,275,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,276,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,277,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,278,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,279,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,280,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,281,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,282,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,283,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,284,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,304,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,305,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,311,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,312,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,313,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,314,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,315,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,316,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,318,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,319,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,321,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,322,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,323,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,324,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,325,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,326,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,327,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,328,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,329,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,330,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,331,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,332,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,333,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,334,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,335,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,336,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,337,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,338,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,339,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,340,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,341,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,362,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,368,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,369,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,370,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,371,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,374,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,375,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,376,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,378,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,380,,,0,0
gpt-4.1-nano,PSEUDO,RAW,381,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,382,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,383,,,0,0
gpt-4.1-nano,PSEUDO,RAW,384,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,385,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,386,yes,,1,0
gpt-4.1-nano,PSEUDO,RAW,387,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,388,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,389,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,390,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,391,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,392,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,393,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,394,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,395,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,396,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,397,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,398,no,no,1,1
gpt-4.1-mini,KEEP,RAW,20,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,21,no,no,1,1
gpt-4.1-mini,KEEP,RAW,23,no,no,1,1
gpt-4.1-mini,KEEP,RAW,24,no,no,0,0
gpt-4.1-mini,KEEP,RAW,26,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,29,no,no,1,1
gpt-4.1-mini,KEEP,RAW,32,no,no,1,1
gpt-4.1-mini,KEEP,RAW,33,no,no,0,0
gpt-4.1-mini,KEEP,RAW,34,no,no,0,0
gpt-4.1-mini,KEEP,RAW,35,no,no,0,0
gpt-4.1-mini,KEEP,RAW,37,no,no,1,1
gpt-4.1-mini,KEEP,RAW,38,no,no,1,1
gpt-4.1-mini,KEEP,RAW,39,no,no,1,1
gpt-4.1-mini,KEEP,RAW,40,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,41,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,42,no,no,1,1
gpt-4.1-mini,KEEP,RAW,43,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,44,no,no,1,1
gpt-4.1-mini,KEEP,RAW,45,no,no,1,1
gpt-4.1-mini,KEEP,RAW,46,no,no,1,1
gpt-4.1-mini,KEEP,RAW,47,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,48,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,49,no,no,1,1
gpt-4.1-mini,KEEP,RAW,50,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,51,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,52,no,no,1,1
gpt-4.1-mini,KEEP,RAW,53,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,54,no,no,1,1
gpt-4.1-mini,KEEP,RAW,55,no,no,1,1
gpt-4.1-mini,KEEP,RAW,56,no,no,1,1
gpt-4.1-mini,KEEP,RAW,80,no,no,1,1
gpt-4.1-mini,KEEP,RAW,81,no,no,1,1
gpt-4.1-mini,KEEP,RAW,82,no,no,1,1
gpt-4.1-mini,KEEP,RAW,83,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,86,no,no,1,1
gpt-4.1-mini,KEEP,RAW,87,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,88,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,89,no,no,1,1
gpt-4.1-mini,KEEP,RAW,91,no,no,1,1
gpt-4.1-mini,KEEP,RAW,94,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,95,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,96,no,no,1,1
gpt-4.1-mini,KEEP,RAW,97,,,0,0
gpt-4.1-mini,KEEP,RAW,98,no,no,0,0
