model,item,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,6,RAW,IV,2,yes,yes,1,1,146,174,
gpt-4.1-nano,5,ORACLE,IV,2,no,no,1,1,164,300,
gpt-4.1-nano,6,PROSE,IV,2,yes,yes,1,1,191,174,
gpt-4.1-nano,5,DR_k2,IV,2,no,yes,0,1,164,461,
gpt-4.1-nano,7,RAW,IV,2,yes,yes,1,1,149,145,
gpt-4.1-nano,6,DR_k2,IV,2,yes,yes,1,1,184,185,
gpt-4.1-nano,6,DR_k3,IV,2,yes,yes,1,1,184,314,
gpt-4.1-nano,6,ORACLE,IV,2,yes,yes,1,1,189,362,
gpt-4.1-nano,7,PROSE,IV,2,yes,yes,1,1,184,145,
gpt-4.1-nano,6,DR_k1,IV,2,yes,yes,1,1,189,400,
gpt-4.1-nano,8,PROSE,IV,2,no,no,1,1,178,279,
gpt-4.1-nano,7,DR_k2,IV,2,yes,yes,1,1,187,451,
gpt-4.1-nano,5,DR_k3,IV,2,no,yes,0,1,165,486,
gpt-4.1-nano,8,RAW,IV,2,no,no,1,1,144,495,
gpt-4.1-nano,7,DR_k1,IV,2,yes,yes,1,1,193,561,
gpt-4.1-nano,5,DR_k1,IV,2,no,no,1,1,165,691,
gpt-4.1-nano,9,PROSE,IV,2,no,no,1,1,179,269,
gpt-4.1-nano,8,DR_k3,IV,2,no,no,1,1,182,360,
gpt-4.1-nano,8,ORACLE,IV,2,no,no,1,1,187,594,
gpt-4.1-nano,7,DR_k3,IV,2,yes,yes,1,1,193,596,
gpt-4.1-nano,7,ORACLE,IV,2,yes,yes,1,1,192,632,
gpt-4.1-nano,8,DR_k2,IV,2,no,no,1,1,188,581,
gpt-4.1-nano,8,DR_k1,IV,2,no,no,1,1,188,700,
gpt-4.1-nano,10,PROSE,IV,3,yes,yes,1,1,169,241,
gpt-4.1-nano,9,DR_k2,IV,2,no,no,1,1,191,457,
gpt-4.1-nano,11,RAW,IV,3,no,yes,0,1,117,170,
gpt-4.1-nano,9,ORACLE,IV,2,no,no,1,1,190,508,
gpt-4.1-nano,9,RAW,IV,2,no,no,1,1,147,700,
gpt-4.1-nano,9,DR_k3,IV,2,no,no,1,1,185,557,
gpt-4.1-nano,10,RAW,IV,3,yes,no,0,1,134,451,
gpt-4.1-nano,10,DR_k3,IV,3,yes,yes,1,1,178,428,
gpt-4.1-nano,9,DR_k1,IV,2,no,no,1,1,184,682,
gpt-4.1-nano,11,ORACLE,IV,3,no,yes,0,1,160,334,
gpt-4.1-nano,12,RAW,IV,3,no,no,1,1,114,217,
gpt-4.1-nano,10,DR_k2,IV,3,yes,no,0,1,177,559,
gpt-4.1-nano,12,PROSE,IV,3,no,no,1,1,142,226,
gpt-4.1-nano,10,DR_k1,IV,3,yes,yes,1,1,178,587,
gpt-4.1-nano,10,ORACLE,IV,3,yes,no,0,1,177,511,
gpt-4.1-nano,12,DR_k1,IV,3,no,no,1,1,151,264,
gpt-4.1-nano,11,DR_k1,IV,3,no,yes,0,1,161,533,
gpt-4.1-nano,11,DR_k3,IV,3,no,no,1,1,155,436,
gpt-4.1-nano,11,DR_k2,IV,3,no,yes,0,1,155,410,
gpt-4.1-nano,11,PROSE,IV,3,no,yes,0,1,149,182,
gpt-4.1-nano,12,ORACLE,IV,3,no,no,1,1,157,404,
gpt-4.1-nano,12,DR_k2,IV,3,no,no,1,1,158,372,
gpt-4.1-nano,13,ORACLE,IV,3,no,no,1,1,162,459,
gpt-4.1-nano,13,RAW,IV,3,no,no,1,1,119,434,
gpt-4.1-nano,12,DR_k3,IV,3,no,no,1,1,152,388,
gpt-4.1-nano,13,DR_k3,IV,3,no,no,1,1,163,382,
gpt-4.1-nano,13,DR_k2,IV,3,no,no,1,1,157,449,
gpt-4.1-nano,14,DR_k3,IV,3,no,yes,0,1,163,341,
gpt-4.1-nano,14,RAW,IV,3,no,no,1,1,125,290,
gpt-4.1-nano,14,DR_k2,IV,3,no,no,1,1,168,443,
gpt-4.1-nano,13,PROSE,IV,3,no,yes,0,1,156,515,
gpt-4.1-nano,14,DR_k1,IV,3,no,yes,0,1,162,498,
gpt-4.1-nano,13,DR_k1,IV,3,no,no,1,1,156,550,
gpt-4.1-nano,14,ORACLE,IV,3,no,yes,0,1,168,618,
gpt-4.1-nano,15,RAW,arrowhead,1,no,no,1,1,114,430,
gpt-4.1-nano,14,PROSE,IV,3,no,no,1,1,163,601,
gpt-4.1-nano,15,ORACLE,arrowhead,1,no,no,1,1,161,428,
gpt-4.1-nano,16,PROSE,arrowhead,1,yes,yes,1,1,149,279,
gpt-4.1-nano,15,DR_k2,arrowhead,1,no,no,1,1,161,497,
gpt-4.1-nano,15,PROSE,arrowhead,1,no,no,1,1,155,507,
gpt-4.1-nano,15,DR_k1,arrowhead,1,no,no,1,1,161,498,
gpt-4.1-nano,16,RAW,arrowhead,1,yes,yes,1,1,117,377,
gpt-4.1-nano,17,ORACLE,arrowhead,1,no,no,1,1,158,430,
gpt-4.1-nano,16,DR_k3,arrowhead,1,yes,yes,1,1,163,384,
gpt-4.1-nano,17,RAW,arrowhead,1,no,no,1,1,111,430,
gpt-4.1-nano,15,DR_k3,arrowhead,1,no,no,1,1,162,495,
gpt-4.1-nano,16,ORACLE,arrowhead,1,yes,yes,1,1,164,393,
gpt-4.1-nano,16,DR_k1,arrowhead,1,yes,yes,1,1,163,468,
gpt-4.1-nano,16,DR_k2,arrowhead,1,yes,yes,1,1,163,471,
gpt-4.1-nano,17,PROSE,arrowhead,1,no,no,1,1,146,320,
gpt-4.1-nano,18,RAW,arrowhead,1,yes,yes,1,1,114,259,
gpt-4.1-nano,17,DR_k1,arrowhead,1,no,no,1,1,158,515,
gpt-4.1-nano,18,ORACLE,arrowhead,1,yes,yes,1,1,161,365,
gpt-4.1-nano,20,PROSE,arrowhead,2,no,no,1,1,153,223,
gpt-4.1-nano,18,PROSE,arrowhead,1,yes,yes,1,1,149,446,
gpt-4.1-nano,17,DR_k2,arrowhead,1,no,no,1,1,157,514,
gpt-4.1-nano,19,RAW,arrowhead,1,no,no,1,1,113,263,
gpt-4.1-nano,20,RAW,arrowhead,2,no,no,1,1,107,77,
gpt-4.1-nano,17,DR_k3,arrowhead,1,no,no,1,1,159,568,
gpt-4.1-nano,18,DR_k3,arrowhead,1,yes,yes,1,1,161,370,
gpt-4.1-nano,19,PROSE,arrowhead,1,no,no,1,1,145,330,
gpt-4.1-nano,19,DR_k1,arrowhead,1,no,no,1,1,160,358,
gpt-4.1-nano,18,DR_k2,arrowhead,1,yes,yes,1,1,162,397,
gpt-4.1-nano,18,DR_k1,arrowhead,1,yes,yes,1,1,161,381,
gpt-4.1-nano,19,DR_k2,arrowhead,1,no,no,1,1,161,343,
gpt-4.1-nano,19,ORACLE,arrowhead,1,no,no,1,1,160,469,
gpt-4.1-nano,21,RAW,arrowhead,2,no,yes,0,1,124,3,
gpt-4.1-nano,19,DR_k3,arrowhead,1,no,no,1,1,159,353,
gpt-4.1-nano,21,PROSE,arrowhead,2,no,yes,0,1,155,174,
gpt-4.1-nano,20,ORACLE,arrowhead,2,no,no,1,1,154,431,
gpt-4.1-nano,22,PROSE,arrowhead,2,yes,yes,1,1,132,92,
gpt-4.1-nano,20,DR_k1,arrowhead,2,no,no,1,1,154,373,
gpt-4.1-nano,20,DR_k2,arrowhead,2,no,no,1,1,154,316,
gpt-4.1-nano,22,RAW,arrowhead,2,yes,yes,1,1,103,47,
gpt-4.1-nano,20,DR_k3,arrowhead,2,no,no,1,1,153,368,
gpt-4.1-nano,23,PROSE,arrowhead,2,no,yes,0,1,183,181,
gpt-4.1-nano,21,DR_k1,arrowhead,2,no,yes,0,1,171,315,
gpt-4.1-nano,22,ORACLE,arrowhead,2,yes,yes,1,1,150,308,
gpt-4.1-nano,22,DR_k1,arrowhead,2,yes,yes,1,1,150,394,
gpt-4.1-nano,21,DR_k2,arrowhead,2,no,yes,0,1,170,501,
gpt-4.1-nano,23,DR_k1,arrowhead,2,no,yes,0,1,184,209,
gpt-4.1-nano,24,RAW,arrowhead,2,yes,yes,1,1,106,150,
gpt-4.1-nano,22,DR_k2,arrowhead,2,yes,yes,1,1,149,375,
gpt-4.1-nano,21,ORACLE,arrowhead,2,no,yes,0,1,171,406,
gpt-4.1-nano,24,PROSE,arrowhead,2,yes,no,0,1,142,178,
gpt-4.1-nano,23,ORACLE,arrowhead,2,no,yes,0,1,184,213,
gpt-4.1-nano,23,RAW,arrowhead,2,no,no,1,1,137,3,
gpt-4.1-nano,23,DR_k2,arrowhead,2,no,yes,0,1,185,227,
gpt-4.1-nano,21,DR_k3,arrowhead,2,no,yes,0,1,170,692,
gpt-4.1-nano,22,DR_k3,arrowhead,2,yes,yes,1,1,151,560,
gpt-4.1-nano,23,DR_k3,arrowhead,2,no,yes,0,1,183,392,
gpt-4.1-nano,24,DR_k3,arrowhead,2,yes,yes,1,1,152,284,
gpt-4.1-nano,24,DR_k1,arrowhead,2,yes,yes,1,1,153,331,
gpt-4.1-nano,26,PROSE,arrowhead,3,yes,yes,1,1,147,222,
gpt-4.1-nano,24,ORACLE,arrowhead,2,yes,yes,1,1,153,375,
gpt-4.1-nano,24,DR_k2,arrowhead,2,yes,yes,1,1,152,366,
gpt-4.1-nano,25,PROSE,arrowhead,3,yes,yes,1,1,289,437,
gpt-4.1-nano,26,RAW,arrowhead,3,yes,yes,1,1,112,382,
gpt-4.1-nano,26,DR_k2,arrowhead,3,yes,yes,1,1,158,314,
gpt-4.1-nano,26,ORACLE,arrowhead,3,yes,yes,1,1,159,430,
gpt-4.1-nano,25,DR_k1,arrowhead,3,yes,yes,1,1,300,668,
gpt-4.1-nano,25,RAW,arrowhead,3,yes,yes,1,1,254,670,
gpt-4.1-nano,25,DR_k3,arrowhead,3,yes,yes,1,1,301,609,
gpt-4.1-nano,25,DR_k2,arrowhead,3,yes,yes,1,1,302,668,
gpt-4.1-nano,26,DR_k3,arrowhead,3,yes,yes,1,1,158,457,
gpt-4.1-nano,26,DR_k1,arrowhead,3,yes,no,0,1,159,631,
gpt-4.1-nano,27,RAW,arrowhead,3,no,yes,0,1,253,458,
gpt-4.1-nano,25,ORACLE,arrowhead,3,yes,no,0,1,301,700,
gpt-4.1-nano,27,PROSE,arrowhead,3,no,yes,0,1,282,501,
gpt-4.1-nano,27,ORACLE,arrowhead,3,no,,0,0,300,700,
gpt-4.1-nano,27,DR_k1,arrowhead,3,no,yes,0,1,300,684,
gpt-4.1-nano,27,DR_k2,arrowhead,3,no,yes,0,1,299,676,
gpt-4.1-nano,27,DR_k3,arrowhead,3,no,yes,0,1,301,634,
gpt-4.1-nano,28,RAW,arrowhead,3,yes,no,0,1,278,537,
gpt-4.1-nano,28,DR_k1,arrowhead,3,yes,no,0,1,324,589,
gpt-4.1-nano,28,PROSE,arrowhead,3,yes,no,0,1,321,683,
gpt-4.1-nano,28,DR_k2,arrowhead,3,yes,no,0,1,324,605,
gpt-4.1-nano,28,DR_k3,arrowhead,3,yes,no,0,1,325,530,
gpt-4.1-nano,28,ORACLE,arrowhead,3,yes,no,0,1,325,686,
gpt-4.1-nano,30,RAW,confounding,1,yes,yes,1,1,100,242,
gpt-4.1-nano,30,PROSE,confounding,1,yes,yes,1,1,118,248,
gpt-4.1-nano,29,ORACLE,arrowhead,3,yes,no,0,1,295,700,
gpt-4.1-nano,29,RAW,arrowhead,3,yes,no,0,1,248,700,
gpt-4.1-nano,29,DR_k1,arrowhead,3,yes,no,0,1,295,700,
gpt-4.1-nano,29,PROSE,arrowhead,3,yes,yes,1,1,278,700,
gpt-4.1-nano,30,ORACLE,confounding,1,yes,yes,1,1,134,426,
gpt-4.1-nano,29,DR_k3,arrowhead,3,yes,yes,1,1,294,687,
gpt-4.1-nano,29,DR_k2,arrowhead,3,yes,no,0,1,295,700,
gpt-4.1-nano,31,ORACLE,confounding,1,yes,yes,1,1,145,257,
gpt-4.1-nano,30,DR_k2,confounding,1,yes,yes,1,1,135,318,
gpt-4.1-nano,30,DR_k1,confounding,1,yes,yes,1,1,135,394,
gpt-4.1-nano,31,RAW,confounding,1,yes,yes,1,1,111,279,
gpt-4.1-nano,31,PROSE,confounding,1,yes,yes,1,1,131,230,
gpt-4.1-nano,31,DR_k2,confounding,1,yes,yes,1,1,146,270,
gpt-4.1-nano,31,DR_k1,confounding,1,yes,yes,1,1,145,329,
gpt-4.1-nano,32,RAW,confounding,1,yes,yes,1,1,103,202,
gpt-4.1-nano,30,DR_k3,confounding,1,yes,yes,1,1,135,374,
gpt-4.1-nano,31,DR_k3,confounding,1,yes,yes,1,1,146,304,
gpt-4.1-nano,32,PROSE,confounding,1,yes,no,0,1,126,344,
gpt-4.1-nano,33,PROSE,confounding,1,yes,yes,1,1,131,243,
gpt-4.1-nano,32,DR_k1,confounding,1,yes,no,0,1,137,341,
gpt-4.1-nano,32,DR_k3,confounding,1,yes,yes,1,1,138,342,
gpt-4.1-nano,32,ORACLE,confounding,1,yes,yes,1,1,137,304,
gpt-4.1-nano,33,RAW,confounding,1,yes,yes,1,1,109,274,
gpt-4.1-nano,33,DR_k2,confounding,1,yes,yes,1,1,144,318,
gpt-4.1-nano,33,ORACLE,confounding,1,yes,yes,1,1,143,330,
gpt-4.1-nano,32,DR_k2,confounding,1,yes,yes,1,1,138,380,
gpt-4.1-nano,34,PROSE,confounding,1,yes,yes,1,1,133,252,
gpt-4.1-nano,34,RAW,confounding,1,yes,yes,1,1,110,265,
gpt-4.1-nano,33,DR_k3,confounding,1,yes,yes,1,1,144,338,
gpt-4.1-nano,33,DR_k1,confounding,1,yes,yes,1,1,144,415,
gpt-4.1-nano,34,DR_k1,confounding,1,yes,yes,1,1,145,339,
gpt-4.1-nano,34,DR_k3,confounding,1,yes,yes,1,1,145,316,
gpt-4.1-nano,37,PROSE,confounding,2,no,no,1,1,134,3,
gpt-4.1-nano,34,DR_k2,confounding,1,yes,yes,1,1,145,291,
gpt-4.1-nano,34,ORACLE,confounding,1,yes,yes,1,1,144,339,
gpt-4.1-nano,37,RAW,confounding,2,no,no,1,1,113,3,
gpt-4.1-nano,35,PROSE,confounding,2,no,no,1,1,174,482,
gpt-4.1-nano,35,RAW,confounding,2,no,no,1,1,154,417,
gpt-4.1-nano,37,ORACLE,confounding,2,no,yes,0,1,147,161,
gpt-4.1-nano,35,DR_k2,confounding,2,no,no,1,1,189,426,
gpt-4.1-nano,37,DR_k1,confounding,2,no,no,1,1,148,184,
gpt-4.1-nano,35,DR_k3,confounding,2,no,no,1,1,189,469,
gpt-4.1-nano,37,DR_k3,confounding,2,no,yes,0,1,148,168,
gpt-4.1-nano,36,PROSE,confounding,2,no,no,1,1,191,620,
gpt-4.1-nano,37,DR_k2,confounding,2,no,yes,0,1,148,213,
gpt-4.1-nano,35,ORACLE,confounding,2,no,no,1,1,188,655,
gpt-4.1-nano,39,PROSE,confounding,2,yes,yes,1,1,143,3,
gpt-4.1-nano,35,DR_k1,confounding,2,no,no,1,1,188,700,
gpt-4.1-nano,39,RAW,confounding,2,yes,no,0,1,120,3,
gpt-4.1-nano,36,RAW,confounding,2,no,,0,0,165,700,
gpt-4.1-nano,36,DR_k1,confounding,2,no,no,1,1,199,700,
gpt-4.1-nano,38,PROSE,confounding,2,yes,yes,1,1,191,520,
gpt-4.1-nano,36,DR_k2,confounding,2,no,no,1,1,200,700,
gpt-4.1-nano,39,DR_k1,confounding,2,yes,yes,1,1,155,171,
gpt-4.1-nano,36,ORACLE,confounding,2,no,no,1,1,199,700,
gpt-4.1-nano,39,ORACLE,confounding,2,yes,yes,1,1,154,177,
gpt-4.1-nano,38,ORACLE,confounding,2,yes,no,0,1,204,399,
gpt-4.1-nano,38,RAW,confounding,2,yes,yes,1,1,170,462,
gpt-4.1-nano,36,DR_k3,confounding,2,no,no,1,1,200,700,
gpt-4.1-nano,38,DR_k1,confounding,2,yes,no,0,1,205,459,
gpt-4.1-nano,39,DR_k2,confounding,2,yes,yes,1,1,155,200,
gpt-4.1-nano,38,DR_k3,confounding,2,yes,yes,1,1,205,495,
gpt-4.1-nano,40,ORACLE,confounding,3,no,no,1,1,133,275,
gpt-4.1-nano,42,PROSE,confounding,3,yes,yes,1,1,120,133,
gpt-4.1-nano,39,DR_k3,confounding,2,yes,yes,1,1,155,361,
gpt-4.1-nano,40,RAW,confounding,3,no,no,1,1,99,341,
gpt-4.1-nano,38,DR_k2,confounding,2,yes,yes,1,1,205,686,
gpt-4.1-nano,41,PROSE,confounding,3,yes,yes,1,1,193,351,
gpt-4.1-nano,40,PROSE,confounding,3,no,no,1,1,119,431,
gpt-4.1-nano,40,DR_k3,confounding,3,no,no,1,1,134,327,
gpt-4.1-nano,42,RAW,confounding,3,yes,no,0,1,98,267,
gpt-4.1-nano,40,DR_k1,confounding,3,no,no,1,1,134,590,
gpt-4.1-nano,41,RAW,confounding,3,yes,yes,1,1,173,522,
gpt-4.1-nano,43,PROSE,confounding,3,yes,yes,1,1,177,260,
gpt-4.1-nano,40,DR_k2,confounding,3,no,no,1,1,134,329,
gpt-4.1-nano,41,ORACLE,confounding,3,yes,no,0,1,207,700,
gpt-4.1-nano,43,RAW,confounding,3,yes,yes,1,1,159,334,
gpt-4.1-nano,42,DR_k1,confounding,3,yes,yes,1,1,132,384,
gpt-4.1-nano,42,DR_k2,confounding,3,yes,yes,1,1,133,367,
gpt-4.1-nano,41,DR_k2,confounding,3,yes,no,0,1,208,700,
gpt-4.1-nano,41,DR_k1,confounding,3,yes,no,0,1,208,700,
gpt-4.1-nano,42,ORACLE,confounding,3,yes,no,0,1,132,512,
gpt-4.1-nano,41,DR_k3,confounding,3,yes,no,0,1,208,700,
gpt-4.1-nano,42,DR_k3,confounding,3,yes,yes,1,1,133,386,
gpt-4.1-nano,44,RAW,confounding,3,no,no,1,1,100,219,
gpt-4.1-nano,43,DR_k1,confounding,3,yes,yes,1,1,194,582,
gpt-4.1-nano,45,RAW,diamond,1,no,no,1,1,103,227,
gpt-4.1-nano,44,PROSE,confounding,3,no,yes,0,1,126,285,
gpt-4.1-nano,44,DR_k3,confounding,3,no,no,1,1,135,332,
gpt-4.1-nano,43,ORACLE,confounding,3,yes,no,0,1,193,700,
gpt-4.1-nano,45,DR_k1,diamond,1,no,no,1,1,148,310,
gpt-4.1-nano,44,DR_k2,confounding,3,no,no,1,1,135,295,
gpt-4.1-nano,44,ORACLE,confounding,3,no,no,1,1,134,393,
gpt-4.1-nano,44,DR_k1,confounding,3,no,no,1,1,134,367,
gpt-4.1-nano,45,PROSE,diamond,1,no,no,1,1,136,323,
gpt-4.1-nano,43,DR_k2,confounding,3,yes,no,0,1,194,700,
gpt-4.1-nano,43,DR_k3,confounding,3,yes,no,0,1,194,700,
gpt-4.1-nano,45,DR_k3,diamond,1,no,no,1,1,148,301,
gpt-4.1-nano,45,DR_k2,diamond,1,no,no,1,1,142,363,
gpt-4.1-nano,45,ORACLE,diamond,1,no,no,1,1,148,404,
gpt-4.1-nano,46,RAW,diamond,1,no,yes,0,1,110,364,
gpt-4.1-nano,46,DR_k2,diamond,1,no,yes,0,1,154,335,
gpt-4.1-nano,48,RAW,diamond,1,no,no,1,1,110,225,
gpt-4.1-nano,46,PROSE,diamond,1,no,yes,0,1,149,535,
gpt-4.1-nano,46,DR_k3,diamond,1,no,yes,0,1,154,322,
gpt-4.1-nano,47,PROSE,diamond,1,yes,yes,1,1,142,313,
gpt-4.1-nano,46,DR_k1,diamond,1,no,yes,0,1,154,370,
gpt-4.1-nano,47,RAW,diamond,1,yes,yes,1,1,103,301,
gpt-4.1-nano,46,ORACLE,diamond,1,no,yes,0,1,155,490,
gpt-4.1-nano,48,ORACLE,diamond,1,no,no,1,1,155,293,
gpt-4.1-nano,48,PROSE,diamond,1,no,no,1,1,149,305,
gpt-4.1-nano,47,DR_k1,diamond,1,yes,yes,1,1,147,360,
gpt-4.1-nano,47,ORACLE,diamond,1,yes,yes,1,1,148,416,
gpt-4.1-nano,50,PROSE,diamond,2,yes,no,0,1,155,3,
gpt-4.1-nano,50,RAW,diamond,2,yes,no,0,1,118,3,
gpt-4.1-nano,47,DR_k3,diamond,1,yes,yes,1,1,148,400,
gpt-4.1-nano,48,DR_k1,diamond,1,no,no,1,1,155,403,
gpt-4.1-nano,47,DR_k2,diamond,1,yes,yes,1,1,142,573,
gpt-4.1-nano,51,RAW,diamond,2,yes,no,0,1,118,3,
gpt-4.1-nano,51,PROSE,diamond,2,yes,no,0,1,157,3,
gpt-4.1-nano,48,DR_k2,diamond,1,no,no,1,1,154,411,
gpt-4.1-nano,49,RAW,diamond,1,yes,yes,1,1,110,268,
gpt-4.1-nano,49,PROSE,diamond,1,yes,yes,1,1,143,251,
gpt-4.1-nano,50,ORACLE,diamond,2,yes,no,0,1,163,223,
gpt-4.1-nano,49,DR_k1,diamond,1,yes,yes,1,1,154,321,
gpt-4.1-nano,50,DR_k2,diamond,2,yes,yes,1,1,157,209,
gpt-4.1-nano,49,DR_k3,diamond,1,yes,yes,1,1,154,324,
gpt-4.1-nano,50,DR_k1,diamond,2,yes,no,0,1,162,170,
gpt-4.1-nano,49,DR_k2,diamond,1,yes,yes,1,1,149,335,
gpt-4.1-nano,49,ORACLE,diamond,1,yes,yes,1,1,155,332,
gpt-4.1-nano,48,DR_k3,diamond,1,no,no,1,1,154,392,
gpt-4.1-nano,52,RAW,diamond,2,yes,yes,1,1,107,1,
gpt-4.1-nano,52,PROSE,diamond,2,yes,yes,1,1,139,1,
gpt-4.1-nano,50,DR_k3,diamond,2,yes,yes,1,1,162,202,
gpt-4.1-nano,51,ORACLE,diamond,2,yes,yes,1,1,163,234,
gpt-4.1-nano,51,DR_k2,diamond,2,yes,yes,1,1,157,159,
gpt-4.1-nano,53,PROSE,diamond,2,yes,no,0,1,148,3,
gpt-4.1-nano,52,ORACLE,diamond,2,yes,yes,1,1,152,122,
gpt-4.1-nano,54,RAW,diamond,2,yes,yes,1,1,106,1,
gpt-4.1-nano,53,RAW,diamond,2,yes,no,0,1,116,3,
gpt-4.1-nano,53,ORACLE,diamond,2,yes,yes,1,1,161,183,
gpt-4.1-nano,53,DR_k3,diamond,2,yes,yes,1,1,161,183,
gpt-4.1-nano,53,DR_k2,diamond,2,yes,yes,1,1,155,173,
gpt-4.1-nano,54,ORACLE,diamond,2,yes,yes,1,1,151,130,
gpt-4.1-nano,54,PROSE,diamond,2,yes,yes,1,1,138,214,
gpt-4.1-nano,51,DR_k1,diamond,2,yes,no,0,1,162,498,
gpt-4.1-nano,55,PROSE,diamond,3,no,yes,0,1,136,196,
gpt-4.1-nano,56,PROSE,diamond,3,yes,yes,1,1,145,1,
gpt-4.1-nano,55,RAW,diamond,3,no,yes,0,1,105,155,
gpt-4.1-nano,52,DR_k2,diamond,2,yes,yes,1,1,146,367,
gpt-4.1-nano,51,DR_k3,diamond,2,yes,no,0,1,163,536,
gpt-4.1-nano,52,DR_k1,diamond,2,yes,yes,1,1,152,361,
gpt-4.1-nano,56,RAW,diamond,3,yes,yes,1,1,109,119,
gpt-4.1-nano,54,DR_k3,diamond,2,yes,yes,1,1,151,363,
gpt-4.1-nano,55,ORACLE,diamond,3,no,yes,0,1,150,171,
gpt-4.1-nano,55,DR_k3,diamond,3,no,yes,0,1,149,170,
gpt-4.1-nano,54,DR_k2,diamond,2,yes,yes,1,1,145,361,
gpt-4.1-nano,53,DR_k1,diamond,2,yes,no,0,1,160,466,
gpt-4.1-nano,55,DR_k1,diamond,3,no,yes,0,1,150,177,
gpt-4.1-nano,55,DR_k2,diamond,3,no,yes,0,1,144,194,
gpt-4.1-nano,57,RAW,diamond,3,yes,yes,1,1,121,1,
gpt-4.1-nano,54,DR_k1,diamond,2,yes,yes,1,1,151,447,
gpt-4.1-nano,52,DR_k3,diamond,2,yes,yes,1,1,152,449,
gpt-4.1-nano,56,DR_k2,diamond,3,yes,no,0,1,153,240,
gpt-4.1-nano,56,ORACLE,diamond,3,yes,no,0,1,154,266,
gpt-4.1-nano,58,RAW,diamond,3,no,no,1,1,120,142,
gpt-4.1-nano,58,ORACLE,diamond,3,no,no,1,1,165,182,
gpt-4.1-nano,57,PROSE,diamond,3,yes,yes,1,1,153,343,
gpt-4.1-nano,58,DR_k2,diamond,3,no,no,1,1,164,152,
gpt-4.1-nano,57,DR_k2,diamond,3,yes,yes,1,1,165,378,
gpt-4.1-nano,58,PROSE,diamond,3,no,no,1,1,156,272,
gpt-4.1-nano,59,PROSE,diamond,3,yes,yes,1,1,148,200,
gpt-4.1-nano,58,DR_k1,diamond,3,no,no,1,1,164,327,
gpt-4.1-nano,57,DR_k3,diamond,3,yes,yes,1,1,166,404,
gpt-4.1-nano,57,ORACLE,diamond,3,yes,yes,1,1,166,425,
gpt-4.1-nano,56,DR_k3,diamond,3,yes,yes,1,1,154,515,
gpt-4.1-nano,59,RAW,diamond,3,yes,yes,1,1,109,175,
gpt-4.1-nano,58,DR_k3,diamond,3,no,no,1,1,164,478,
gpt-4.1-nano,56,DR_k1,diamond,3,yes,no,0,1,153,681,
gpt-4.1-nano,59,DR_k2,diamond,3,yes,yes,1,1,148,273,
gpt-4.1-nano,59,ORACLE,diamond,3,yes,yes,1,1,154,296,
gpt-4.1-nano,57,DR_k1,diamond,3,yes,yes,1,1,166,432,
