model,item,id,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,9,19839,PROSE,IV,2,backadj,water_cholera,SYMBOL,yes,yes,1,1,147,153,
gpt-4.1-nano,9,19839,DR_k1,IV,2,backadj,water_cholera,SYMBOL,yes,yes,1,1,156,290,
gpt-4.1-nano,9,19839,ORACLE,IV,2,backadj,water_cholera,SYMBOL,yes,yes,1,1,162,203,
gpt-4.1-nano,8,13835,RAW,IV,2,ate,price,SYMBOL,no,no,1,1,130,193,
gpt-4.1-nano,8,13835,DR_k1,IV,2,ate,price,SYMBOL,no,no,1,1,165,382,
gpt-4.1-nano,11,9410,PROSE,IV,2,ate,tax_smoke_birthWeight,SYMBOL,no,no,1,1,150,317,
gpt-4.1-nano,10,4741,ORACLE,IV,2,ate,water_cholera,SYMBOL,no,no,1,1,173,366,
gpt-4.1-nano,13,20753,PROSE,IV,3,det-counterfactual,water_cholera,SYMBOL,no,no,1,1,132,421,
gpt-4.1-nano,12,10311,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,SYMBOL,no,no,1,1,144,283,
gpt-4.1-nano,10,4741,RAW,IV,2,ate,water_cholera,SYMBOL,no,no,1,1,132,578,
gpt-4.1-nano,12,10311,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,SYMBOL,no,yes,0,1,103,441,
gpt-4.1-nano,11,9410,RAW,IV,2,ate,tax_smoke_birthWeight,SYMBOL,no,no,1,1,124,333,
gpt-4.1-nano,14,20742,RAW,IV,3,det-counterfactual,water_cholera,SYMBOL,yes,no,0,1,105,282,
gpt-4.1-nano,11,9410,DR_k1,IV,2,ate,tax_smoke_birthWeight,SYMBOL,no,no,1,1,159,464,
gpt-4.1-nano,10,4741,PROSE,IV,2,ate,water_cholera,SYMBOL,no,no,1,1,158,449,
gpt-4.1-nano,13,20753,DR_k1,IV,3,det-counterfactual,water_cholera,SYMBOL,no,no,1,1,147,462,
gpt-4.1-nano,13,20753,RAW,IV,3,det-counterfactual,water_cholera,SYMBOL,no,no,1,1,106,552,
gpt-4.1-nano,11,9410,ORACLE,IV,2,ate,tax_smoke_birthWeight,SYMBOL,no,no,1,1,165,524,
gpt-4.1-nano,15,20143,DR_k1,IV,3,det-counterfactual,cholesterol,SYMBOL,yes,yes,1,1,144,342,
gpt-4.1-nano,14,20742,PROSE,IV,3,det-counterfactual,water_cholera,SYMBOL,yes,no,0,1,131,425,
gpt-4.1-nano,14,20742,ORACLE,IV,3,det-counterfactual,water_cholera,SYMBOL,yes,no,0,1,146,321,
gpt-4.1-nano,10,4741,DR_k1,IV,2,ate,water_cholera,SYMBOL,no,no,1,1,173,579,
gpt-4.1-nano,12,10311,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,SYMBOL,no,yes,0,1,144,231,
gpt-4.1-nano,14,20742,DR_k1,IV,3,det-counterfactual,water_cholera,SYMBOL,yes,no,0,1,146,374,
gpt-4.1-nano,12,10311,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,SYMBOL,no,yes,0,1,129,369,
gpt-4.1-nano,15,20143,RAW,IV,3,det-counterfactual,cholesterol,SYMBOL,yes,yes,1,1,103,367,
gpt-4.1-nano,15,20143,PROSE,IV,3,det-counterfactual,cholesterol,SYMBOL,yes,yes,1,1,129,298,
gpt-4.1-nano,13,20753,ORACLE,IV,3,det-counterfactual,water_cholera,SYMBOL,no,no,1,1,147,391,
gpt-4.1-nano,16,9804,DR_k1,IV,3,det-counterfactual,college_wage,SYMBOL,no,no,1,1,136,430,
gpt-4.1-nano,16,9804,ORACLE,IV,3,det-counterfactual,college_wage,SYMBOL,no,no,1,1,142,478,
gpt-4.1-nano,17,10048,DR_k1,IV,3,det-counterfactual,price,SYMBOL,no,yes,0,1,144,541,
gpt-4.1-nano,16,9804,RAW,IV,3,det-counterfactual,college_wage,SYMBOL,no,yes,0,1,101,351,
gpt-4.1-nano,19,7727,PROSE,arrowhead,1,marginal,nature_vs_nurture,SYMBOL,no,no,1,1,135,292,
gpt-4.1-nano,17,10048,ORACLE,IV,3,det-counterfactual,price,SYMBOL,no,no,1,1,144,463,
gpt-4.1-nano,18,3257,ORACLE,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,148,700,
gpt-4.1-nano,15,20143,ORACLE,IV,3,det-counterfactual,cholesterol,SYMBOL,yes,yes,1,1,144,297,
gpt-4.1-nano,17,10048,RAW,IV,3,det-counterfactual,price,SYMBOL,no,no,1,1,103,316,
gpt-4.1-nano,18,3257,RAW,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,105,501,
gpt-4.1-nano,17,10048,PROSE,IV,3,det-counterfactual,price,SYMBOL,no,no,1,1,129,320,
gpt-4.1-nano,18,3257,DR_k1,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,148,700,
gpt-4.1-nano,21,13243,DR_k1,arrowhead,1,correlation,nature_vs_nurture,SYMBOL,no,no,1,1,145,378,
gpt-4.1-nano,20,19542,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,no,no,1,1,155,700,
gpt-4.1-nano,20,19542,RAW,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,no,no,1,1,112,700,
gpt-4.1-nano,19,7727,DR_k1,arrowhead,1,marginal,nature_vs_nurture,SYMBOL,no,no,1,1,150,313,
gpt-4.1-nano,18,3257,PROSE,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,,0,0,133,700,
gpt-4.1-nano,20,19542,PROSE,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,no,no,1,1,140,700,
gpt-4.1-nano,21,13243,RAW,arrowhead,1,correlation,nature_vs_nurture,SYMBOL,no,no,1,1,102,336,
gpt-4.1-nano,16,9804,PROSE,IV,3,det-counterfactual,college_wage,SYMBOL,no,no,1,1,127,303,
gpt-4.1-nano,21,13243,ORACLE,arrowhead,1,correlation,nature_vs_nurture,SYMBOL,no,no,1,1,145,335,
gpt-4.1-nano,19,7727,ORACLE,arrowhead,1,marginal,nature_vs_nurture,SYMBOL,no,no,1,1,150,329,
gpt-4.1-nano,23,19527,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,yes,no,0,1,155,700,
gpt-4.1-nano,19,7727,RAW,arrowhead,1,marginal,nature_vs_nurture,SYMBOL,no,no,1,1,107,273,
gpt-4.1-nano,22,18339,PROSE,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,140,700,
gpt-4.1-nano,20,19542,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,no,no,1,1,155,700,
gpt-4.1-nano,23,19527,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,yes,no,0,1,155,700,
gpt-4.1-nano,22,18339,RAW,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,112,524,
gpt-4.1-nano,25,7137,DR_k1,arrowhead,2,backadj,gender_admission_state,SYMBOL,yes,yes,1,1,160,212,
gpt-4.1-nano,26,12885,DR_k1,arrowhead,2,ate,gender_pay,SYMBOL,yes,yes,1,1,144,406,
gpt-4.1-nano,22,18339,ORACLE,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,155,700,
gpt-4.1-nano,21,13243,PROSE,arrowhead,1,correlation,nature_vs_nurture,SYMBOL,no,no,1,1,130,348,
gpt-4.1-nano,23,19527,RAW,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,yes,no,0,1,112,463,
gpt-4.1-nano,22,18339,DR_k1,arrowhead,1,marginal,obesity_mortality,SYMBOL,no,no,1,1,155,661,
gpt-4.1-nano,26,12885,ORACLE,arrowhead,2,ate,gender_pay,SYMBOL,yes,yes,1,1,144,320,
gpt-4.1-nano,23,19527,PROSE,arrowhead,1,marginal,smoking_gene_cancer,SYMBOL,yes,no,0,1,140,700,
gpt-4.1-nano,24,17802,RAW,arrowhead,2,backadj,gender_pay,SYMBOL,no,yes,0,1,121,3,
gpt-4.1-nano,26,12885,PROSE,arrowhead,2,ate,gender_pay,SYMBOL,yes,yes,1,1,129,518,
gpt-4.1-nano,25,7137,PROSE,arrowhead,2,backadj,gender_admission_state,SYMBOL,yes,no,0,1,145,3,
gpt-4.1-nano,27,7599,PROSE,arrowhead,2,ate,nature_vs_nurture,SYMBOL,yes,yes,1,1,125,147,
gpt-4.1-nano,24,17802,PROSE,arrowhead,2,backadj,gender_pay,SYMBOL,no,yes,0,1,149,162,
gpt-4.1-nano,24,17802,DR_k1,arrowhead,2,backadj,gender_pay,SYMBOL,no,yes,0,1,164,182,
gpt-4.1-nano,27,7599,ORACLE,arrowhead,2,ate,nature_vs_nurture,SYMBOL,yes,yes,1,1,140,264,
gpt-4.1-nano,25,7137,ORACLE,arrowhead,2,backadj,gender_admission_state,SYMBOL,yes,yes,1,1,160,284,
gpt-4.1-nano,28,2356,RAW,arrowhead,2,ate,gender_admission_state,SYMBOL,yes,no,0,1,99,131,
gpt-4.1-nano,25,7137,RAW,arrowhead,2,backadj,gender_admission_state,SYMBOL,yes,no,0,1,117,3,
gpt-4.1-nano,24,17802,ORACLE,arrowhead,2,backadj,gender_pay,SYMBOL,no,yes,0,1,164,300,
gpt-4.1-nano,27,7599,RAW,arrowhead,2,ate,nature_vs_nurture,SYMBOL,yes,yes,1,1,97,94,
gpt-4.1-nano,28,2356,PROSE,arrowhead,2,ate,gender_admission_state,SYMBOL,yes,no,0,1,127,160,
gpt-4.1-nano,27,7599,DR_k1,arrowhead,2,ate,nature_vs_nurture,SYMBOL,yes,yes,1,1,140,313,
gpt-4.1-nano,28,2356,ORACLE,arrowhead,2,ate,gender_admission_state,SYMBOL,yes,no,0,1,142,271,
gpt-4.1-nano,26,12885,RAW,arrowhead,2,ate,gender_pay,SYMBOL,yes,no,0,1,101,91,
gpt-4.1-nano,28,2356,DR_k1,arrowhead,2,ate,gender_admission_state,SYMBOL,yes,no,0,1,142,340,
gpt-4.1-nano,30,9885,RAW,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,no,1,1,99,171,
gpt-4.1-nano,29,4313,PROSE,arrowhead,2,backadj,smoking_gene_cancer,SYMBOL,no,no,1,1,150,3,
gpt-4.1-nano,29,4313,RAW,arrowhead,2,backadj,smoking_gene_cancer,SYMBOL,no,no,1,1,122,3,
gpt-4.1-nano,29,4313,ORACLE,arrowhead,2,backadj,smoking_gene_cancer,SYMBOL,no,yes,0,1,165,352,
gpt-4.1-nano,29,4313,DR_k1,arrowhead,2,backadj,smoking_gene_cancer,SYMBOL,no,yes,0,1,165,254,
gpt-4.1-nano,30,9885,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,yes,0,1,142,187,
gpt-4.1-nano,30,9885,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,yes,0,1,127,234,
gpt-4.1-nano,30,9885,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,yes,0,1,142,373,
gpt-4.1-nano,31,19218,ORACLE,arrowhead,3,nde,smoke_birthWeight,SYMBOL,no,no,1,1,281,700,
gpt-4.1-nano,31,19218,PROSE,arrowhead,3,nde,smoke_birthWeight,SYMBOL,no,no,1,1,266,700,
gpt-4.1-nano,31,19218,RAW,arrowhead,3,nde,smoke_birthWeight,SYMBOL,no,no,1,1,238,395,
gpt-4.1-nano,31,19218,DR_k1,arrowhead,3,nde,smoke_birthWeight,SYMBOL,no,no,1,1,281,700,
gpt-4.1-nano,32,17732,DR_k1,arrowhead,3,nie,gender_pay,SYMBOL,no,yes,0,1,284,666,
gpt-4.1-nano,32,17732,ORACLE,arrowhead,3,nie,gender_pay,SYMBOL,no,,0,0,284,700,
gpt-4.1-nano,32,17732,RAW,arrowhead,3,nie,gender_pay,SYMBOL,no,no,1,1,241,361,
gpt-4.1-nano,32,17732,PROSE,arrowhead,3,nie,gender_pay,SYMBOL,no,no,1,1,269,474,
gpt-4.1-nano,33,20254,RAW,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,no,1,1,100,477,
gpt-4.1-nano,33,20254,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,yes,0,1,143,168,
gpt-4.1-nano,33,20254,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,yes,0,1,128,438,
gpt-4.1-nano,34,19501,PROSE,arrowhead,3,ett,smoking_gene_cancer,SYMBOL,no,no,1,1,146,483,
gpt-4.1-nano,34,19501,ORACLE,arrowhead,3,ett,smoking_gene_cancer,SYMBOL,no,no,1,1,161,525,
gpt-4.1-nano,34,19501,RAW,arrowhead,3,ett,smoking_gene_cancer,SYMBOL,no,no,1,1,118,417,
gpt-4.1-nano,34,19501,DR_k1,arrowhead,3,ett,smoking_gene_cancer,SYMBOL,no,no,1,1,161,530,
gpt-4.1-nano,33,20254,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,SYMBOL,no,no,1,1,143,357,
gpt-4.1-nano,35,18031,RAW,arrowhead,3,nie,nature_vs_nurture,SYMBOL,yes,,0,0,211,700,
gpt-4.1-nano,35,18031,PROSE,arrowhead,3,nie,nature_vs_nurture,SYMBOL,yes,no,0,1,239,678,
gpt-4.1-nano,36,3303,ORACLE,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,127,322,
gpt-4.1-nano,35,18031,DR_k1,arrowhead,3,nie,nature_vs_nurture,SYMBOL,yes,,0,0,254,700,
gpt-4.1-nano,36,3303,DR_k1,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,127,314,
gpt-4.1-nano,35,18031,ORACLE,arrowhead,3,nie,nature_vs_nurture,SYMBOL,yes,,0,0,254,700,
gpt-4.1-nano,36,3303,PROSE,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,112,193,
gpt-4.1-nano,36,3303,RAW,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,96,176,
gpt-4.1-nano,37,3405,PROSE,chain,1,correlation,orange_scurvy,SYMBOL,yes,no,0,1,112,288,
gpt-4.1-nano,37,3405,DR_k1,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,121,382,
gpt-4.1-nano,37,3405,ORACLE,chain,1,correlation,orange_scurvy,SYMBOL,yes,no,0,1,127,337,
gpt-4.1-nano,38,1752,RAW,chain,1,marginal,college_salary,SYMBOL,yes,yes,1,1,103,270,
gpt-4.1-nano,37,3405,RAW,chain,1,correlation,orange_scurvy,SYMBOL,yes,yes,1,1,96,189,
gpt-4.1-nano,38,1752,PROSE,chain,1,marginal,college_salary,SYMBOL,yes,yes,1,1,119,195,
gpt-4.1-nano,38,1752,DR_k1,chain,1,marginal,college_salary,SYMBOL,yes,yes,1,1,134,375,
gpt-4.1-nano,39,3314,RAW,chain,1,marginal,orange_scurvy,SYMBOL,no,no,1,1,101,368,
gpt-4.1-nano,38,1752,ORACLE,chain,1,marginal,college_salary,SYMBOL,yes,yes,1,1,134,260,
gpt-4.1-nano,39,3314,PROSE,chain,1,marginal,orange_scurvy,SYMBOL,no,no,1,1,117,551,
gpt-4.1-nano,39,3314,ORACLE,chain,1,marginal,orange_scurvy,SYMBOL,no,no,1,1,132,697,
gpt-4.1-nano,39,3314,DR_k1,chain,1,marginal,orange_scurvy,SYMBOL,no,no,1,1,132,473,
gpt-4.1-nano,40,16918,RAW,chain,1,marginal,college_salary,SYMBOL,no,yes,0,1,106,538,
gpt-4.1-nano,40,16918,PROSE,chain,1,marginal,college_salary,SYMBOL,no,no,1,1,122,543,
gpt-4.1-nano,41,1679,PROSE,chain,1,correlation,college_salary,SYMBOL,yes,yes,1,1,112,193,
gpt-4.1-nano,40,16918,DR_k1,chain,1,marginal,college_salary,SYMBOL,no,no,1,1,131,700,
gpt-4.1-nano,41,1679,RAW,chain,1,correlation,college_salary,SYMBOL,yes,yes,1,1,96,181,
gpt-4.1-nano,40,16918,ORACLE,chain,1,marginal,college_salary,SYMBOL,no,no,1,1,137,700,
gpt-4.1-nano,41,1679,DR_k1,chain,1,correlation,college_salary,SYMBOL,yes,yes,1,1,121,417,
gpt-4.1-nano,42,4521,PROSE,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,131,147,
gpt-4.1-nano,42,4521,DR_k1,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,140,146,
gpt-4.1-nano,42,4521,ORACLE,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,146,181,
gpt-4.1-nano,42,4521,RAW,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,115,3,
gpt-4.1-nano,41,1679,ORACLE,chain,1,correlation,college_salary,SYMBOL,yes,yes,1,1,127,334,
gpt-4.1-nano,43,3348,ORACLE,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,146,181,
gpt-4.1-nano,43,3348,DR_k1,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,140,146,
gpt-4.1-nano,43,3348,RAW,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,115,3,
gpt-4.1-nano,44,12094,RAW,chain,2,ate,college_salary,SYMBOL,no,no,1,1,93,58,
gpt-4.1-nano,43,3348,PROSE,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,131,147,
gpt-4.1-nano,44,12094,PROSE,chain,2,ate,college_salary,SYMBOL,no,no,1,1,109,51,
gpt-4.1-nano,44,12094,DR_k1,chain,2,ate,college_salary,SYMBOL,no,no,1,1,118,167,
gpt-4.1-nano,44,12094,ORACLE,chain,2,ate,college_salary,SYMBOL,no,no,1,1,124,221,
gpt-4.1-nano,45,9311,PROSE,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,131,147,
gpt-4.1-nano,45,9311,RAW,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,115,3,
gpt-4.1-nano,45,9311,ORACLE,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,146,181,
gpt-4.1-nano,46,3363,PROSE,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,131,147,
gpt-4.1-nano,46,3363,RAW,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,115,3,
gpt-4.1-nano,47,1702,PROSE,chain,2,ate,college_salary,SYMBOL,no,no,1,1,109,51,
gpt-4.1-nano,45,9311,DR_k1,chain,2,backadj,smoking_tar_cancer,SYMBOL,no,yes,0,1,146,209,
gpt-4.1-nano,47,1702,RAW,chain,2,ate,college_salary,SYMBOL,no,no,1,1,93,58,
gpt-4.1-nano,46,3363,ORACLE,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,146,181,
gpt-4.1-nano,47,1702,ORACLE,chain,2,ate,college_salary,SYMBOL,no,no,1,1,124,221,
gpt-4.1-nano,46,3363,DR_k1,chain,2,backadj,orange_scurvy,SYMBOL,no,yes,0,1,146,209,
gpt-4.1-nano,48,13793,PROSE,chain,3,nie,orange_scurvy,SYMBOL,no,no,1,1,107,377,
gpt-4.1-nano,47,1702,DR_k1,chain,2,ate,college_salary,SYMBOL,no,no,1,1,118,167,
gpt-4.1-nano,48,13793,RAW,chain,3,nie,orange_scurvy,SYMBOL,no,no,1,1,91,194,
gpt-4.1-nano,49,6551,PROSE,chain,3,ett,college_salary,SYMBOL,yes,yes,1,1,125,200,
gpt-4.1-nano,48,13793,ORACLE,chain,3,nie,orange_scurvy,SYMBOL,no,no,1,1,122,432,
gpt-4.1-nano,48,13793,DR_k1,chain,3,nie,orange_scurvy,SYMBOL,no,no,1,1,122,279,
gpt-4.1-nano,49,6551,ORACLE,chain,3,ett,college_salary,SYMBOL,yes,yes,1,1,140,174,
gpt-4.1-nano,49,6551,DR_k1,chain,3,ett,college_salary,SYMBOL,yes,yes,1,1,134,382,
gpt-4.1-nano,50,18540,DR_k1,chain,3,ett,orange_scurvy,SYMBOL,yes,yes,1,1,129,137,
gpt-4.1-nano,50,18540,ORACLE,chain,3,ett,orange_scurvy,SYMBOL,yes,no,0,1,135,231,
gpt-4.1-nano,50,18540,PROSE,chain,3,ett,orange_scurvy,SYMBOL,yes,yes,1,1,120,96,
gpt-4.1-nano,50,18540,RAW,chain,3,ett,orange_scurvy,SYMBOL,yes,yes,1,1,104,185,
gpt-4.1-nano,49,6551,RAW,chain,3,ett,college_salary,SYMBOL,yes,no,0,1,109,492,
gpt-4.1-nano,51,13794,RAW,chain,3,nie,orange_scurvy,SYMBOL,yes,no,0,1,91,199,
gpt-4.1-nano,51,13794,PROSE,chain,3,nie,orange_scurvy,SYMBOL,yes,no,0,1,107,347,
gpt-4.1-nano,51,13794,ORACLE,chain,3,nie,orange_scurvy,SYMBOL,yes,yes,1,1,122,307,
gpt-4.1-nano,52,3292,PROSE,chain,3,ett,orange_scurvy,SYMBOL,no,yes,0,1,120,153,
gpt-4.1-nano,51,13794,DR_k1,chain,3,nie,orange_scurvy,SYMBOL,yes,no,0,1,116,326,
gpt-4.1-nano,52,3292,RAW,chain,3,ett,orange_scurvy,SYMBOL,no,no,1,1,104,68,
gpt-4.1-nano,52,3292,ORACLE,chain,3,ett,orange_scurvy,SYMBOL,no,yes,0,1,135,293,
gpt-4.1-nano,53,13705,RAW,chain,3,ett,orange_scurvy,SYMBOL,yes,no,0,1,104,159,
gpt-4.1-nano,52,3292,DR_k1,chain,3,ett,orange_scurvy,SYMBOL,no,yes,0,1,135,138,
gpt-4.1-nano,53,13705,ORACLE,chain,3,ett,orange_scurvy,SYMBOL,yes,yes,1,1,135,273,
gpt-4.1-nano,53,13705,DR_k1,chain,3,ett,orange_scurvy,SYMBOL,yes,yes,1,1,135,127,
gpt-4.1-nano,54,1961,RAW,collision,1,exp_away,elite_students,SYMBOL,yes,yes,1,1,166,194,
gpt-4.1-nano,53,13705,PROSE,chain,3,ett,orange_scurvy,SYMBOL,yes,no,0,1,120,90,
gpt-4.1-nano,54,1961,PROSE,collision,1,exp_away,elite_students,SYMBOL,yes,yes,1,1,182,160,
gpt-4.1-nano,55,2761,PROSE,collision,1,exp_away,man_in_relationship,SYMBOL,no,yes,0,1,165,682,
gpt-4.1-nano,55,2761,RAW,collision,1,exp_away,man_in_relationship,SYMBOL,no,no,1,1,149,480,
gpt-4.1-nano,54,1961,DR_k1,collision,1,exp_away,elite_students,SYMBOL,yes,yes,1,1,197,394,
gpt-4.1-nano,54,1961,ORACLE,collision,1,exp_away,elite_students,SYMBOL,yes,yes,1,1,197,395,
gpt-4.1-nano,55,2761,DR_k1,collision,1,exp_away,man_in_relationship,SYMBOL,no,no,1,1,180,678,
gpt-4.1-nano,55,2761,ORACLE,collision,1,exp_away,man_in_relationship,SYMBOL,no,no,1,1,180,700,
gpt-4.1-nano,56,6741,PROSE,collision,1,marginal,elite_students,SYMBOL,no,no,1,1,121,352,
gpt-4.1-nano,56,6741,DR_k1,collision,1,marginal,elite_students,SYMBOL,no,no,1,1,136,342,
gpt-4.1-nano,57,17117,ORACLE,collision,1,marginal,elite_students,SYMBOL,no,no,1,1,136,203,
gpt-4.1-nano,57,17117,PROSE,collision,1,marginal,elite_students,SYMBOL,no,no,1,1,121,324,
gpt-4.1-nano,58,2714,PROSE,collision,1,exp_away,hospitalization,SYMBOL,no,no,1,1,169,243,
gpt-4.1-nano,56,6741,RAW,collision,1,marginal,elite_students,SYMBOL,no,no,1,1,105,393,
