model,item,id,cond,graph_id,rung,query_type,story_id,question_property,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error,provider,finish,reason_tok,usd,answer_from,temperature,max_tokens
meta-llama/llama-3.3-70b-instruct,269,308,RAW,diamondcut,3,ett,firing_employee,easy,KEEP,no,yes,0,1,228,529,,Novita,stop,0,0.00024238,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,272,5114,ORACLE,diamondcut,3,ett,firing_employee,hard,KEEP,yes,no,0,1,270,852,,Novita,stop,0,0.00037725,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,277,15553,RAW,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,223,711,,Novita,stop,0,0.000314505,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,277,15553,DR_k1,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,268,659,,Novita,stop,0,0.00029978,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,278,15530,PROSE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,251,727,,Novita,stop,0,0.000324685,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,278,15530,DR_k1,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,267,727,,Novita,stop,0,0.000326845,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,280,351,ORACLE,diamondcut,3,ett,firing_employee,easy,KEEP,yes,no,0,1,270,622,,Novita,stop,0,0.00028525,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,281,15565,PROSE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,251,779,,Novita,stop,0,0.000345485,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,281,15565,RAW,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,223,478,,Novita,stop,0,0.000221305,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,281,15565,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,yes,no,0,1,267,594,,Novita,stop,0,0.000273645,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,282,10747,RAW,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,224,610,,Novita,stop,0,0.00027424,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,282,10747,ORACLE,diamondcut,3,ett,firing_employee,anticommonsense,KEEP,no,no,1,1,272,850,,Novita,stop,0,0.00037672,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,304,8976,PROSE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,216,392,,Novita,stop,0,0.00018596,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,304,8976,ORACLE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,231,714,,Novita,stop,0,0.000316785,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,304,8976,DR_k1,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,224,370,,Novita,stop,0,0.00017824,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,305,4302,RAW,frontdoor,2,ate,smoking_frontdoor,easy,KEEP,no,no,1,1,186,482,,Novita,stop,0,0.00021791,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,314,19415,ORACLE,frontdoor,2,ate,smoking_frontdoor,anticommonsense,KEEP,yes,yes,1,1,238,478,,Novita,stop,0,0.00022333,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,315,8952,PROSE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,216,456,,Novita,stop,0,0.00021156,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,315,8952,ORACLE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,231,783,,Novita,stop,0,0.000344385,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,315,8952,DR_k1,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,no,no,1,1,231,703,,Novita,stop,0,0.000312385,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,316,19384,ORACLE,frontdoor,2,ate,smoking_frontdoor,anticommonsense,KEEP,no,no,1,1,238,453,,Novita,stop,0,0.00021333,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,318,8933,PROSE,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,yes,yes,1,1,216,797,,Novita,stop,0,0.00034796,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,321,9023,DR_k1,frontdoor,2,ate,smoking_frontdoor,hard,KEEP,yes,yes,1,1,231,663,,Novita,stop,0,0.000296385,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,326,4255,RAW,frontdoor,3,ett,smoking_frontdoor,easy,KEEP,yes,yes,1,1,190,731,,Novita,stop,0,0.00031805,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,326,4255,ORACLE,frontdoor,3,ett,smoking_frontdoor,easy,KEEP,yes,yes,1,1,235,452,,Novita,stop,0,0.000212525,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,330,9035,ORACLE,frontdoor,3,ett,smoking_frontdoor,hard,KEEP,yes,yes,1,1,235,623,,Novita,stop,0,0.000280925,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,335,19407,ORACLE,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,yes,no,0,1,242,680,,Novita,stop,0,0.00030467,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,337,14559,ORACLE,frontdoor,3,ett,smoking_frontdoor,anticommonsense,KEEP,no,no,1,1,245,747,,Novita,stop,0,0.000331875,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,339,4227,ORACLE,frontdoor,3,nie,smoking_frontdoor,easy,KEEP,no,no,1,1,232,714,,Novita,stop,0,0.00031692,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,341,4304,RAW,frontdoor,3,nie,smoking_frontdoor,easy,KEEP,yes,yes,1,1,187,315,,Novita,stop,0,0.000151245,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,380,17408,DR_k1,mediation,3,nde,gender_admission,anticommonsense,KEEP,yes,no,0,1,251,954,,Novita,stop,0,0.000415485,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,385,10462,ORACLE,mediation,3,nde,alarm,anticommonsense,KEEP,no,no,1,1,244,374,,Novita,stop,0,0.00018254,content,0.0,1500
meta-llama/llama-3.3-70b-instruct,395,3095,RAW,mediation,3,nie,neg_mediation,easy,KEEP,yes,no,0,1,165,713,,Novita,stop,0,0.000307475,content,0.0,1500
