model,item,cond,graph_id,rung,query_type,story_id,question_property,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,61,RAW_CLEAN,arrowhead,1,marginal,gender_admission_state,easy,PSEUDO,no,no,1,1,112,493,
gpt-4.1-nano,62,RAW_CLEAN,arrowhead,1,marginal,nature_vs_nurture,anticommonsense,PSEUDO,yes,yes,1,1,111,301,
gpt-4.1-nano,63,RAW_CLEAN,arrowhead,1,marginal,gender_pay,anticommonsense,PSEUDO,yes,yes,1,1,115,545,
gpt-4.1-nano,64,RAW_CLEAN,arrowhead,1,correlation,gender_pay,hard,PSEUDO,no,no,1,1,103,336,
gpt-4.1-nano,65,RAW_CLEAN,arrowhead,1,marginal,gender_pay,easy,PSEUDO,no,,0,0,109,700,
gpt-4.1-nano,66,RAW_CLEAN,arrowhead,1,correlation,gender_pay,hard,PSEUDO,yes,no,0,1,103,254,
gpt-4.1-nano,67,RAW_CLEAN,arrowhead,1,marginal,smoking_gene_cancer,hard,PSEUDO,yes,yes,1,1,112,249,
gpt-4.1-nano,68,RAW_CLEAN,arrowhead,1,correlation,gender_pay,anticommonsense,PSEUDO,no,no,1,1,103,195,
gpt-4.1-nano,69,RAW_CLEAN,arrowhead,1,marginal,gender_pay,anticommonsense,PSEUDO,yes,yes,1,1,111,461,
gpt-4.1-nano,70,RAW_CLEAN,arrowhead,1,correlation,obesity_mortality,hard,PSEUDO,yes,yes,1,1,103,216,
gpt-4.1-nano,71,RAW_CLEAN,arrowhead,1,correlation,smoke_birthWeight,easy,PSEUDO,no,no,1,1,110,216,
gpt-4.1-nano,72,RAW_CLEAN,arrowhead,1,marginal,gender_pay,anticommonsense,PSEUDO,no,no,1,1,111,282,
gpt-4.1-nano,73,RAW_CLEAN,arrowhead,1,correlation,smoking_gene_cancer,easy,PSEUDO,no,no,1,1,110,233,
gpt-4.1-nano,74,RAW_CLEAN,arrowhead,1,marginal,smoking_gene_cancer,easy,PSEUDO,no,no,1,1,108,211,
gpt-4.1-nano,75,RAW_CLEAN,arrowhead,1,correlation,nature_vs_nurture,hard,PSEUDO,no,yes,0,1,103,198,
gpt-4.1-nano,76,RAW_CLEAN,arrowhead,1,marginal,gender_admission_state,easy,PSEUDO,no,no,1,1,109,586,
gpt-4.1-nano,77,RAW_CLEAN,arrowhead,1,correlation,nature_vs_nurture,anticommonsense,PSEUDO,yes,yes,1,1,103,178,
gpt-4.1-nano,78,RAW_CLEAN,arrowhead,1,marginal,gender_pay,hard,PSEUDO,no,no,1,1,108,352,
gpt-4.1-nano,79,RAW_CLEAN,arrowhead,1,marginal,nature_vs_nurture,anticommonsense,PSEUDO,no,,0,0,111,700,
gpt-4.1-nano,80,RAW_CLEAN,arrowhead,2,backadj,gender_pay,hard,PSEUDO,no,no,1,1,122,3,
gpt-4.1-nano,81,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,anticommonsense,PSEUDO,no,no,1,1,98,77,
gpt-4.1-nano,82,RAW_CLEAN,arrowhead,2,ate,smoking_gene_cancer,hard,PSEUDO,no,no,1,1,99,62,
gpt-4.1-nano,83,RAW_CLEAN,arrowhead,2,ate,nature_vs_nurture,easy,PSEUDO,no,yes,0,1,100,1,
gpt-4.1-nano,84,RAW_CLEAN,arrowhead,2,ate,nature_vs_nurture,hard,PSEUDO,yes,yes,1,1,100,1,
gpt-4.1-nano,85,RAW_CLEAN,arrowhead,2,backadj,gender_pay,hard,PSEUDO,yes,no,0,1,117,3,
gpt-4.1-nano,86,RAW_CLEAN,arrowhead,2,backadj,gender_pay,easy,PSEUDO,no,no,1,1,125,3,
gpt-4.1-nano,87,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,anticommonsense,PSEUDO,no,no,1,1,102,135,
gpt-4.1-nano,88,RAW_CLEAN,arrowhead,2,ate,gender_pay,easy,PSEUDO,yes,no,0,1,100,62,
gpt-4.1-nano,89,RAW_CLEAN,arrowhead,2,ate,gender_admission_state,easy,PSEUDO,yes,no,0,1,97,84,
gpt-4.1-nano,90,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,hard,PSEUDO,no,no,1,1,96,209,
gpt-4.1-nano,91,RAW_CLEAN,arrowhead,2,backadj,gender_pay,easy,PSEUDO,no,no,1,1,123,3,
gpt-4.1-nano,92,RAW_CLEAN,arrowhead,2,ate,smoking_gene_cancer,anticommonsense,PSEUDO,no,no,1,1,100,202,
gpt-4.1-nano,93,RAW_CLEAN,arrowhead,2,backadj,gender_pay,anticommonsense,PSEUDO,yes,no,0,1,118,3,
gpt-4.1-nano,94,RAW_CLEAN,arrowhead,2,backadj,smoke_birthWeight,hard,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,95,RAW_CLEAN,arrowhead,2,ate,gender_admission_state,hard,PSEUDO,yes,no,0,1,97,83,
gpt-4.1-nano,96,RAW_CLEAN,arrowhead,2,ate,obesity_mortality,anticommonsense,PSEUDO,yes,no,0,1,98,51,
gpt-4.1-nano,97,RAW_CLEAN,arrowhead,2,backadj,gender_pay,anticommonsense,PSEUDO,yes,no,0,1,117,3,
gpt-4.1-nano,98,RAW_CLEAN,arrowhead,2,backadj,obesity_mortality,easy,PSEUDO,yes,yes,1,1,118,3,
gpt-4.1-nano,99,RAW_CLEAN,arrowhead,2,backadj,smoking_gene_cancer,anticommonsense,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,100,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,easy,PSEUDO,yes,yes,1,1,111,86,
gpt-4.1-nano,101,RAW_CLEAN,arrowhead,3,nie,obesity_mortality,easy,PSEUDO,no,,0,0,224,700,
gpt-4.1-nano,102,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_pay,anticommonsense,PSEUDO,yes,yes,1,1,108,381,
gpt-4.1-nano,103,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_admission_state,anticommonsense,PSEUDO,no,yes,0,1,109,233,
gpt-4.1-nano,104,RAW_CLEAN,arrowhead,3,nie,nature_vs_nurture,anticommonsense,PSEUDO,yes,yes,1,1,250,700,
gpt-4.1-nano,105,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,hard,PSEUDO,yes,yes,1,1,114,114,
gpt-4.1-nano,106,RAW_CLEAN,arrowhead,3,nde,obesity_mortality,anticommonsense,PSEUDO,yes,yes,1,1,251,653,
gpt-4.1-nano,107,RAW_CLEAN,arrowhead,3,ett,gender_pay,easy,PSEUDO,yes,no,0,1,113,108,
gpt-4.1-nano,108,RAW_CLEAN,arrowhead,3,nie,gender_pay,anticommonsense,PSEUDO,no,no,1,1,256,507,
gpt-4.1-nano,109,RAW_CLEAN,arrowhead,3,nde,gender_admission_state,easy,PSEUDO,no,yes,0,1,261,555,
gpt-4.1-nano,110,RAW_CLEAN,arrowhead,3,ett,smoke_birthWeight,anticommonsense,PSEUDO,yes,yes,1,1,115,98,
gpt-4.1-nano,111,RAW_CLEAN,arrowhead,3,ett,obesity_mortality,easy,PSEUDO,no,yes,0,1,109,135,
gpt-4.1-nano,112,RAW_CLEAN,arrowhead,3,nde,gender_admission_state,anticommonsense,PSEUDO,yes,yes,1,1,252,637,
gpt-4.1-nano,113,RAW_CLEAN,arrowhead,3,nde,smoke_birthWeight,easy,PSEUDO,no,,0,0,245,700,
gpt-4.1-nano,114,RAW_CLEAN,arrowhead,3,nde,smoking_gene_cancer,anticommonsense,PSEUDO,no,no,1,1,255,487,
gpt-4.1-nano,115,RAW_CLEAN,arrowhead,3,det-counterfactual,gender_admission_state,anticommonsense,PSEUDO,no,no,1,1,111,346,
gpt-4.1-nano,116,RAW_CLEAN,arrowhead,3,nie,gender_admission_state,hard,PSEUDO,yes,yes,1,1,260,561,
gpt-4.1-nano,117,RAW_CLEAN,arrowhead,3,nde,smoke_birthWeight,anticommonsense,PSEUDO,yes,no,0,1,261,700,
gpt-4.1-nano,118,RAW_CLEAN,arrowhead,3,nde,gender_pay,anticommonsense,PSEUDO,no,yes,0,1,273,509,
gpt-4.1-nano,119,RAW_CLEAN,arrowhead,3,ett,smoking_gene_cancer,hard,PSEUDO,yes,yes,1,1,115,144,
gpt-4.1-nano,120,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,PSEUDO,yes,no,0,1,103,318,
gpt-4.1-nano,121,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,PSEUDO,no,no,1,1,103,173,
gpt-4.1-nano,122,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,easy,PSEUDO,no,no,1,1,107,202,
gpt-4.1-nano,123,RAW_CLEAN,chain,1,marginal,orange_scurvy,easy,PSEUDO,yes,,0,0,107,700,
gpt-4.1-nano,124,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,PSEUDO,no,no,1,1,103,194,
gpt-4.1-nano,125,RAW_CLEAN,chain,1,marginal,orange_scurvy,hard,PSEUDO,no,no,1,1,107,699,
gpt-4.1-nano,126,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,PSEUDO,yes,yes,1,1,106,213,
gpt-4.1-nano,127,RAW_CLEAN,chain,1,correlation,college_salary,anticommonsense,PSEUDO,no,no,1,1,103,180,
gpt-4.1-nano,128,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,PSEUDO,no,no,1,1,103,178,
gpt-4.1-nano,129,RAW_CLEAN,chain,1,marginal,orange_scurvy,hard,PSEUDO,yes,no,0,1,106,700,
gpt-4.1-nano,130,RAW_CLEAN,chain,1,marginal,college_salary,easy,PSEUDO,yes,yes,1,1,109,287,
gpt-4.1-nano,131,RAW_CLEAN,chain,1,correlation,smoking_tar_cancer,hard,PSEUDO,yes,yes,1,1,106,188,
gpt-4.1-nano,132,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,PSEUDO,no,no,1,1,103,286,
gpt-4.1-nano,133,RAW_CLEAN,chain,1,correlation,orange_scurvy,hard,PSEUDO,no,no,1,1,103,227,
gpt-4.1-nano,134,RAW_CLEAN,chain,1,correlation,college_salary,anticommonsense,PSEUDO,no,no,1,1,103,223,
gpt-4.1-nano,135,RAW_CLEAN,chain,1,marginal,orange_scurvy,anticommonsense,PSEUDO,no,yes,0,1,106,643,
gpt-4.1-nano,136,RAW_CLEAN,chain,1,marginal,college_salary,easy,PSEUDO,no,no,1,1,109,189,
gpt-4.1-nano,137,RAW_CLEAN,chain,1,correlation,orange_scurvy,anticommonsense,PSEUDO,yes,yes,1,1,110,258,
gpt-4.1-nano,138,RAW_CLEAN,chain,1,marginal,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,111,209,
gpt-4.1-nano,139,RAW_CLEAN,chain,1,marginal,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,111,364,
gpt-4.1-nano,140,RAW_CLEAN,chain,2,ate,orange_scurvy,easy,PSEUDO,no,no,1,1,95,287,
gpt-4.1-nano,141,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,PSEUDO,no,yes,0,1,122,3,
gpt-4.1-nano,142,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,hard,PSEUDO,yes,no,0,1,118,3,
gpt-4.1-nano,143,RAW_CLEAN,chain,2,ate,smoking_tar_cancer,hard,PSEUDO,yes,no,0,1,92,130,
gpt-4.1-nano,144,RAW_CLEAN,chain,2,backadj,college_salary,hard,PSEUDO,no,no,1,1,122,3,
gpt-4.1-nano,145,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,100,69,
gpt-4.1-nano,146,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,147,RAW_CLEAN,chain,2,backadj,college_salary,hard,PSEUDO,no,no,1,1,122,3,
gpt-4.1-nano,148,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,PSEUDO,yes,no,0,1,118,3,
gpt-4.1-nano,149,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,PSEUDO,no,no,1,1,98,108,
gpt-4.1-nano,150,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,PSEUDO,yes,no,0,1,120,3,
gpt-4.1-nano,151,RAW_CLEAN,chain,2,backadj,orange_scurvy,anticommonsense,PSEUDO,no,yes,0,1,123,3,
gpt-4.1-nano,152,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,anticommonsense,PSEUDO,no,yes,0,1,125,3,
gpt-4.1-nano,153,RAW_CLEAN,chain,2,backadj,college_salary,easy,PSEUDO,no,no,1,1,125,3,
gpt-4.1-nano,154,RAW_CLEAN,chain,2,backadj,college_salary,anticommonsense,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,155,RAW_CLEAN,chain,2,ate,smoking_tar_cancer,easy,PSEUDO,yes,yes,1,1,92,267,
gpt-4.1-nano,156,RAW_CLEAN,chain,2,backadj,smoking_tar_cancer,anticommonsense,PSEUDO,no,no,1,1,122,3,
gpt-4.1-nano,157,RAW_CLEAN,chain,2,backadj,orange_scurvy,easy,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,158,RAW_CLEAN,chain,2,ate,college_salary,easy,PSEUDO,no,no,1,1,98,70,
gpt-4.1-nano,159,RAW_CLEAN,chain,2,ate,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,101,98,
gpt-4.1-nano,160,RAW_CLEAN,chain,3,ett,college_salary,easy,PSEUDO,yes,yes,1,1,117,298,
gpt-4.1-nano,161,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,easy,PSEUDO,yes,no,0,1,93,144,
gpt-4.1-nano,162,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,hard,PSEUDO,no,no,1,1,95,99,
gpt-4.1-nano,163,RAW_CLEAN,chain,3,nie,orange_scurvy,easy,PSEUDO,yes,no,0,1,96,106,
gpt-4.1-nano,164,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,PSEUDO,yes,no,0,1,101,131,
gpt-4.1-nano,165,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,PSEUDO,no,yes,0,1,118,124,
gpt-4.1-nano,166,RAW_CLEAN,chain,3,det-counterfactual,orange_scurvy,anticommonsense,PSEUDO,no,no,1,1,94,160,
gpt-4.1-nano,167,RAW_CLEAN,chain,3,det-counterfactual,smoking_tar_cancer,anticommonsense,PSEUDO,no,no,1,1,91,115,
gpt-4.1-nano,168,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,PSEUDO,no,no,1,1,102,120,
gpt-4.1-nano,169,RAW_CLEAN,chain,3,ett,orange_scurvy,hard,PSEUDO,no,yes,0,1,110,1,
gpt-4.1-nano,170,RAW_CLEAN,chain,3,nie,college_salary,anticommonsense,PSEUDO,no,no,1,1,101,77,
gpt-4.1-nano,171,RAW_CLEAN,chain,3,nie,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,103,73,
gpt-4.1-nano,172,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,PSEUDO,no,no,1,1,118,76,
gpt-4.1-nano,173,RAW_CLEAN,chain,3,nie,smoking_tar_cancer,anticommonsense,PSEUDO,yes,no,0,1,101,144,
gpt-4.1-nano,174,RAW_CLEAN,chain,3,ett,smoking_tar_cancer,anticommonsense,PSEUDO,no,no,1,1,115,203,
gpt-4.1-nano,175,RAW_CLEAN,chain,3,nie,college_salary,easy,PSEUDO,no,no,1,1,99,158,
gpt-4.1-nano,176,RAW_CLEAN,chain,3,ett,college_salary,anticommonsense,PSEUDO,yes,yes,1,1,115,154,
gpt-4.1-nano,177,RAW_CLEAN,chain,3,det-counterfactual,orange_scurvy,anticommonsense,PSEUDO,yes,yes,1,1,92,290,
gpt-4.1-nano,178,RAW_CLEAN,chain,3,nie,orange_scurvy,anticommonsense,PSEUDO,no,no,1,1,98,102,
gpt-4.1-nano,179,RAW_CLEAN,chain,3,ett,college_salary,anticommonsense,PSEUDO,no,no,1,1,115,326,
gpt-4.1-nano,180,RAW_CLEAN,collision,1,exp_away,man_in_relationship,anticommonsense,PSEUDO,no,yes,0,1,163,500,
gpt-4.1-nano,181,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,PSEUDO,yes,yes,1,1,108,263,
gpt-4.1-nano,182,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,PSEUDO,no,no,1,1,110,353,
gpt-4.1-nano,183,RAW_CLEAN,collision,1,exp_away,elite_students,anticommonsense,PSEUDO,yes,no,0,1,175,700,
gpt-4.1-nano,184,RAW_CLEAN,collision,1,exp_away,man_in_relationship,anticommonsense,PSEUDO,no,no,1,1,169,566,
gpt-4.1-nano,185,RAW_CLEAN,collision,1,exp_away,elite_students,easy,PSEUDO,no,no,1,1,177,249,
gpt-4.1-nano,186,RAW_CLEAN,collision,1,exp_away,celebrity,anticommonsense,PSEUDO,no,no,1,1,164,661,
gpt-4.1-nano,187,RAW_CLEAN,collision,1,exp_away,hospitalization,anticommonsense,PSEUDO,yes,yes,1,1,166,336,
gpt-4.1-nano,188,RAW_CLEAN,collision,1,exp_away,celebrity,easy,PSEUDO,yes,,0,0,160,700,
gpt-4.1-nano,189,RAW_CLEAN,collision,1,marginal,celebrity,easy,PSEUDO,no,no,1,1,106,238,
gpt-4.1-nano,190,RAW_CLEAN,collision,1,exp_away,elite_students,hard,PSEUDO,no,no,1,1,179,250,
gpt-4.1-nano,191,RAW_CLEAN,collision,1,marginal,celebrity,easy,PSEUDO,no,no,1,1,111,311,
gpt-4.1-nano,192,RAW_CLEAN,collision,1,marginal,hospitalization,hard,PSEUDO,no,no,1,1,108,287,
gpt-4.1-nano,193,RAW_CLEAN,collision,1,marginal,elite_students,anticommonsense,PSEUDO,yes,yes,1,1,112,226,
gpt-4.1-nano,194,RAW_CLEAN,collision,1,marginal,man_in_relationship,easy,PSEUDO,no,no,1,1,111,291,
gpt-4.1-nano,195,RAW_CLEAN,collision,1,exp_away,celebrity,anticommonsense,PSEUDO,no,no,1,1,158,584,
gpt-4.1-nano,196,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,PSEUDO,yes,yes,1,1,112,293,
gpt-4.1-nano,197,RAW_CLEAN,collision,1,exp_away,celebrity,hard,PSEUDO,no,no,1,1,158,700,
gpt-4.1-nano,198,RAW_CLEAN,collision,1,exp_away,celebrity,hard,PSEUDO,no,yes,0,1,158,688,
gpt-4.1-nano,199,RAW_CLEAN,collision,1,marginal,hospitalization,anticommonsense,PSEUDO,yes,yes,1,1,108,273,
gpt-4.1-nano,200,RAW_CLEAN,collision,2,collider_bias,celebrity,hard,PSEUDO,no,no,1,1,95,3,
gpt-4.1-nano,201,RAW_CLEAN,collision,2,backadj,hospitalization,anticommonsense,PSEUDO,no,no,1,1,125,3,
gpt-4.1-nano,202,RAW_CLEAN,collision,2,backadj,celebrity,anticommonsense,PSEUDO,yes,no,0,1,116,3,
gpt-4.1-nano,203,RAW_CLEAN,collision,2,collider_bias,elite_students,anticommonsense,PSEUDO,no,no,1,1,97,3,
gpt-4.1-nano,204,RAW_CLEAN,collision,2,collider_bias,elite_students,anticommonsense,PSEUDO,no,no,1,1,99,3,
gpt-4.1-nano,205,RAW_CLEAN,collision,2,collider_bias,man_in_relationship,hard,PSEUDO,no,no,1,1,93,3,
gpt-4.1-nano,206,RAW_CLEAN,collision,2,collider_bias,man_in_relationship,anticommonsense,PSEUDO,no,no,1,1,95,3,
gpt-4.1-nano,207,RAW_CLEAN,collision,2,backadj,man_in_relationship,anticommonsense,PSEUDO,no,no,1,1,122,3,
gpt-4.1-nano,208,RAW_CLEAN,collision,2,backadj,hospitalization,anticommonsense,PSEUDO,no,no,1,1,122,3,
