model,item,id,cond,graph_id,rung,query_type,story_id,question_property,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error,provider,finish,reason_tok,usd,answer_from,temperature,max_tokens
meta-llama/llama-3.3-70b-instruct,33,18628,ORACLE,IV,2,ate,price,anticommonsense,KEEP,yes,yes,1,1,196,440,,Novita,stop,0,0.00020246,content,0.0,700
meta-llama/llama-3.3-70b-instruct,33,18628,DR_k1,IV,2,ate,price,anticommonsense,KEEP,yes,no,0,1,196,677,,Novita,stop,0,0.00029726,content,0.0,700
meta-llama/llama-3.3-70b-instruct,34,17061,PROSE,IV,2,ate,college_wage,anticommonsense,KEEP,yes,,0,0,197,700,,Novita,length,0,0.000306595,content,0.0,700
meta-llama/llama-3.3-70b-instruct,34,17061,RAW,IV,2,ate,college_wage,anticommonsense,KEEP,yes,no,0,1,157,394,,Novita,stop,0,0.000178795,content,0.0,700
meta-llama/llama-3.3-70b-instruct,34,17061,ORACLE,IV,2,ate,college_wage,anticommonsense,KEEP,yes,yes,1,1,212,525,,Novita,stop,0,0.00023862,content,0.0,700
meta-llama/llama-3.3-70b-instruct,34,17061,DR_k1,IV,2,ate,college_wage,anticommonsense,KEEP,yes,no,0,1,212,403,,Novita,stop,0,0.00018982,content,0.0,700
meta-llama/llama-3.3-70b-instruct,35,15152,PROSE,IV,2,ate,water_cholera,anticommonsense,KEEP,yes,yes,1,1,192,417,,Novita,stop,0,0.00019272,content,0.0,700
meta-llama/llama-3.3-70b-instruct,35,15152,RAW,IV,2,ate,water_cholera,anticommonsense,KEEP,yes,no,0,1,156,666,,Novita,stop,0,0.00028746,content,0.0,700
meta-llama/llama-3.3-70b-instruct,35,15152,ORACLE,IV,2,ate,water_cholera,anticommonsense,KEEP,yes,no,0,1,207,452,,Novita,stop,0,0.000208745,content,0.0,700
meta-llama/llama-3.3-70b-instruct,35,15152,DR_k1,IV,2,ate,water_cholera,anticommonsense,KEEP,yes,no,0,1,207,358,,Novita,stop,0,0.000171145,content,0.0,700
meta-llama/llama-3.3-70b-instruct,37,3443,PROSE,IV,2,ate,price,easy,KEEP,no,no,1,1,178,409,,Novita,stop,0,0.00018763,content,0.0,700
meta-llama/llama-3.3-70b-instruct,37,3443,RAW,IV,2,ate,price,easy,KEEP,no,no,1,1,150,369,,Novita,stop,0,0.00016785,content,0.0,700
meta-llama/llama-3.3-70b-instruct,37,3443,ORACLE,IV,2,ate,price,easy,KEEP,no,no,1,1,193,448,,Novita,stop,0,0.000205255,content,0.0,700
meta-llama/llama-3.3-70b-instruct,37,3443,DR_k1,IV,2,ate,price,easy,KEEP,no,no,1,1,193,367,,Novita,stop,0,0.000172855,content,0.0,700
meta-llama/llama-3.3-70b-instruct,39,1668,PROSE,IV,2,ate,cholesterol,easy,KEEP,no,no,1,1,195,378,,Novita,stop,0,0.000177525,content,0.0,700
meta-llama/llama-3.3-70b-instruct,39,1668,RAW,IV,2,ate,cholesterol,easy,KEEP,no,no,1,1,158,501,,Novita,stop,0,0.00022173,content,0.0,700
meta-llama/llama-3.3-70b-instruct,39,1668,ORACLE,IV,2,ate,cholesterol,easy,KEEP,no,no,1,1,210,638,,Novita,stop,0,0.00028355,content,0.0,700
meta-llama/llama-3.3-70b-instruct,39,1668,DR_k1,IV,2,ate,cholesterol,easy,KEEP,no,no,1,1,203,360,,Novita,stop,0,0.000171405,content,0.0,700
meta-llama/llama-3.3-70b-instruct,40,20200,PROSE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,166,202,,Novita,stop,0,0.00010321,content,0.0,700
meta-llama/llama-3.3-70b-instruct,40,20200,RAW,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,128,226,,Novita,stop,0,0.00010768,content,0.0,700
meta-llama/llama-3.3-70b-instruct,40,20200,ORACLE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,182,264,,Novita,stop,0,0.00013017,content,0.0,700
meta-llama/llama-3.3-70b-instruct,40,20200,DR_k1,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,186,175,,Novita,stop,0,9.511e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,41,9719,PROSE,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,175,252,,Novita,stop,0,0.000124425,content,0.0,700
meta-llama/llama-3.3-70b-instruct,41,9719,RAW,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,138,181,,Novita,stop,0,9.103e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,41,9719,ORACLE,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,190,202,,Novita,stop,0,0.00010645,content,0.0,700
meta-llama/llama-3.3-70b-instruct,41,9719,DR_k1,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,191,187,,Novita,stop,0,0.000100585,content,0.0,700
meta-llama/llama-3.3-70b-instruct,42,10021,PROSE,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,149,283,,Novita,stop,0,0.000133315,content,0.0,700
meta-llama/llama-3.3-70b-instruct,42,10021,RAW,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,121,216,,Novita,stop,0,0.000102735,content,0.0,700
meta-llama/llama-3.3-70b-instruct,42,10021,ORACLE,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,164,261,,Novita,stop,0,0.00012654,content,0.0,700
meta-llama/llama-3.3-70b-instruct,42,10021,DR_k1,IV,3,det-counterfactual,price,commonsense,KEEP,no,yes,0,1,164,212,,Novita,stop,0,0.00010694,content,0.0,700
meta-llama/llama-3.3-70b-instruct,43,9798,PROSE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,174,190,,Novita,stop,0,9.949e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,43,9798,RAW,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,136,138,,Novita,stop,0,7.356e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,43,9798,ORACLE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,189,190,,Novita,stop,0,0.000101515,content,0.0,700
meta-llama/llama-3.3-70b-instruct,43,9798,DR_k1,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,189,188,,Novita,stop,0,0.000100715,content,0.0,700
meta-llama/llama-3.3-70b-instruct,44,10379,PROSE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,yes,0,1,155,212,,Novita,stop,0,0.000105725,content,0.0,700
meta-llama/llama-3.3-70b-instruct,44,10379,RAW,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,yes,0,1,123,453,,Novita,stop,0,0.000197805,content,0.0,700
meta-llama/llama-3.3-70b-instruct,44,10379,ORACLE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,yes,0,1,171,121,,Novita,stop,0,7.1485e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,44,10379,DR_k1,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,yes,0,1,171,330,,Novita,stop,0,0.000155085,content,0.0,700
meta-llama/llama-3.3-70b-instruct,45,10366,PROSE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,155,313,,Novita,stop,0,0.000146125,content,0.0,700
meta-llama/llama-3.3-70b-instruct,45,10366,RAW,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,123,225,,Novita,stop,0,0.000106605,content,0.0,700
meta-llama/llama-3.3-70b-instruct,45,10366,ORACLE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,171,422,,Novita,stop,0,0.000191885,content,0.0,700
meta-llama/llama-3.3-70b-instruct,45,10366,DR_k1,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,164,223,,Novita,stop,0,0.00011134,content,0.0,700
meta-llama/llama-3.3-70b-instruct,46,9799,PROSE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,174,173,,Novita,stop,0,9.269e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,46,9799,RAW,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,136,154,,Novita,stop,0,7.996e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,46,9799,ORACLE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,189,281,,Novita,stop,0,0.000137915,content,0.0,700
meta-llama/llama-3.3-70b-instruct,46,9799,DR_k1,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,181,156,,Novita,stop,0,8.6835e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,47,9728,PROSE,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,177,171,,Novita,stop,0,9.2295e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,47,9728,RAW,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,140,108,,Novita,stop,0,6.21e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,47,9728,ORACLE,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,192,420,,Novita,stop,0,0.00019392,content,0.0,700
meta-llama/llama-3.3-70b-instruct,47,9728,DR_k1,IV,3,det-counterfactual,cholesterol,commonsense,KEEP,yes,yes,1,1,196,212,,Novita,stop,0,0.00011126,content,0.0,700
meta-llama/llama-3.3-70b-instruct,48,20193,PROSE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,166,201,,Novita,stop,0,0.00010281,content,0.0,700
meta-llama/llama-3.3-70b-instruct,48,20193,RAW,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,128,272,,Novita,stop,0,0.00012608,content,0.0,700
meta-llama/llama-3.3-70b-instruct,48,20193,ORACLE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,182,198,,Novita,stop,0,0.00010377,content,0.0,700
meta-llama/llama-3.3-70b-instruct,48,20193,DR_k1,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,no,0,1,181,342,,Novita,stop,0,0.000161235,content,0.0,700
meta-llama/llama-3.3-70b-instruct,49,10313,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,commonsense,KEEP,no,yes,0,1,177,296,,Novita,stop,0,0.000142295,content,0.0,700
meta-llama/llama-3.3-70b-instruct,49,10313,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,commonsense,KEEP,no,no,1,1,130,261,,Novita,stop,0,0.00012195,content,0.0,700
meta-llama/llama-3.3-70b-instruct,49,10313,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,commonsense,KEEP,no,yes,0,1,192,354,,Novita,stop,0,0.00016752,content,0.0,700
meta-llama/llama-3.3-70b-instruct,49,10313,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,commonsense,KEEP,no,yes,0,1,191,267,,Novita,stop,0,0.000132585,content,0.0,700
meta-llama/llama-3.3-70b-instruct,50,20727,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,yes,yes,1,1,168,215,,Novita,stop,0,0.00010868,content,0.0,700
meta-llama/llama-3.3-70b-instruct,50,20727,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,yes,yes,1,1,125,316,,Novita,stop,0,0.000143275,content,0.0,700
meta-llama/llama-3.3-70b-instruct,50,20727,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,yes,yes,1,1,183,342,,Novita,stop,0,0.000161505,content,0.0,700
meta-llama/llama-3.3-70b-instruct,50,20727,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,yes,yes,1,1,186,249,,Novita,stop,0,0.00012471,content,0.0,700
meta-llama/llama-3.3-70b-instruct,51,20195,PROSE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,166,191,,Novita,stop,0,9.881e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,51,20195,RAW,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,128,95,,Novita,stop,0,5.528e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,51,20195,ORACLE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,182,205,,Novita,stop,0,0.00010657,content,0.0,700
meta-llama/llama-3.3-70b-instruct,51,20195,DR_k1,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,186,299,,Novita,stop,0,0.00014471,content,0.0,700
meta-llama/llama-3.3-70b-instruct,52,9789,PROSE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,174,287,,Novita,stop,0,0.00013829,content,0.0,700
meta-llama/llama-3.3-70b-instruct,52,9789,RAW,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,136,351,,Novita,stop,0,0.00015876,content,0.0,700
meta-llama/llama-3.3-70b-instruct,52,9789,ORACLE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,189,184,,Novita,stop,0,9.9115e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,52,9789,DR_k1,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,181,281,,Novita,stop,0,0.000136835,content,0.0,700
meta-llama/llama-3.3-70b-instruct,53,20175,PROSE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,166,226,,Novita,stop,0,0.00011281,content,0.0,700
meta-llama/llama-3.3-70b-instruct,53,20175,RAW,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,128,179,,Novita,stop,0,8.888e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,53,20175,ORACLE,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,yes,1,1,182,206,,Novita,stop,0,0.00010697,content,0.0,700
meta-llama/llama-3.3-70b-instruct,53,20175,DR_k1,IV,3,det-counterfactual,college_wage,anticommonsense,KEEP,yes,no,0,1,181,429,,Novita,stop,0,0.000196035,content,0.0,700
meta-llama/llama-3.3-70b-instruct,54,9795,PROSE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,174,312,,Novita,stop,0,0.00014829,content,0.0,700
meta-llama/llama-3.3-70b-instruct,54,9795,RAW,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,no,1,1,136,151,,Novita,stop,0,7.876e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,54,9795,ORACLE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,189,148,,Novita,stop,0,8.4715e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,54,9795,DR_k1,IV,3,det-counterfactual,college_wage,commonsense,KEEP,no,yes,0,1,181,229,,Novita,stop,0,0.000116035,content,0.0,700
meta-llama/llama-3.3-70b-instruct,55,10041,PROSE,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,149,426,,Novita,stop,0,0.000190515,content,0.0,700
meta-llama/llama-3.3-70b-instruct,55,10041,RAW,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,121,221,,Novita,stop,0,0.000104735,content,0.0,700
meta-llama/llama-3.3-70b-instruct,55,10041,ORACLE,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,164,242,,Novita,stop,0,0.00011894,content,0.0,700
meta-llama/llama-3.3-70b-instruct,55,10041,DR_k1,IV,3,det-counterfactual,price,commonsense,KEEP,no,yes,0,1,164,251,,Novita,stop,0,0.00012254,content,0.0,700
meta-llama/llama-3.3-70b-instruct,56,10355,PROSE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,155,347,,Novita,stop,0,0.000159725,content,0.0,700
meta-llama/llama-3.3-70b-instruct,56,10355,RAW,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,123,148,,Novita,stop,0,7.5805e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,56,10355,ORACLE,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,171,130,,Novita,stop,0,7.5085e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,56,10355,DR_k1,IV,3,det-counterfactual,water_cholera,commonsense,KEEP,no,no,1,1,171,329,,Novita,stop,0,0.000154685,content,0.0,700
meta-llama/llama-3.3-70b-instruct,57,20702,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,no,no,1,1,168,248,,Novita,stop,0,0.00012188,content,0.0,700
meta-llama/llama-3.3-70b-instruct,57,20702,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,no,no,1,1,125,214,,Novita,stop,0,0.000102475,content,0.0,700
meta-llama/llama-3.3-70b-instruct,57,20702,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,no,no,1,1,183,309,,Novita,stop,0,0.000148305,content,0.0,700
meta-llama/llama-3.3-70b-instruct,57,20702,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,anticommonsense,KEEP,no,no,1,1,186,295,,Novita,stop,0,0.00014311,content,0.0,700
meta-llama/llama-3.3-70b-instruct,58,9821,PROSE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,174,174,,Novita,stop,0,9.309e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,58,9821,RAW,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,136,177,,Novita,stop,0,8.916e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,58,9821,ORACLE,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,189,248,,Novita,stop,0,0.000124715,content,0.0,700
meta-llama/llama-3.3-70b-instruct,58,9821,DR_k1,IV,3,det-counterfactual,college_wage,commonsense,KEEP,yes,yes,1,1,193,339,,Novita,stop,0,0.000161655,content,0.0,700
meta-llama/llama-3.3-70b-instruct,59,10044,PROSE,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,149,236,,Novita,stop,0,0.000114515,content,0.0,700
meta-llama/llama-3.3-70b-instruct,59,10044,RAW,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,121,146,,Novita,stop,0,7.4735e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,59,10044,ORACLE,IV,3,det-counterfactual,price,commonsense,KEEP,no,yes,0,1,164,286,,Novita,stop,0,0.00013654,content,0.0,700
meta-llama/llama-3.3-70b-instruct,59,10044,DR_k1,IV,3,det-counterfactual,price,commonsense,KEEP,no,no,1,1,164,338,,Novita,stop,0,0.00015734,content,0.0,700
meta-llama/llama-3.3-70b-instruct,81,13538,PROSE,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,no,1,1,141,154,,Novita,stop,0,8.0635e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,81,13538,RAW,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,no,1,1,110,92,,Novita,stop,0,5.165e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,81,13538,ORACLE,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,no,1,1,156,259,,Novita,stop,0,0.00012466,content,0.0,700
meta-llama/llama-3.3-70b-instruct,81,13538,DR_k1,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,no,1,1,158,310,,Novita,stop,0,0.00014533,content,0.0,700
meta-llama/llama-3.3-70b-instruct,82,9160,PROSE,arrowhead,2,ate,smoking_gene_cancer,hard,KEEP,no,no,1,1,141,160,,Novita,stop,0,8.3035e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,82,9160,RAW,arrowhead,2,ate,smoking_gene_cancer,hard,KEEP,no,no,1,1,110,93,,Novita,stop,0,5.205e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,82,9160,ORACLE,arrowhead,2,ate,smoking_gene_cancer,hard,KEEP,no,no,1,1,156,208,,Novita,stop,0,0.00010426,content,0.0,700
meta-llama/llama-3.3-70b-instruct,82,9160,DR_k1,arrowhead,2,ate,smoking_gene_cancer,hard,KEEP,no,no,1,1,156,309,,Novita,stop,0,0.00014466,content,0.0,700
meta-llama/llama-3.3-70b-instruct,83,2848,PROSE,arrowhead,2,ate,nature_vs_nurture,easy,KEEP,no,no,1,1,162,99,,Novita,stop,0,6.147e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,83,2848,RAW,arrowhead,2,ate,nature_vs_nurture,easy,KEEP,no,no,1,1,113,113,,Novita,stop,0,6.0455e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,83,2848,ORACLE,arrowhead,2,ate,nature_vs_nurture,easy,KEEP,no,no,1,1,177,151,,Novita,stop,0,8.4295e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,83,2848,DR_k1,arrowhead,2,ate,nature_vs_nurture,easy,KEEP,no,no,1,1,177,210,,Novita,stop,0,0.000107895,content,0.0,700
meta-llama/llama-3.3-70b-instruct,84,7592,PROSE,arrowhead,2,ate,nature_vs_nurture,hard,KEEP,yes,yes,1,1,162,131,,Novita,stop,0,7.427e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,84,7592,RAW,arrowhead,2,ate,nature_vs_nurture,hard,KEEP,yes,yes,1,1,113,88,,Novita,stop,0,5.0455e-05,content,0.0,700
meta-llama/llama-3.3-70b-instruct,84,7592,ORACLE,arrowhead,2,ate,nature_vs_nurture,hard,KEEP,yes,yes,1,1,177,357,,Novita,stop,0,0.000166695,content,0.0,700
meta-llama/llama-3.3-70b-instruct,84,7592,DR_k1,arrowhead,2,ate,nature_vs_nurture,hard,KEEP,yes,yes,1,1,177,320,,Novita,stop,0,0.000151895,content,0.0,700
meta-llama/llama-3.3-70b-instruct,87,13650,PROSE,arrowhead,2,ate,obesity_mortality,anticommonsense,KEEP,no,no,1,1,141,156,,Novita,stop,0,8.1435e-05,content,0.0,700
