model,lexicon,cond,item,old_pred,new_pred,old_correct,new_correct
gpt-4.1-nano,PSEUDO,RAW,16,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,17,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,26,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,27,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,28,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,30,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,31,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,32,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,33,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,34,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,35,no,,0,0
gpt-4.1-nano,PSEUDO,RAW,44,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,47,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,48,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,49,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,50,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,51,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,52,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,53,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,54,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,55,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,58,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,59,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,60,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,62,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,63,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,65,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,75,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,77,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,78,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,79,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,80,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,81,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,82,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,83,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,90,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,91,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,93,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,96,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,97,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,98,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,99,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,100,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,101,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,110,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,112,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,114,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,115,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,116,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,117,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,118,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,119,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,130,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,132,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,133,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,134,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,135,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,136,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,137,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,145,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,146,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,148,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,149,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,150,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,151,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,152,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,153,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,154,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,155,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,162,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,164,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,167,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,168,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,169,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,170,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,171,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,172,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,173,no,yes,1,0
gpt-4.1-mini,KEEP,RAW,7,no,no,1,1
gpt-4.1-mini,KEEP,RAW,8,no,no,1,1
gpt-4.1-mini,KEEP,RAW,10,no,no,1,1
gpt-4.1-mini,KEEP,RAW,11,no,no,1,1
gpt-4.1-mini,KEEP,RAW,12,no,no,1,1
gpt-4.1-mini,KEEP,RAW,13,no,no,1,1
gpt-4.1-mini,KEEP,RAW,14,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,15,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,16,no,no,1,1
gpt-4.1-mini,KEEP,RAW,17,no,no,1,1
gpt-4.1-mini,KEEP,RAW,26,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,27,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,28,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,30,no,no,1,1
gpt-4.1-mini,KEEP,RAW,31,no,no,1,1
gpt-4.1-mini,KEEP,RAW,32,no,no,1,1
gpt-4.1-mini,KEEP,RAW,33,no,no,1,1
gpt-4.1-mini,KEEP,RAW,34,no,no,1,1
gpt-4.1-mini,KEEP,RAW,35,,no,0,0
gpt-4.1-mini,KEEP,RAW,44,no,no,1,1
gpt-4.1-mini,KEEP,RAW,47,no,no,1,1
gpt-4.1-mini,KEEP,RAW,48,no,no,1,1
gpt-4.1-mini,KEEP,RAW,49,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,50,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,51,no,no,0,0
gpt-4.1-mini,KEEP,RAW,52,no,no,1,1
gpt-4.1-mini,KEEP,RAW,53,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,54,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,55,no,no,1,1
gpt-4.1-mini,KEEP,RAW,58,no,no,1,1
gpt-4.1-mini,KEEP,RAW,59,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,60,no,no,1,1
gpt-4.1-mini,KEEP,RAW,62,no,no,1,1
gpt-4.1-mini,KEEP,RAW,63,no,no,1,1
gpt-4.1-mini,KEEP,RAW,65,no,no,0,0
gpt-4.1-mini,KEEP,RAW,75,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,77,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,78,no,no,1,1
gpt-4.1-mini,KEEP,RAW,79,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,80,no,no,1,1
gpt-4.1-mini,KEEP,RAW,81,no,no,0,0
gpt-4.1-mini,KEEP,RAW,82,no,no,1,1
gpt-4.1-mini,KEEP,RAW,83,no,no,1,1
gpt-4.1-mini,KEEP,RAW,90,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,91,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,93,no,no,1,1
gpt-4.1-mini,KEEP,RAW,96,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,97,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,98,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,99,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,100,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,101,no,no,0,0
gpt-4.1-mini,KEEP,RAW,110,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,112,,yes,0,1
gpt-4.1-mini,KEEP,RAW,114,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,115,no,no,1,1
gpt-4.1-mini,KEEP,RAW,116,no,no,0,0
gpt-4.1-mini,KEEP,RAW,117,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,118,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,119,no,no,1,1
gpt-4.1-mini,KEEP,RAW,130,no,no,1,1
gpt-4.1-mini,KEEP,RAW,132,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,133,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,134,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,135,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,136,no,no,1,1
gpt-4.1-mini,KEEP,RAW,137,no,no,1,1
gpt-4.1-mini,KEEP,RAW,145,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,146,no,no,0,0
gpt-4.1-mini,KEEP,RAW,148,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,149,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,150,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,151,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,152,no,no,1,1
gpt-4.1-mini,KEEP,RAW,153,no,no,1,1
gpt-4.1-mini,KEEP,RAW,154,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,155,no,no,1,1
gpt-4.1-mini,KEEP,RAW,162,no,no,1,1
gpt-4.1-mini,KEEP,RAW,164,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,167,no,no,1,1
gpt-4.1-mini,KEEP,RAW,168,no,no,1,1
gpt-4.1-mini,KEEP,RAW,169,no,no,1,1
gpt-4.1-mini,KEEP,RAW,170,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,171,no,no,1,1
gpt-4.1-mini,KEEP,RAW,172,no,no,1,1
gpt-4.1-mini,KEEP,RAW,173,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,7,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,8,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,10,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,11,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,12,yes,no,0,1
gpt-4.1-mini,PSEUDO,RAW,13,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,14,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,15,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,16,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,17,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,26,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,27,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,28,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,30,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,31,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,32,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,33,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,34,no,yes,1,0
gpt-4.1-mini,PSEUDO,RAW,35,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,44,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,47,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,48,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,49,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,50,no,yes,0,1
gpt-4.1-mini,PSEUDO,RAW,51,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,52,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,53,yes,no,1,0
gpt-4.1-mini,PSEUDO,RAW,54,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,55,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,58,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,59,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,60,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,62,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,63,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,65,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,75,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,77,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,78,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,79,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,80,yes,no,0,1
gpt-4.1-mini,PSEUDO,RAW,81,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,82,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,83,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,90,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,91,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,93,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,96,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,97,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,98,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,99,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,100,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,101,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,110,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,112,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,114,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,115,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,116,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,117,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,118,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,119,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,130,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,132,yes,no,1,0
gpt-4.1-mini,PSEUDO,RAW,133,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,134,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,135,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,136,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,137,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,145,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,146,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,148,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,149,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,150,yes,no,1,0
gpt-4.1-mini,PSEUDO,RAW,151,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,152,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,153,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,154,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,155,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,162,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,164,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,167,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,168,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,169,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,170,yes,no,0,1
gpt-4.1-mini,PSEUDO,RAW,171,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,172,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,173,no,no,1,1
gpt-4.1,KEEP,RAW,7,no,no,1,1
gpt-4.1,KEEP,RAW,8,,,0,0
gpt-4.1,KEEP,RAW,10,no,,1,0
gpt-4.1,KEEP,RAW,11,no,no,1,1
gpt-4.1,KEEP,RAW,12,no,no,1,1
gpt-4.1,KEEP,RAW,13,no,no,1,1
gpt-4.1,KEEP,RAW,14,yes,yes,1,1
gpt-4.1,KEEP,RAW,15,yes,yes,1,1
gpt-4.1,KEEP,RAW,16,no,no,1,1
gpt-4.1,KEEP,RAW,17,no,no,1,1
gpt-4.1,KEEP,RAW,26,yes,yes,1,1
gpt-4.1,KEEP,RAW,27,yes,yes,1,1
gpt-4.1,KEEP,RAW,28,yes,yes,1,1
gpt-4.1,KEEP,RAW,30,no,no,1,1
gpt-4.1,KEEP,RAW,31,no,yes,1,0
gpt-4.1,KEEP,RAW,32,no,no,1,1
gpt-4.1,KEEP,RAW,33,no,no,1,1
gpt-4.1,KEEP,RAW,34,no,no,1,1
gpt-4.1,KEEP,RAW,35,no,,0,0
gpt-4.1,KEEP,RAW,44,no,no,1,1
gpt-4.1,KEEP,RAW,47,no,no,1,1
gpt-4.1,KEEP,RAW,48,no,no,1,1
gpt-4.1,KEEP,RAW,49,yes,yes,1,1
gpt-4.1,KEEP,RAW,50,yes,yes,1,1
gpt-4.1,KEEP,RAW,51,no,no,0,0
gpt-4.1,KEEP,RAW,52,no,no,1,1
gpt-4.1,KEEP,RAW,53,yes,yes,1,1
gpt-4.1,KEEP,RAW,54,yes,yes,1,1
gpt-4.1,KEEP,RAW,55,no,no,1,1
gpt-4.1,KEEP,RAW,58,no,no,1,1
gpt-4.1,KEEP,RAW,59,yes,yes,1,1
gpt-4.1,KEEP,RAW,60,no,no,1,1
gpt-4.1,KEEP,RAW,62,no,no,1,1
gpt-4.1,KEEP,RAW,63,no,no,1,1
gpt-4.1,KEEP,RAW,65,no,no,0,0
gpt-4.1,KEEP,RAW,75,yes,yes,1,1
gpt-4.1,KEEP,RAW,77,yes,yes,1,1
gpt-4.1,KEEP,RAW,78,no,no,1,1
gpt-4.1,KEEP,RAW,79,yes,yes,1,1
gpt-4.1,KEEP,RAW,80,no,no,1,1
gpt-4.1,KEEP,RAW,81,no,no,0,0
gpt-4.1,KEEP,RAW,82,yes,no,0,1
gpt-4.1,KEEP,RAW,83,no,yes,1,0
gpt-4.1,KEEP,RAW,90,yes,yes,1,1
gpt-4.1,KEEP,RAW,91,yes,yes,1,1
gpt-4.1,KEEP,RAW,93,no,no,1,1
gpt-4.1,KEEP,RAW,96,no,no,0,0
gpt-4.1,KEEP,RAW,97,no,no,0,0
gpt-4.1,KEEP,RAW,98,no,no,1,1
gpt-4.1,KEEP,RAW,99,yes,yes,1,1
gpt-4.1,KEEP,RAW,100,no,no,0,0
gpt-4.1,KEEP,RAW,101,no,no,0,0
gpt-4.1,KEEP,RAW,110,no,yes,0,1
gpt-4.1,KEEP,RAW,112,no,no,0,0
gpt-4.1,KEEP,RAW,114,no,no,0,0
gpt-4.1,KEEP,RAW,115,no,no,1,1
gpt-4.1,KEEP,RAW,116,no,no,0,0
gpt-4.1,KEEP,RAW,117,no,no,0,0
gpt-4.1,KEEP,RAW,118,yes,,0,0
gpt-4.1,KEEP,RAW,119,no,no,1,1
gpt-4.1,KEEP,RAW,130,no,no,1,1
gpt-4.1,KEEP,RAW,132,yes,yes,1,1
gpt-4.1,KEEP,RAW,133,yes,yes,1,1
gpt-4.1,KEEP,RAW,134,yes,yes,1,1
gpt-4.1,KEEP,RAW,135,yes,yes,1,1
gpt-4.1,KEEP,RAW,136,no,no,1,1
gpt-4.1,KEEP,RAW,137,no,no,1,1
gpt-4.1,KEEP,RAW,145,yes,yes,1,1
gpt-4.1,KEEP,RAW,146,no,no,0,0
gpt-4.1,KEEP,RAW,148,yes,yes,1,1
gpt-4.1,KEEP,RAW,149,yes,yes,1,1
gpt-4.1,KEEP,RAW,150,no,yes,0,1
gpt-4.1,KEEP,RAW,151,no,no,0,0
gpt-4.1,KEEP,RAW,152,no,no,1,1
gpt-4.1,KEEP,RAW,153,yes,no,0,1
gpt-4.1,KEEP,RAW,154,yes,yes,1,1
gpt-4.1,KEEP,RAW,155,no,no,1,1
gpt-4.1,KEEP,RAW,162,no,no,1,1
gpt-4.1,KEEP,RAW,164,yes,yes,1,1
gpt-4.1,KEEP,RAW,167,no,no,1,1
gpt-4.1,KEEP,RAW,168,yes,no,0,1
gpt-4.1,KEEP,RAW,169,no,no,1,1
gpt-4.1,KEEP,RAW,170,no,no,1,1
gpt-4.1,KEEP,RAW,171,no,no,1,1
gpt-4.1,KEEP,RAW,172,no,no,1,1
gpt-4.1,KEEP,RAW,173,no,no,1,1
gpt-4.1,PSEUDO,RAW,7,no,no,1,1
gpt-4.1,PSEUDO,RAW,8,no,no,1,1
gpt-4.1,PSEUDO,RAW,10,no,no,1,1
gpt-4.1,PSEUDO,RAW,11,no,no,1,1
gpt-4.1,PSEUDO,RAW,12,no,no,1,1
gpt-4.1,PSEUDO,RAW,13,no,no,1,1
gpt-4.1,PSEUDO,RAW,14,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,15,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,16,no,no,1,1
gpt-4.1,PSEUDO,RAW,17,no,no,1,1
gpt-4.1,PSEUDO,RAW,26,no,no,0,0
gpt-4.1,PSEUDO,RAW,27,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,28,no,no,0,0
gpt-4.1,PSEUDO,RAW,30,no,no,1,1
gpt-4.1,PSEUDO,RAW,31,no,no,1,1
gpt-4.1,PSEUDO,RAW,32,no,yes,1,0
gpt-4.1,PSEUDO,RAW,33,no,no,1,1
gpt-4.1,PSEUDO,RAW,34,no,no,1,1
gpt-4.1,PSEUDO,RAW,35,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,44,no,no,1,1
gpt-4.1,PSEUDO,RAW,47,no,no,1,1
gpt-4.1,PSEUDO,RAW,48,no,no,1,1
