model,item,graph_id,rung,gold,pred,correct,parsed_answer,parsed_graph,precision,recall,f1,n_reversed,n_spurious,n_missing,n_wrong_edges,exact_match,n_true
gpt-4.1-nano,33,arrowhead,2,no,yes,0,1,1,0.5,0.2,0.28571428571428575,1,0,3,4,0,5
gpt-4.1-nano,34,arrowhead,2,no,yes,0,1,1,0.6666666666666666,0.4,0.5,1,0,2,3,0,5
gpt-4.1-nano,35,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-nano,36,arrowhead,3,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1-nano,37,arrowhead,3,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-nano,38,arrowhead,3,no,yes,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,39,arrowhead,3,yes,no,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,40,arrowhead,3,yes,,0,0,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,41,arrowhead,3,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-nano,42,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,43,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,44,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,45,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,46,confounding,1,no,yes,0,1,1,0.0,0.0,0.0,1,0,2,3,0,3
gpt-4.1-nano,47,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,48,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,49,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,50,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,51,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,52,confounding,2,no,,0,0,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,53,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,54,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,55,confounding,2,no,yes,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,56,confounding,3,yes,,0,0,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,57,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,58,confounding,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,59,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,60,confounding,3,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-nano,61,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,62,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,63,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,64,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,65,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,66,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,67,diamond,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1-nano,68,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,69,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,70,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,71,diamond,2,no,yes,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-nano,72,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,73,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,74,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,75,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,76,diamond,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,77,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,78,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,79,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,80,diamond,3,no,,0,0,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,81,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,82,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,83,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,84,diamondcut,1,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,85,diamondcut,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,86,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,87,diamondcut,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,88,diamondcut,1,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,89,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,90,diamondcut,1,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-nano,91,diamondcut,2,no,yes,0,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-nano,92,diamondcut,2,no,no,1,1,1,0.5,0.5,0.5,0,2,2,4,0,4
gpt-4.1-nano,93,diamondcut,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,94,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,95,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,96,diamondcut,2,no,yes,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,97,diamondcut,2,no,,0,0,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,98,diamondcut,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,99,diamondcut,3,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,100,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,101,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,102,diamondcut,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,103,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,104,diamondcut,3,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,105,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,106,frontdoor,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,107,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,108,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,109,frontdoor,1,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,110,frontdoor,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-nano,111,frontdoor,1,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-nano,112,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,113,frontdoor,2,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,114,frontdoor,2,yes,no,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,115,frontdoor,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,116,frontdoor,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,117,frontdoor,2,no,yes,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-nano,118,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,119,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,120,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,121,frontdoor,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,122,frontdoor,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-nano,123,frontdoor,3,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,124,frontdoor,3,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,125,frontdoor,3,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-nano,126,mediation,1,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-nano,127,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,128,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,129,mediation,1,no,yes,0,1,1,0.0,0.0,0.0,1,0,2,3,0,3
gpt-4.1-nano,130,mediation,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,131,mediation,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,132,mediation,1,yes,no,0,1,1,0.0,0.0,0.0,1,0,2,3,0,3
gpt-4.1-nano,133,mediation,2,yes,yes,1,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-nano,134,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1-nano,135,mediation,2,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,136,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-nano,137,mediation,2,yes,,0,0,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,138,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-nano,139,mediation,2,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,140,mediation,3,no,,0,0,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,141,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,142,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,143,mediation,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,144,mediation,3,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-nano,145,mediation,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-nano,146,mediation,3,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,0,IV,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,1,IV,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,2,IV,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,3,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,4,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,5,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,6,IV,1,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,7,IV,2,no,yes,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,8,IV,2,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,9,IV,2,yes,no,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,10,IV,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,11,IV,2,yes,no,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,12,IV,2,yes,no,0,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,13,IV,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,14,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,15,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,16,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,17,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,18,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,19,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,20,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,21,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,22,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,23,arrowhead,1,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,24,arrowhead,1,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,25,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,26,arrowhead,1,no,no,1,1,0,0.0,0.0,0.0,0,0,5,5,0,5
gpt-4.1-mini,27,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,28,arrowhead,2,no,no,1,1,1,0.5,0.2,0.28571428571428575,1,0,3,4,0,5
gpt-4.1-mini,29,arrowhead,2,no,yes,0,1,1,0.5,0.6,0.5454545454545454,2,1,0,3,0,5
gpt-4.1-mini,30,arrowhead,2,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,31,arrowhead,2,no,yes,0,1,1,0.5,0.4,0.4444444444444445,1,1,2,4,0,5
gpt-4.1-mini,32,arrowhead,2,yes,yes,1,1,1,0.5,0.4,0.4444444444444445,2,0,1,3,0,5
gpt-4.1-mini,33,arrowhead,2,no,no,1,1,1,0.3333333333333333,0.2,0.25,2,0,2,4,0,5
gpt-4.1-mini,34,arrowhead,2,no,no,1,1,1,0.5,0.2,0.28571428571428575,1,0,3,4,0,5
gpt-4.1-mini,35,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1-mini,36,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,37,arrowhead,3,no,yes,0,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1-mini,38,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,39,arrowhead,3,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,40,arrowhead,3,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,41,arrowhead,3,yes,no,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1-mini,42,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,43,confounding,1,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,2,3,0,3
gpt-4.1-mini,44,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,45,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,46,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,47,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,48,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,49,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,50,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,51,confounding,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,52,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,53,confounding,2,yes,no,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-mini,54,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,55,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,56,confounding,3,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,57,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,58,confounding,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,59,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,60,confounding,3,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,61,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,62,confounding,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,63,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,64,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,65,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,66,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,67,diamond,1,yes,no,0,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1-mini,68,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,69,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,70,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,71,diamond,2,no,no,1,1,1,0.0,0.0,0.0,1,1,3,5,0,4
gpt-4.1-mini,72,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,73,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,74,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,75,diamond,2,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,76,diamond,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,77,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,78,diamond,3,yes,,0,0,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,79,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,80,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,81,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,82,diamond,3,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,83,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,84,diamondcut,1,yes,no,0,1,1,0.0,0.0,0.0,1,0,3,4,0,4
gpt-4.1-mini,85,diamondcut,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,86,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,87,diamondcut,1,no,yes,0,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,88,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,89,diamondcut,1,no,,0,0,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,90,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,91,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,92,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,93,diamondcut,2,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
