model,item,id,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,16,9804,ORACLE,IV,3,det-counterfactual,college_wage,PSEUDO,no,yes,0,1,176,445,
gpt-4.1-nano,19,7727,PROSE,arrowhead,1,marginal,nature_vs_nurture,PSEUDO,no,no,1,1,151,267,
gpt-4.1-nano,17,10048,RAW,IV,3,det-counterfactual,price,PSEUDO,no,no,1,1,117,392,
gpt-4.1-nano,17,10048,PROSE,IV,3,det-counterfactual,price,PSEUDO,no,no,1,1,152,591,
gpt-4.1-nano,19,7727,ORACLE,arrowhead,1,marginal,nature_vs_nurture,PSEUDO,no,no,1,1,166,342,
gpt-4.1-nano,18,3257,RAW,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,no,1,1,112,558,
gpt-4.1-nano,19,7727,RAW,arrowhead,1,marginal,nature_vs_nurture,PSEUDO,no,no,1,1,115,361,
gpt-4.1-nano,18,3257,ORACLE,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,,0,0,166,700,
gpt-4.1-nano,19,7727,DR_k1,arrowhead,1,marginal,nature_vs_nurture,PSEUDO,no,no,1,1,166,407,
gpt-4.1-nano,18,3257,DR_k1,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,yes,0,1,165,694,
gpt-4.1-nano,20,19542,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,no,no,1,1,171,432,
gpt-4.1-nano,21,13243,PROSE,arrowhead,1,correlation,nature_vs_nurture,PSEUDO,no,no,1,1,149,470,
gpt-4.1-nano,20,19542,RAW,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,no,yes,0,1,119,644,
gpt-4.1-nano,21,13243,ORACLE,arrowhead,1,correlation,nature_vs_nurture,PSEUDO,no,no,1,1,164,406,
gpt-4.1-nano,21,13243,RAW,arrowhead,1,correlation,nature_vs_nurture,PSEUDO,no,no,1,1,110,376,
gpt-4.1-nano,20,19542,PROSE,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,no,no,1,1,156,700,
gpt-4.1-nano,18,3257,PROSE,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,no,1,1,151,553,
gpt-4.1-nano,21,13243,DR_k1,arrowhead,1,correlation,nature_vs_nurture,PSEUDO,no,no,1,1,163,409,
gpt-4.1-nano,24,17802,PROSE,arrowhead,2,backadj,gender_pay,PSEUDO,no,no,1,1,168,3,
gpt-4.1-nano,24,17802,RAW,arrowhead,2,backadj,gender_pay,PSEUDO,no,no,1,1,130,3,
gpt-4.1-nano,25,7137,PROSE,arrowhead,2,backadj,gender_admission_state,PSEUDO,yes,no,0,1,159,3,
gpt-4.1-nano,25,7137,RAW,arrowhead,2,backadj,gender_admission_state,PSEUDO,yes,no,0,1,123,3,
gpt-4.1-nano,16,9804,DR_k1,IV,3,det-counterfactual,college_wage,PSEUDO,no,yes,0,1,168,478,
gpt-4.1-nano,20,19542,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,no,no,1,1,171,700,
gpt-4.1-nano,22,18339,PROSE,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,no,1,1,158,584,
gpt-4.1-nano,25,7137,DR_k1,arrowhead,2,backadj,gender_admission_state,PSEUDO,yes,yes,1,1,174,146,
gpt-4.1-nano,23,19527,RAW,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,yes,no,0,1,119,350,
gpt-4.1-nano,22,18339,ORACLE,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,,0,0,173,700,
gpt-4.1-nano,26,12885,PROSE,arrowhead,2,ate,gender_pay,PSEUDO,yes,yes,1,1,144,125,
gpt-4.1-nano,24,17802,DR_k1,arrowhead,2,backadj,gender_pay,PSEUDO,no,yes,0,1,183,280,
gpt-4.1-nano,24,17802,ORACLE,arrowhead,2,backadj,gender_pay,PSEUDO,no,yes,0,1,183,248,
gpt-4.1-nano,22,18339,DR_k1,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,no,1,1,174,587,
gpt-4.1-nano,25,7137,ORACLE,arrowhead,2,backadj,gender_admission_state,PSEUDO,yes,yes,1,1,174,263,
gpt-4.1-nano,27,7599,RAW,arrowhead,2,ate,nature_vs_nurture,PSEUDO,yes,yes,1,1,104,75,
gpt-4.1-nano,22,18339,RAW,arrowhead,1,marginal,obesity_mortality,PSEUDO,no,no,1,1,120,603,
gpt-4.1-nano,27,7599,PROSE,arrowhead,2,ate,nature_vs_nurture,PSEUDO,yes,yes,1,1,143,165,
gpt-4.1-nano,23,19527,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,yes,no,0,1,171,557,
gpt-4.1-nano,26,12885,ORACLE,arrowhead,2,ate,gender_pay,PSEUDO,yes,yes,1,1,159,336,
gpt-4.1-nano,29,4313,RAW,arrowhead,2,backadj,smoking_gene_cancer,PSEUDO,no,no,1,1,135,3,
gpt-4.1-nano,29,4313,PROSE,arrowhead,2,backadj,smoking_gene_cancer,PSEUDO,no,no,1,1,174,3,
gpt-4.1-nano,26,12885,DR_k1,arrowhead,2,ate,gender_pay,PSEUDO,yes,yes,1,1,159,557,
gpt-4.1-nano,28,2356,RAW,arrowhead,2,ate,gender_admission_state,PSEUDO,yes,no,0,1,104,97,
gpt-4.1-nano,23,19527,PROSE,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,yes,no,0,1,156,700,
gpt-4.1-nano,27,7599,ORACLE,arrowhead,2,ate,nature_vs_nurture,PSEUDO,yes,yes,1,1,159,192,
gpt-4.1-nano,23,19527,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,PSEUDO,yes,no,0,1,171,700,
gpt-4.1-nano,27,7599,DR_k1,arrowhead,2,ate,nature_vs_nurture,PSEUDO,yes,yes,1,1,159,181,
gpt-4.1-nano,29,4313,DR_k1,arrowhead,2,backadj,smoking_gene_cancer,PSEUDO,no,yes,0,1,190,240,
gpt-4.1-nano,30,9885,RAW,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,115,283,
gpt-4.1-nano,30,9885,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,158,249,
gpt-4.1-nano,29,4313,ORACLE,arrowhead,2,backadj,smoking_gene_cancer,PSEUDO,no,yes,0,1,189,291,
gpt-4.1-nano,26,12885,RAW,arrowhead,2,ate,gender_pay,PSEUDO,yes,no,0,1,107,91,
gpt-4.1-nano,28,2356,ORACLE,arrowhead,2,ate,gender_admission_state,PSEUDO,yes,no,0,1,155,514,
gpt-4.1-nano,28,2356,DR_k1,arrowhead,2,ate,gender_admission_state,PSEUDO,yes,no,0,1,155,428,
gpt-4.1-nano,32,17732,PROSE,arrowhead,3,nie,gender_pay,PSEUDO,no,,0,0,304,700,
gpt-4.1-nano,33,20254,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,153,311,
gpt-4.1-nano,32,17732,RAW,arrowhead,3,nie,gender_pay,PSEUDO,no,no,1,1,264,700,
gpt-4.1-nano,33,20254,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,167,200,
gpt-4.1-nano,30,9885,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,172,668,
gpt-4.1-nano,28,2356,PROSE,arrowhead,2,ate,gender_admission_state,PSEUDO,yes,no,0,1,140,165,
gpt-4.1-nano,33,20254,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,168,317,
gpt-4.1-nano,34,19501,PROSE,arrowhead,3,ett,smoking_gene_cancer,PSEUDO,no,no,1,1,167,161,
gpt-4.1-nano,34,19501,RAW,arrowhead,3,ett,smoking_gene_cancer,PSEUDO,no,yes,0,1,125,162,
gpt-4.1-nano,32,17732,DR_k1,arrowhead,3,nie,gender_pay,PSEUDO,no,yes,0,1,319,696,
gpt-4.1-nano,32,17732,ORACLE,arrowhead,3,nie,gender_pay,PSEUDO,no,,0,0,319,700,
gpt-4.1-nano,30,9885,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,173,519,
gpt-4.1-nano,33,20254,RAW,arrowhead,3,det-counterfactual,gender_admission_state,PSEUDO,no,yes,0,1,115,373,
gpt-4.1-nano,34,19501,ORACLE,arrowhead,3,ett,smoking_gene_cancer,PSEUDO,no,yes,0,1,182,322,
gpt-4.1-nano,31,19218,PROSE,arrowhead,3,nde,smoke_birthWeight,PSEUDO,no,no,1,1,295,700,
gpt-4.1-nano,36,3303,PROSE,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,125,210,
gpt-4.1-nano,34,19501,DR_k1,arrowhead,3,ett,smoking_gene_cancer,PSEUDO,no,yes,0,1,182,307,
gpt-4.1-nano,36,3303,RAW,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,103,207,
gpt-4.1-nano,31,19218,RAW,arrowhead,3,nde,smoke_birthWeight,PSEUDO,no,no,1,1,259,700,
gpt-4.1-nano,31,19218,DR_k1,arrowhead,3,nde,smoke_birthWeight,PSEUDO,no,no,1,1,310,700,
gpt-4.1-nano,37,3405,PROSE,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,126,381,
gpt-4.1-nano,35,18031,DR_k1,arrowhead,3,nie,nature_vs_nurture,PSEUDO,yes,no,0,1,292,600,
gpt-4.1-nano,35,18031,RAW,arrowhead,3,nie,nature_vs_nurture,PSEUDO,yes,no,0,1,240,661,
gpt-4.1-nano,37,3405,DR_k1,chain,1,correlation,orange_scurvy,PSEUDO,yes,no,0,1,132,396,
gpt-4.1-nano,36,3303,DR_k1,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,139,336,
gpt-4.1-nano,35,18031,ORACLE,arrowhead,3,nie,nature_vs_nurture,PSEUDO,yes,,0,0,292,700,
gpt-4.1-nano,37,3405,RAW,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,103,209,
gpt-4.1-nano,31,19218,ORACLE,arrowhead,3,nde,smoke_birthWeight,PSEUDO,no,no,1,1,310,700,
gpt-4.1-nano,38,1752,PROSE,chain,1,marginal,college_salary,PSEUDO,yes,yes,1,1,130,513,
gpt-4.1-nano,35,18031,PROSE,arrowhead,3,nie,nature_vs_nurture,PSEUDO,yes,no,0,1,277,612,
gpt-4.1-nano,41,1679,PROSE,chain,1,correlation,college_salary,PSEUDO,yes,yes,1,1,127,289,
gpt-4.1-nano,38,1752,ORACLE,chain,1,marginal,college_salary,PSEUDO,yes,yes,1,1,146,509,
gpt-4.1-nano,37,3405,ORACLE,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,141,487,
gpt-4.1-nano,36,3303,ORACLE,chain,1,correlation,orange_scurvy,PSEUDO,yes,yes,1,1,140,437,
gpt-4.1-nano,42,4521,PROSE,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,143,3,
gpt-4.1-nano,39,3314,RAW,chain,1,marginal,orange_scurvy,PSEUDO,no,no,1,1,110,273,
gpt-4.1-nano,42,4521,RAW,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,122,3,
gpt-4.1-nano,43,3348,PROSE,chain,2,backadj,orange_scurvy,PSEUDO,no,yes,0,1,147,3,
gpt-4.1-nano,38,1752,DR_k1,chain,1,marginal,college_salary,PSEUDO,yes,no,0,1,146,700,
gpt-4.1-nano,43,3348,RAW,chain,2,backadj,orange_scurvy,PSEUDO,no,no,1,1,125,3,
gpt-4.1-nano,40,16918,PROSE,chain,1,marginal,college_salary,PSEUDO,no,no,1,1,133,700,
gpt-4.1-nano,41,1679,RAW,chain,1,correlation,college_salary,PSEUDO,yes,no,0,1,106,222,
gpt-4.1-nano,41,1679,ORACLE,chain,1,correlation,college_salary,PSEUDO,yes,yes,1,1,142,423,
gpt-4.1-nano,39,3314,PROSE,chain,1,marginal,orange_scurvy,PSEUDO,no,no,1,1,134,512,
gpt-4.1-nano,44,12094,RAW,chain,2,ate,college_salary,PSEUDO,no,no,1,1,98,92,
gpt-4.1-nano,42,4521,DR_k1,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,151,173,
gpt-4.1-nano,44,12094,PROSE,chain,2,ate,college_salary,PSEUDO,no,no,1,1,119,95,
gpt-4.1-nano,43,3348,DR_k1,chain,2,backadj,orange_scurvy,PSEUDO,no,yes,0,1,154,161,
gpt-4.1-nano,44,12094,ORACLE,chain,2,ate,college_salary,PSEUDO,no,no,1,1,134,127,
gpt-4.1-nano,42,4521,ORACLE,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,158,222,
gpt-4.1-nano,45,9311,PROSE,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,143,3,
gpt-4.1-nano,45,9311,RAW,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,122,3,
gpt-4.1-nano,43,3348,ORACLE,chain,2,backadj,orange_scurvy,PSEUDO,no,yes,0,1,162,160,
gpt-4.1-nano,38,1752,RAW,chain,1,marginal,college_salary,PSEUDO,yes,no,0,1,109,700,
gpt-4.1-nano,46,3363,RAW,chain,2,backadj,orange_scurvy,PSEUDO,no,no,1,1,123,3,
gpt-4.1-nano,46,3363,PROSE,chain,2,backadj,orange_scurvy,PSEUDO,no,yes,0,1,145,3,
gpt-4.1-nano,44,12094,DR_k1,chain,2,ate,college_salary,PSEUDO,no,no,1,1,127,132,
gpt-4.1-nano,39,3314,DR_k1,chain,1,marginal,orange_scurvy,PSEUDO,no,no,1,1,149,700,
gpt-4.1-nano,47,1702,RAW,chain,2,ate,college_salary,PSEUDO,no,yes,0,1,98,1,
gpt-4.1-nano,45,9311,ORACLE,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,158,180,
gpt-4.1-nano,39,3314,ORACLE,chain,1,marginal,orange_scurvy,PSEUDO,no,no,1,1,149,700,
gpt-4.1-nano,47,1702,PROSE,chain,2,ate,college_salary,PSEUDO,no,no,1,1,119,91,
gpt-4.1-nano,48,13793,RAW,chain,3,nie,orange_scurvy,PSEUDO,no,no,1,1,97,58,
gpt-4.1-nano,40,16918,RAW,chain,1,marginal,college_salary,PSEUDO,no,no,1,1,111,700,
gpt-4.1-nano,47,1702,DR_k1,chain,2,ate,college_salary,PSEUDO,no,no,1,1,127,143,
gpt-4.1-nano,47,1702,ORACLE,chain,2,ate,college_salary,PSEUDO,no,no,1,1,134,109,
gpt-4.1-nano,40,16918,ORACLE,chain,1,marginal,college_salary,PSEUDO,no,no,1,1,148,700,
gpt-4.1-nano,45,9311,DR_k1,chain,2,backadj,smoking_tar_cancer,PSEUDO,no,yes,0,1,157,204,
gpt-4.1-nano,41,1679,DR_k1,chain,1,correlation,college_salary,PSEUDO,yes,no,0,1,135,471,
gpt-4.1-nano,48,13793,DR_k1,chain,3,nie,orange_scurvy,PSEUDO,no,no,1,1,133,117,
gpt-4.1-nano,48,13793,PROSE,chain,3,nie,orange_scurvy,PSEUDO,no,no,1,1,118,126,
gpt-4.1-nano,46,3363,ORACLE,chain,2,backadj,orange_scurvy,PSEUDO,no,yes,0,1,160,196,
gpt-4.1-nano,46,3363,DR_k1,chain,2,backadj,orange_scurvy,PSEUDO,no,no,1,1,160,230,
gpt-4.1-nano,49,6551,PROSE,chain,3,ett,college_salary,PSEUDO,yes,no,0,1,134,194,
gpt-4.1-nano,50,18540,RAW,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,110,90,
gpt-4.1-nano,51,13794,RAW,chain,3,nie,orange_scurvy,PSEUDO,yes,no,0,1,97,87,
gpt-4.1-nano,50,18540,PROSE,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,133,104,
gpt-4.1-nano,48,13793,ORACLE,chain,3,nie,orange_scurvy,PSEUDO,no,yes,0,1,133,250,
gpt-4.1-nano,49,6551,DR_k1,chain,3,ett,college_salary,PSEUDO,yes,no,0,1,142,182,
gpt-4.1-nano,49,6551,RAW,chain,3,ett,college_salary,PSEUDO,yes,no,0,1,114,244,
gpt-4.1-nano,40,16918,DR_k1,chain,1,marginal,college_salary,PSEUDO,no,no,1,1,140,700,
gpt-4.1-nano,53,13705,PROSE,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,132,107,
gpt-4.1-nano,51,13794,ORACLE,chain,3,nie,orange_scurvy,PSEUDO,yes,no,0,1,133,135,
gpt-4.1-nano,52,3292,RAW,chain,3,ett,orange_scurvy,PSEUDO,no,yes,0,1,107,136,
gpt-4.1-nano,51,13794,PROSE,chain,3,nie,orange_scurvy,PSEUDO,yes,yes,1,1,118,203,
gpt-4.1-nano,52,3292,DR_k1,chain,3,ett,orange_scurvy,PSEUDO,no,yes,0,1,144,222,
gpt-4.1-nano,52,3292,PROSE,chain,3,ett,orange_scurvy,PSEUDO,no,no,1,1,129,111,
gpt-4.1-nano,52,3292,ORACLE,chain,3,ett,orange_scurvy,PSEUDO,no,no,1,1,144,224,
gpt-4.1-nano,53,13705,RAW,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,110,107,
gpt-4.1-nano,50,18540,ORACLE,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,148,320,
gpt-4.1-nano,51,13794,DR_k1,chain,3,nie,orange_scurvy,PSEUDO,yes,yes,1,1,126,303,
gpt-4.1-nano,53,13705,ORACLE,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,147,351,
gpt-4.1-nano,50,18540,DR_k1,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,140,233,
gpt-4.1-nano,53,13705,DR_k1,chain,3,ett,orange_scurvy,PSEUDO,yes,yes,1,1,147,197,
gpt-4.1-nano,54,1961,DR_k1,collision,1,exp_away,elite_students,PSEUDO,yes,yes,1,1,216,300,
gpt-4.1-nano,54,1961,PROSE,collision,1,exp_away,elite_students,PSEUDO,yes,yes,1,1,200,178,
gpt-4.1-nano,54,1961,RAW,collision,1,exp_away,elite_students,PSEUDO,yes,yes,1,1,179,539,
gpt-4.1-nano,56,6741,RAW,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,112,278,
gpt-4.1-nano,54,1961,ORACLE,collision,1,exp_away,elite_students,PSEUDO,yes,yes,1,1,215,566,
gpt-4.1-nano,55,2761,PROSE,collision,1,exp_away,man_in_relationship,PSEUDO,no,yes,0,1,182,378,
gpt-4.1-nano,56,6741,DR_k1,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,147,343,
gpt-4.1-nano,56,6741,ORACLE,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,148,224,
gpt-4.1-nano,56,6741,PROSE,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,133,338,
gpt-4.1-nano,58,2714,PROSE,collision,1,exp_away,hospitalization,PSEUDO,no,no,1,1,187,213,
gpt-4.1-nano,57,17117,ORACLE,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,150,401,
gpt-4.1-nano,57,17117,RAW,collision,1,marginal,elite_students,PSEUDO,no,no,1,1,113,287,
gpt-4.1-nano,55,2761,RAW,collision,1,exp_away,man_in_relationship,PSEUDO,no,yes,0,1,161,458,
gpt-4.1-nano,55,2761,DR_k1,collision,1,exp_away,man_in_relationship,PSEUDO,no,no,1,1,197,450,
gpt-4.1-nano,58,2714,RAW,collision,1,exp_away,hospitalization,PSEUDO,no,no,1,1,164,250,
