model,item,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,1,DR_k1,IV,1,correlation,water_cholera,KEEP,no,no,1,1,158,650,
gpt-4.1-nano,6,DR_k1,IV,2,backadj,cholesterol,KEEP,no,yes,0,1,180,236,
gpt-4.1-nano,9,RAW,IV,2,backadj,water_cholera,KEEP,yes,no,0,1,124,3,
gpt-4.1-nano,10,PROSE,IV,2,ate,water_cholera,KEEP,no,no,1,1,179,269,
gpt-4.1-nano,10,RAW,IV,2,ate,water_cholera,KEEP,no,no,1,1,147,700,
gpt-4.1-nano,10,ORACLE,IV,2,ate,water_cholera,KEEP,no,no,1,1,195,683,
gpt-4.1-nano,7,ORACLE,IV,2,ate,water_cholera,KEEP,no,yes,0,1,201,224,
gpt-4.1-nano,6,ORACLE,IV,2,backadj,cholesterol,KEEP,no,no,1,1,188,190,
gpt-4.1-nano,8,PROSE,IV,2,ate,price,KEEP,no,no,1,1,172,379,
gpt-4.1-nano,7,RAW,IV,2,ate,water_cholera,KEEP,no,no,1,1,150,292,
gpt-4.1-nano,5,DR_k1,IV,1,marginal,tax_smoke_birthWeight,KEEP,yes,yes,1,1,188,450,
gpt-4.1-nano,5,ORACLE,IV,1,marginal,tax_smoke_birthWeight,KEEP,yes,yes,1,1,189,427,
gpt-4.1-nano,9,PROSE,IV,2,backadj,water_cholera,KEEP,yes,yes,1,1,154,183,
gpt-4.1-nano,9,ORACLE,IV,2,backadj,water_cholera,KEEP,yes,yes,1,1,170,177,
gpt-4.1-nano,9,DR_k1,IV,2,backadj,water_cholera,KEEP,yes,yes,1,1,163,173,
gpt-4.1-nano,7,DR_k1,IV,2,ate,water_cholera,KEEP,no,yes,0,1,199,153,
gpt-4.1-nano,7,PROSE,IV,2,ate,water_cholera,KEEP,no,no,1,1,186,695,
gpt-4.1-nano,8,RAW,IV,2,ate,price,KEEP,no,no,1,1,144,450,
gpt-4.1-nano,11,PROSE,IV,2,ate,tax_smoke_birthWeight,KEEP,no,no,1,1,193,341,
gpt-4.1-nano,8,DR_k1,IV,2,ate,price,KEEP,no,no,1,1,181,514,
gpt-4.1-nano,11,DR_k1,IV,2,ate,tax_smoke_birthWeight,KEEP,no,no,1,1,199,384,
gpt-4.1-nano,8,ORACLE,IV,2,ate,price,KEEP,no,no,1,1,187,547,
gpt-4.1-nano,11,RAW,IV,2,ate,tax_smoke_birthWeight,KEEP,no,no,1,1,147,411,
gpt-4.1-nano,11,ORACLE,IV,2,ate,tax_smoke_birthWeight,KEEP,no,no,1,1,209,386,
gpt-4.1-nano,13,PROSE,IV,3,det-counterfactual,water_cholera,KEEP,no,yes,0,1,158,360,
gpt-4.1-nano,6,PROSE,IV,2,backadj,cholesterol,KEEP,no,no,1,1,173,3,
gpt-4.1-nano,12,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,KEEP,no,no,1,1,173,500,
gpt-4.1-nano,12,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,KEEP,no,no,1,1,188,474,
gpt-4.1-nano,12,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,KEEP,no,yes,0,1,189,454,
gpt-4.1-nano,12,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,KEEP,no,no,1,1,127,458,
gpt-4.1-nano,14,PROSE,IV,3,det-counterfactual,water_cholera,KEEP,yes,yes,1,1,158,307,
gpt-4.1-nano,13,ORACLE,IV,3,det-counterfactual,water_cholera,KEEP,no,no,1,1,173,333,
gpt-4.1-nano,10,DR_k1,IV,2,ate,water_cholera,KEEP,no,no,1,1,194,553,
gpt-4.1-nano,14,RAW,IV,3,det-counterfactual,water_cholera,KEEP,yes,yes,1,1,122,294,
gpt-4.1-nano,14,ORACLE,IV,3,det-counterfactual,water_cholera,KEEP,yes,no,0,1,173,353,
gpt-4.1-nano,17,PROSE,IV,3,det-counterfactual,price,KEEP,no,yes,0,1,143,120,
gpt-4.1-nano,13,DR_k1,IV,3,det-counterfactual,water_cholera,KEEP,no,no,1,1,172,465,
gpt-4.1-nano,15,PROSE,IV,3,det-counterfactual,cholesterol,KEEP,yes,yes,1,1,170,309,
gpt-4.1-nano,17,RAW,IV,3,det-counterfactual,price,KEEP,no,no,1,1,115,145,
gpt-4.1-nano,15,DR_k1,IV,3,det-counterfactual,cholesterol,KEEP,yes,yes,1,1,189,376,
gpt-4.1-nano,16,PROSE,IV,3,det-counterfactual,college_wage,KEEP,no,yes,0,1,171,237,
gpt-4.1-nano,15,ORACLE,IV,3,det-counterfactual,cholesterol,KEEP,yes,yes,1,1,185,456,
gpt-4.1-nano,17,ORACLE,IV,3,det-counterfactual,price,KEEP,no,yes,0,1,158,209,
gpt-4.1-nano,16,RAW,IV,3,det-counterfactual,college_wage,KEEP,no,no,1,1,133,272,
gpt-4.1-nano,16,ORACLE,IV,3,det-counterfactual,college_wage,KEEP,no,yes,0,1,186,382,
gpt-4.1-nano,15,RAW,IV,3,det-counterfactual,cholesterol,KEEP,yes,yes,1,1,135,503,
gpt-4.1-nano,17,DR_k1,IV,3,det-counterfactual,price,KEEP,no,yes,0,1,158,187,
gpt-4.1-nano,16,DR_k1,IV,3,det-counterfactual,college_wage,KEEP,no,yes,0,1,178,430,
gpt-4.1-nano,13,RAW,IV,3,det-counterfactual,water_cholera,KEEP,no,no,1,1,122,450,
gpt-4.1-nano,18,RAW,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,108,267,
gpt-4.1-nano,18,PROSE,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,137,294,
gpt-4.1-nano,20,PROSE,arrowhead,1,marginal,smoking_gene_cancer,KEEP,no,no,1,1,152,258,
gpt-4.1-nano,19,PROSE,arrowhead,1,marginal,nature_vs_nurture,KEEP,no,no,1,1,164,296,
gpt-4.1-nano,19,RAW,arrowhead,1,marginal,nature_vs_nurture,KEEP,no,no,1,1,118,347,
gpt-4.1-nano,20,RAW,arrowhead,1,marginal,smoking_gene_cancer,KEEP,no,no,1,1,119,274,
gpt-4.1-nano,19,DR_k1,arrowhead,1,marginal,nature_vs_nurture,KEEP,no,no,1,1,180,433,
gpt-4.1-nano,18,DR_k1,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,153,392,
gpt-4.1-nano,18,ORACLE,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,153,388,
gpt-4.1-nano,21,RAW,arrowhead,1,correlation,nature_vs_nurture,KEEP,no,no,1,1,117,248,
gpt-4.1-nano,19,ORACLE,arrowhead,1,marginal,nature_vs_nurture,KEEP,no,no,1,1,179,443,
gpt-4.1-nano,20,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,KEEP,no,no,1,1,167,378,
gpt-4.1-nano,21,PROSE,arrowhead,1,correlation,nature_vs_nurture,KEEP,no,no,1,1,164,344,
gpt-4.1-nano,24,RAW,arrowhead,2,backadj,gender_pay,KEEP,no,yes,0,1,127,3,
gpt-4.1-nano,24,PROSE,arrowhead,2,backadj,gender_pay,KEEP,no,yes,0,1,159,3,
gpt-4.1-nano,20,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,KEEP,no,no,1,1,167,384,
gpt-4.1-nano,25,RAW,arrowhead,2,backadj,gender_admission_state,KEEP,yes,no,0,1,121,3,
gpt-4.1-nano,22,RAW,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,117,263,
gpt-4.1-nano,25,PROSE,arrowhead,2,backadj,gender_admission_state,KEEP,yes,no,0,1,156,3,
gpt-4.1-nano,21,ORACLE,arrowhead,1,correlation,nature_vs_nurture,KEEP,no,no,1,1,179,414,
gpt-4.1-nano,22,PROSE,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,147,342,
gpt-4.1-nano,23,PROSE,arrowhead,1,marginal,smoking_gene_cancer,KEEP,yes,yes,1,1,152,248,
gpt-4.1-nano,26,RAW,arrowhead,2,ate,gender_pay,KEEP,yes,yes,1,1,106,1,
gpt-4.1-nano,22,DR_k1,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,164,356,
gpt-4.1-nano,23,RAW,arrowhead,1,marginal,smoking_gene_cancer,KEEP,yes,yes,1,1,119,241,
gpt-4.1-nano,26,PROSE,arrowhead,2,ate,gender_pay,KEEP,yes,yes,1,1,137,95,
gpt-4.1-nano,21,DR_k1,arrowhead,1,correlation,nature_vs_nurture,KEEP,no,no,1,1,178,396,
gpt-4.1-nano,24,DR_k1,arrowhead,2,backadj,gender_pay,KEEP,no,yes,0,1,176,205,
gpt-4.1-nano,24,ORACLE,arrowhead,2,backadj,gender_pay,KEEP,no,yes,0,1,174,202,
gpt-4.1-nano,25,ORACLE,arrowhead,2,backadj,gender_admission_state,KEEP,yes,yes,1,1,171,223,
gpt-4.1-nano,29,PROSE,arrowhead,2,backadj,smoking_gene_cancer,KEEP,no,yes,0,1,155,174,
gpt-4.1-nano,29,RAW,arrowhead,2,backadj,smoking_gene_cancer,KEEP,no,yes,0,1,124,3,
gpt-4.1-nano,26,ORACLE,arrowhead,2,ate,gender_pay,KEEP,yes,yes,1,1,152,125,
gpt-4.1-nano,22,ORACLE,arrowhead,1,marginal,obesity_mortality,KEEP,no,no,1,1,163,408,
gpt-4.1-nano,23,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,KEEP,yes,yes,1,1,167,454,
gpt-4.1-nano,23,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,KEEP,yes,yes,1,1,167,474,
gpt-4.1-nano,27,RAW,arrowhead,2,ate,nature_vs_nurture,KEEP,yes,yes,1,1,107,105,
gpt-4.1-nano,28,RAW,arrowhead,2,ate,gender_admission_state,KEEP,yes,yes,1,1,104,53,
gpt-4.1-nano,28,PROSE,arrowhead,2,ate,gender_admission_state,KEEP,yes,yes,1,1,139,55,
gpt-4.1-nano,25,DR_k1,arrowhead,2,backadj,gender_admission_state,KEEP,yes,yes,1,1,170,278,
gpt-4.1-nano,26,DR_k1,arrowhead,2,ate,gender_pay,KEEP,yes,yes,1,1,154,440,
gpt-4.1-nano,27,PROSE,arrowhead,2,ate,nature_vs_nurture,KEEP,yes,yes,1,1,153,228,
gpt-4.1-nano,27,DR_k1,arrowhead,2,ate,nature_vs_nurture,KEEP,yes,yes,1,1,169,240,
gpt-4.1-nano,28,DR_k1,arrowhead,2,ate,gender_admission_state,KEEP,yes,yes,1,1,153,382,
gpt-4.1-nano,29,ORACLE,arrowhead,2,backadj,smoking_gene_cancer,KEEP,no,yes,0,1,170,390,
gpt-4.1-nano,27,ORACLE,arrowhead,2,ate,nature_vs_nurture,KEEP,yes,yes,1,1,168,347,
gpt-4.1-nano,28,ORACLE,arrowhead,2,ate,gender_admission_state,KEEP,yes,yes,1,1,154,378,
gpt-4.1-nano,29,DR_k1,arrowhead,2,backadj,smoking_gene_cancer,KEEP,no,no,1,1,170,296,
gpt-4.1-nano,30,RAW,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,112,183,
gpt-4.1-nano,30,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,162,353,
gpt-4.1-nano,30,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,147,514,
gpt-4.1-nano,32,PROSE,arrowhead,3,nie,gender_pay,KEEP,no,yes,0,1,299,396,
gpt-4.1-nano,30,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,161,497,
gpt-4.1-nano,32,RAW,arrowhead,3,nie,gender_pay,KEEP,no,yes,0,1,267,486,
gpt-4.1-nano,33,RAW,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,114,316,
gpt-4.1-nano,31,RAW,arrowhead,3,nde,smoke_birthWeight,KEEP,no,no,1,1,278,700,
gpt-4.1-nano,31,ORACLE,arrowhead,3,nde,smoke_birthWeight,KEEP,no,yes,0,1,336,700,
gpt-4.1-nano,33,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,164,457,
gpt-4.1-nano,31,PROSE,arrowhead,3,nde,smoke_birthWeight,KEEP,no,yes,0,1,321,700,
gpt-4.1-nano,14,DR_k1,IV,3,det-counterfactual,water_cholera,KEEP,yes,yes,1,1,172,395,
gpt-4.1-nano,31,DR_k1,arrowhead,3,nde,smoke_birthWeight,KEEP,no,no,1,1,334,700,
gpt-4.1-nano,34,PROSE,arrowhead,3,ett,smoking_gene_cancer,KEEP,no,no,1,1,154,334,
gpt-4.1-nano,32,ORACLE,arrowhead,3,nie,gender_pay,KEEP,no,,0,0,314,700,
gpt-4.1-nano,32,DR_k1,arrowhead,3,nie,gender_pay,KEEP,no,yes,0,1,314,589,
gpt-4.1-nano,34,RAW,arrowhead,3,ett,smoking_gene_cancer,KEEP,no,no,1,1,121,480,
gpt-4.1-nano,33,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,164,545,
gpt-4.1-nano,33,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,KEEP,no,no,1,1,149,615,
gpt-4.1-nano,34,ORACLE,arrowhead,3,ett,smoking_gene_cancer,KEEP,no,no,1,1,169,423,
gpt-4.1-nano,36,RAW,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,106,347,
gpt-4.1-nano,35,RAW,arrowhead,3,nie,nature_vs_nurture,KEEP,yes,yes,1,1,276,414,
gpt-4.1-nano,34,DR_k1,arrowhead,3,ett,smoking_gene_cancer,KEEP,no,no,1,1,169,483,
gpt-4.1-nano,36,PROSE,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,129,559,
gpt-4.1-nano,37,PROSE,chain,1,correlation,orange_scurvy,KEEP,yes,yes,1,1,129,335,
gpt-4.1-nano,38,RAW,chain,1,marginal,college_salary,KEEP,yes,yes,1,1,112,256,
gpt-4.1-nano,36,ORACLE,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,144,482,
gpt-4.1-nano,38,PROSE,chain,1,marginal,college_salary,KEEP,yes,yes,1,1,129,274,
gpt-4.1-nano,35,PROSE,arrowhead,3,nie,nature_vs_nurture,KEEP,yes,,0,0,322,700,
gpt-4.1-nano,37,DR_k1,chain,1,correlation,orange_scurvy,KEEP,yes,yes,1,1,136,451,
gpt-4.1-nano,38,ORACLE,chain,1,marginal,college_salary,KEEP,yes,yes,1,1,144,322,
gpt-4.1-nano,36,DR_k1,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,144,554,
gpt-4.1-nano,35,ORACLE,arrowhead,3,nie,nature_vs_nurture,KEEP,yes,,0,0,337,700,
gpt-4.1-nano,35,DR_k1,arrowhead,3,nie,nature_vs_nurture,KEEP,yes,,0,0,339,700,
gpt-4.1-nano,39,PROSE,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,133,230,
gpt-4.1-nano,37,RAW,chain,1,correlation,orange_scurvy,KEEP,yes,no,0,1,106,700,
gpt-4.1-nano,39,ORACLE,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,148,268,
gpt-4.1-nano,42,PROSE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,138,3,
gpt-4.1-nano,40,PROSE,chain,1,marginal,college_salary,KEEP,no,no,1,1,129,251,
gpt-4.1-nano,39,DR_k1,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,148,265,
gpt-4.1-nano,37,ORACLE,chain,1,correlation,orange_scurvy,KEEP,yes,yes,1,1,144,594,
gpt-4.1-nano,42,RAW,chain,2,backadj,smoking_tar_cancer,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,40,RAW,chain,1,marginal,college_salary,KEEP,no,no,1,1,111,213,
gpt-4.1-nano,43,PROSE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,149,3,
gpt-4.1-nano,40,DR_k1,chain,1,marginal,college_salary,KEEP,no,no,1,1,138,240,
gpt-4.1-nano,43,RAW,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,126,3,
gpt-4.1-nano,45,PROSE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,138,3,
gpt-4.1-nano,45,RAW,chain,2,backadj,smoking_tar_cancer,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,38,DR_k1,chain,1,marginal,college_salary,KEEP,yes,yes,1,1,144,332,
gpt-4.1-nano,44,PROSE,chain,2,ate,college_salary,KEEP,no,yes,0,1,120,1,
gpt-4.1-nano,46,PROSE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,149,3,
gpt-4.1-nano,46,RAW,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,126,3,
gpt-4.1-nano,40,ORACLE,chain,1,marginal,college_salary,KEEP,no,no,1,1,144,282,
gpt-4.1-nano,44,RAW,chain,2,ate,college_salary,KEEP,no,no,1,1,102,64,
gpt-4.1-nano,43,ORACLE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,137,
gpt-4.1-nano,42,DR_k1,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,146,149,
gpt-4.1-nano,44,ORACLE,chain,2,ate,college_salary,KEEP,no,no,1,1,135,143,
gpt-4.1-nano,43,DR_k1,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,156,167,
gpt-4.1-nano,41,ORACLE,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,143,386,
gpt-4.1-nano,41,PROSE,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,128,414,
gpt-4.1-nano,44,DR_k1,chain,2,ate,college_salary,KEEP,no,no,1,1,129,137,
gpt-4.1-nano,46,ORACLE,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,137,
gpt-4.1-nano,47,PROSE,chain,2,ate,college_salary,KEEP,no,no,1,1,119,3,
gpt-4.1-nano,45,DR_k1,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,154,160,
gpt-4.1-nano,41,RAW,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,111,514,
gpt-4.1-nano,48,PROSE,chain,3,nie,orange_scurvy,KEEP,no,yes,0,1,119,1,
gpt-4.1-nano,47,RAW,chain,2,ate,college_salary,KEEP,no,no,1,1,102,49,
gpt-4.1-nano,42,ORACLE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,153,164,
gpt-4.1-nano,47,ORACLE,chain,2,ate,college_salary,KEEP,no,no,1,1,134,121,
gpt-4.1-nano,41,DR_k1,chain,1,correlation,college_salary,KEEP,yes,yes,1,1,137,526,
gpt-4.1-nano,46,DR_k1,chain,2,backadj,orange_scurvy,KEEP,no,yes,0,1,164,250,
gpt-4.1-nano,48,RAW,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,97,58,
gpt-4.1-nano,45,ORACLE,chain,2,backadj,smoking_tar_cancer,KEEP,no,yes,0,1,153,156,
gpt-4.1-nano,49,RAW,chain,3,ett,college_salary,KEEP,yes,yes,1,1,118,84,
gpt-4.1-nano,51,PROSE,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,119,1,
gpt-4.1-nano,48,ORACLE,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,134,115,
gpt-4.1-nano,49,PROSE,chain,3,ett,college_salary,KEEP,yes,yes,1,1,135,1,
gpt-4.1-nano,48,DR_k1,chain,3,nie,orange_scurvy,KEEP,no,no,1,1,135,199,
gpt-4.1-nano,47,DR_k1,chain,2,ate,college_salary,KEEP,no,no,1,1,128,192,
gpt-4.1-nano,50,RAW,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,107,75,
gpt-4.1-nano,50,PROSE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,129,82,
gpt-4.1-nano,49,ORACLE,chain,3,ett,college_salary,KEEP,yes,yes,1,1,150,159,
gpt-4.1-nano,39,RAW,chain,1,marginal,orange_scurvy,KEEP,no,no,1,1,110,305,
gpt-4.1-nano,51,RAW,chain,3,nie,orange_scurvy,KEEP,yes,no,0,1,97,105,
gpt-4.1-nano,52,PROSE,chain,3,ett,orange_scurvy,KEEP,no,no,1,1,133,143,
gpt-4.1-nano,51,ORACLE,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,134,120,
gpt-4.1-nano,52,ORACLE,chain,3,ett,orange_scurvy,KEEP,no,yes,0,1,148,114,
gpt-4.1-nano,50,DR_k1,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,136,151,
gpt-4.1-nano,52,RAW,chain,3,ett,orange_scurvy,KEEP,no,no,1,1,110,148,
gpt-4.1-nano,50,ORACLE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,144,201,
gpt-4.1-nano,53,RAW,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,107,101,
gpt-4.1-nano,53,PROSE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,129,102,
gpt-4.1-nano,51,DR_k1,chain,3,nie,orange_scurvy,KEEP,yes,yes,1,1,126,168,
gpt-4.1-nano,52,DR_k1,chain,3,ett,orange_scurvy,KEEP,no,yes,0,1,148,182,
gpt-4.1-nano,49,DR_k1,chain,3,ett,college_salary,KEEP,yes,yes,1,1,144,277,
gpt-4.1-nano,53,DR_k1,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,145,242,
gpt-4.1-nano,53,ORACLE,chain,3,ett,orange_scurvy,KEEP,yes,yes,1,1,144,204,
gpt-4.1-nano,55,PROSE,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,176,217,
gpt-4.1-nano,56,RAW,collision,1,marginal,elite_students,KEEP,no,no,1,1,109,289,
gpt-4.1-nano,55,ORACLE,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,191,319,
gpt-4.1-nano,57,RAW,collision,1,marginal,elite_students,KEEP,no,no,1,1,106,260,
gpt-4.1-nano,56,ORACLE,collision,1,marginal,elite_students,KEEP,no,no,1,1,147,275,
gpt-4.1-nano,54,RAW,collision,1,exp_away,elite_students,KEEP,yes,yes,1,1,172,433,
gpt-4.1-nano,56,DR_k1,collision,1,marginal,elite_students,KEEP,no,no,1,1,147,350,
gpt-4.1-nano,56,PROSE,collision,1,marginal,elite_students,KEEP,no,no,1,1,132,382,
gpt-4.1-nano,54,DR_k1,collision,1,exp_away,elite_students,KEEP,yes,yes,1,1,209,401,
gpt-4.1-nano,55,RAW,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,158,595,
gpt-4.1-nano,57,PROSE,collision,1,marginal,elite_students,KEEP,no,no,1,1,129,335,
gpt-4.1-nano,54,PROSE,collision,1,exp_away,elite_students,KEEP,yes,no,0,1,195,700,
gpt-4.1-nano,58,RAW,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,164,168,
gpt-4.1-nano,57,ORACLE,collision,1,marginal,elite_students,KEEP,no,no,1,1,144,284,
gpt-4.1-nano,58,PROSE,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,185,206,
gpt-4.1-nano,61,PROSE,collision,2,backadj,celebrity,KEEP,yes,no,0,1,127,3,
gpt-4.1-nano,55,DR_k1,collision,1,exp_away,man_in_relationship,KEEP,no,no,1,1,191,323,
gpt-4.1-nano,58,ORACLE,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,200,231,
gpt-4.1-nano,61,RAW,collision,2,backadj,celebrity,KEEP,yes,no,0,1,111,3,
gpt-4.1-nano,60,ORACLE,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,135,125,
gpt-4.1-nano,59,RAW,collision,1,exp_away,man_in_relationship,KEEP,yes,yes,1,1,158,176,
gpt-4.1-nano,58,DR_k1,collision,1,exp_away,hospitalization,KEEP,no,no,1,1,200,210,
gpt-4.1-nano,60,RAW,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,97,139,
gpt-4.1-nano,62,RAW,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,101,3,
gpt-4.1-nano,60,PROSE,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,120,272,
gpt-4.1-nano,63,RAW,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,101,1,
gpt-4.1-nano,57,DR_k1,collision,1,marginal,elite_students,KEEP,no,no,1,1,144,371,
gpt-4.1-nano,54,ORACLE,collision,1,exp_away,elite_students,KEEP,yes,no,0,1,210,700,
gpt-4.1-nano,59,DR_k1,collision,1,exp_away,man_in_relationship,KEEP,yes,yes,1,1,192,265,
gpt-4.1-nano,60,DR_k1,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,134,193,
gpt-4.1-nano,59,PROSE,collision,1,exp_away,man_in_relationship,KEEP,yes,yes,1,1,176,344,
gpt-4.1-nano,59,ORACLE,collision,1,exp_away,man_in_relationship,KEEP,yes,yes,1,1,191,294,
gpt-4.1-nano,64,PROSE,collision,2,backadj,celebrity,KEEP,no,no,1,1,131,3,
gpt-4.1-nano,62,PROSE,collision,2,collider_bias,elite_students,KEEP,no,no,1,1,126,150,
gpt-4.1-nano,61,ORACLE,collision,2,backadj,celebrity,KEEP,yes,yes,1,1,142,236,
gpt-4.1-nano,64,RAW,collision,2,backadj,celebrity,KEEP,no,no,1,1,115,3,
