model,item,id,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,9,19839,PROSE,IV,2,backadj,water_cholera,PERMUTE,yes,no,0,1,160,3,
gpt-4.1-nano,6,16813,DR_k1,IV,2,backadj,cholesterol,PERMUTE,no,yes,0,1,191,276,
gpt-4.1-nano,9,19839,RAW,IV,2,backadj,water_cholera,PERMUTE,yes,no,0,1,128,3,
gpt-4.1-nano,6,16813,PROSE,IV,2,backadj,cholesterol,PERMUTE,no,no,1,1,186,314,
gpt-4.1-nano,9,19839,DR_k1,IV,2,backadj,water_cholera,PERMUTE,yes,yes,1,1,168,201,
gpt-4.1-nano,9,19839,ORACLE,IV,2,backadj,water_cholera,PERMUTE,yes,yes,1,1,175,211,
gpt-4.1-nano,7,15133,ORACLE,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,200,256,
gpt-4.1-nano,10,4741,ORACLE,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,191,139,
gpt-4.1-nano,7,15133,RAW,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,150,261,
gpt-4.1-nano,8,13835,PROSE,IV,2,ate,price,PERMUTE,no,yes,0,1,176,406,
gpt-4.1-nano,10,4741,PROSE,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,176,344,
gpt-4.1-nano,10,4741,DR_k1,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,192,276,
gpt-4.1-nano,7,15133,DR_k1,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,200,400,
gpt-4.1-nano,11,9410,PROSE,IV,2,ate,tax_smoke_birthWeight,PERMUTE,no,no,1,1,194,346,
gpt-4.1-nano,13,20753,PROSE,IV,3,det-counterfactual,water_cholera,PERMUTE,no,yes,0,1,164,188,
gpt-4.1-nano,12,10311,RAW,IV,3,det-counterfactual,tax_smoke_birthWeight,PERMUTE,no,no,1,1,130,405,
gpt-4.1-nano,11,9410,DR_k1,IV,2,ate,tax_smoke_birthWeight,PERMUTE,no,no,1,1,201,477,
gpt-4.1-nano,10,4741,RAW,IV,2,ate,water_cholera,PERMUTE,no,no,1,1,144,507,
gpt-4.1-nano,8,13835,RAW,IV,2,ate,price,PERMUTE,no,no,1,1,143,545,
gpt-4.1-nano,8,13835,ORACLE,IV,2,ate,price,PERMUTE,no,yes,0,1,191,575,
gpt-4.1-nano,11,9410,ORACLE,IV,2,ate,tax_smoke_birthWeight,PERMUTE,no,no,1,1,210,502,
gpt-4.1-nano,12,10311,ORACLE,IV,3,det-counterfactual,tax_smoke_birthWeight,PERMUTE,no,no,1,1,188,409,
gpt-4.1-nano,12,10311,PROSE,IV,3,det-counterfactual,tax_smoke_birthWeight,PERMUTE,no,no,1,1,172,547,
gpt-4.1-nano,11,9410,RAW,IV,2,ate,tax_smoke_birthWeight,PERMUTE,no,,0,0,148,700,
gpt-4.1-nano,13,20753,ORACLE,IV,3,det-counterfactual,water_cholera,PERMUTE,no,no,1,1,179,373,
gpt-4.1-nano,14,20742,PROSE,IV,3,det-counterfactual,water_cholera,PERMUTE,yes,yes,1,1,157,455,
gpt-4.1-nano,14,20742,ORACLE,IV,3,det-counterfactual,water_cholera,PERMUTE,yes,yes,1,1,172,495,
gpt-4.1-nano,12,10311,DR_k1,IV,3,det-counterfactual,tax_smoke_birthWeight,PERMUTE,no,yes,0,1,188,522,
gpt-4.1-nano,14,20742,RAW,IV,3,det-counterfactual,water_cholera,PERMUTE,yes,no,0,1,122,376,
gpt-4.1-nano,14,20742,DR_k1,IV,3,det-counterfactual,water_cholera,PERMUTE,yes,no,0,1,172,559,
gpt-4.1-nano,15,20143,PROSE,IV,3,det-counterfactual,cholesterol,PERMUTE,yes,yes,1,1,172,468,
gpt-4.1-nano,13,20753,DR_k1,IV,3,det-counterfactual,water_cholera,PERMUTE,no,no,1,1,179,522,
gpt-4.1-nano,15,20143,RAW,IV,3,det-counterfactual,cholesterol,PERMUTE,yes,yes,1,1,129,470,
gpt-4.1-nano,13,20753,RAW,IV,3,det-counterfactual,water_cholera,PERMUTE,no,no,1,1,127,565,
gpt-4.1-nano,17,10048,RAW,IV,3,det-counterfactual,price,PERMUTE,no,no,1,1,115,362,
gpt-4.1-nano,17,10048,ORACLE,IV,3,det-counterfactual,price,PERMUTE,no,yes,0,1,160,206,
gpt-4.1-nano,16,9804,DR_k1,IV,3,det-counterfactual,college_wage,PERMUTE,no,yes,0,1,171,361,
gpt-4.1-nano,16,9804,RAW,IV,3,det-counterfactual,college_wage,PERMUTE,no,no,1,1,124,453,
gpt-4.1-nano,16,9804,PROSE,IV,3,det-counterfactual,college_wage,PERMUTE,no,yes,0,1,162,456,
gpt-4.1-nano,16,9804,ORACLE,IV,3,det-counterfactual,college_wage,PERMUTE,no,yes,0,1,177,396,
gpt-4.1-nano,17,10048,PROSE,IV,3,det-counterfactual,price,PERMUTE,no,no,1,1,145,339,
gpt-4.1-nano,15,20143,ORACLE,IV,3,det-counterfactual,cholesterol,PERMUTE,yes,yes,1,1,187,393,
gpt-4.1-nano,17,10048,DR_k1,IV,3,det-counterfactual,price,PERMUTE,no,no,1,1,160,341,
gpt-4.1-nano,19,7727,RAW,arrowhead,1,marginal,nature_vs_nurture,PERMUTE,no,no,1,1,122,352,
gpt-4.1-nano,19,7727,PROSE,arrowhead,1,marginal,nature_vs_nurture,PERMUTE,no,no,1,1,167,472,
gpt-4.1-nano,15,20143,DR_k1,IV,3,det-counterfactual,cholesterol,PERMUTE,yes,yes,1,1,186,472,
gpt-4.1-nano,21,13243,ORACLE,arrowhead,1,correlation,nature_vs_nurture,PERMUTE,no,no,1,1,187,264,
gpt-4.1-nano,21,13243,RAW,arrowhead,1,correlation,nature_vs_nurture,PERMUTE,no,no,1,1,125,302,
gpt-4.1-nano,20,19542,PROSE,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,no,,0,0,150,700,
gpt-4.1-nano,18,3257,DR_k1,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,,0,0,155,700,
gpt-4.1-nano,18,3257,ORACLE,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,,0,0,155,700,
gpt-4.1-nano,18,3257,PROSE,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,no,1,1,140,700,
gpt-4.1-nano,22,18339,RAW,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,no,1,1,123,281,
gpt-4.1-nano,21,13243,DR_k1,arrowhead,1,correlation,nature_vs_nurture,PERMUTE,no,no,1,1,189,395,
gpt-4.1-nano,20,19542,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,no,no,1,1,165,700,
gpt-4.1-nano,21,13243,PROSE,arrowhead,1,correlation,nature_vs_nurture,PERMUTE,no,no,1,1,172,400,
gpt-4.1-nano,19,7727,DR_k1,arrowhead,1,marginal,nature_vs_nurture,PERMUTE,no,no,1,1,184,458,
gpt-4.1-nano,19,7727,ORACLE,arrowhead,1,marginal,nature_vs_nurture,PERMUTE,no,no,1,1,182,405,
gpt-4.1-nano,20,19542,RAW,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,no,yes,0,1,116,445,
gpt-4.1-nano,25,7137,RAW,arrowhead,2,backadj,gender_admission_state,PERMUTE,yes,no,0,1,122,3,
gpt-4.1-nano,22,18339,PROSE,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,yes,0,1,160,613,
gpt-4.1-nano,25,7137,PROSE,arrowhead,2,backadj,gender_admission_state,PERMUTE,yes,no,0,1,155,3,
gpt-4.1-nano,18,3257,RAW,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,no,1,1,109,627,
gpt-4.1-nano,22,18339,ORACLE,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,,0,0,175,700,
gpt-4.1-nano,23,19527,PROSE,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,yes,no,0,1,151,623,
gpt-4.1-nano,24,17802,ORACLE,arrowhead,2,backadj,gender_pay,PERMUTE,no,no,1,1,185,305,
gpt-4.1-nano,24,17802,DR_k1,arrowhead,2,backadj,gender_pay,PERMUTE,no,no,1,1,186,272,
gpt-4.1-nano,25,7137,DR_k1,arrowhead,2,backadj,gender_admission_state,PERMUTE,yes,yes,1,1,171,338,
gpt-4.1-nano,20,19542,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,no,yes,0,1,165,687,
gpt-4.1-nano,26,12885,RAW,arrowhead,2,ate,gender_pay,PERMUTE,yes,no,0,1,110,190,
gpt-4.1-nano,24,17802,RAW,arrowhead,2,backadj,gender_pay,PERMUTE,no,no,1,1,132,3,
gpt-4.1-nano,27,7599,RAW,arrowhead,2,ate,nature_vs_nurture,PERMUTE,yes,yes,1,1,116,1,
gpt-4.1-nano,22,18339,DR_k1,arrowhead,1,marginal,obesity_mortality,PERMUTE,no,,0,0,175,700,
gpt-4.1-nano,24,17802,PROSE,arrowhead,2,backadj,gender_pay,PERMUTE,no,yes,0,1,170,187,
gpt-4.1-nano,25,7137,ORACLE,arrowhead,2,backadj,gender_admission_state,PERMUTE,yes,yes,1,1,170,425,
gpt-4.1-nano,23,19527,ORACLE,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,yes,no,0,1,166,700,
gpt-4.1-nano,23,19527,RAW,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,yes,no,0,1,115,700,
gpt-4.1-nano,23,19527,DR_k1,arrowhead,1,marginal,smoking_gene_cancer,PERMUTE,yes,no,0,1,166,700,
gpt-4.1-nano,27,7599,PROSE,arrowhead,2,ate,nature_vs_nurture,PERMUTE,yes,yes,1,1,163,276,
gpt-4.1-nano,27,7599,DR_k1,arrowhead,2,ate,nature_vs_nurture,PERMUTE,yes,yes,1,1,177,280,
gpt-4.1-nano,27,7599,ORACLE,arrowhead,2,ate,nature_vs_nurture,PERMUTE,yes,yes,1,1,178,261,
gpt-4.1-nano,29,4313,PROSE,arrowhead,2,backadj,smoking_gene_cancer,PERMUTE,no,yes,0,1,156,221,
gpt-4.1-nano,29,4313,RAW,arrowhead,2,backadj,smoking_gene_cancer,PERMUTE,no,no,1,1,124,186,
gpt-4.1-nano,26,12885,ORACLE,arrowhead,2,ate,gender_pay,PERMUTE,yes,yes,1,1,162,471,
gpt-4.1-nano,29,4313,DR_k1,arrowhead,2,backadj,smoking_gene_cancer,PERMUTE,no,yes,0,1,172,387,
gpt-4.1-nano,26,12885,PROSE,arrowhead,2,ate,gender_pay,PERMUTE,yes,yes,1,1,147,606,
gpt-4.1-nano,29,4313,ORACLE,arrowhead,2,backadj,smoking_gene_cancer,PERMUTE,no,yes,0,1,172,370,
gpt-4.1-nano,26,12885,DR_k1,arrowhead,2,ate,gender_pay,PERMUTE,yes,,0,0,164,700,
gpt-4.1-nano,28,2356,ORACLE,arrowhead,2,ate,gender_admission_state,PERMUTE,yes,no,0,1,152,606,
gpt-4.1-nano,28,2356,RAW,arrowhead,2,ate,gender_admission_state,PERMUTE,yes,no,0,1,104,530,
gpt-4.1-nano,30,9885,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,yes,0,1,160,431,
gpt-4.1-nano,30,9885,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,no,1,1,160,496,
gpt-4.1-nano,28,2356,DR_k1,arrowhead,2,ate,gender_admission_state,PERMUTE,yes,no,0,1,152,699,
gpt-4.1-nano,30,9885,RAW,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,no,1,1,110,579,
gpt-4.1-nano,31,19218,PROSE,arrowhead,3,nde,smoke_birthWeight,PERMUTE,no,no,1,1,318,646,
gpt-4.1-nano,31,19218,DR_k1,arrowhead,3,nde,smoke_birthWeight,PERMUTE,no,no,1,1,334,501,
gpt-4.1-nano,32,17732,RAW,arrowhead,3,nie,gender_pay,PERMUTE,no,yes,0,1,271,474,
gpt-4.1-nano,28,2356,PROSE,arrowhead,2,ate,gender_admission_state,PERMUTE,yes,,0,0,137,700,
gpt-4.1-nano,32,17732,PROSE,arrowhead,3,nie,gender_pay,PERMUTE,no,yes,0,1,308,477,
gpt-4.1-nano,31,19218,ORACLE,arrowhead,3,nde,smoke_birthWeight,PERMUTE,no,no,1,1,333,644,
gpt-4.1-nano,31,19218,RAW,arrowhead,3,nde,smoke_birthWeight,PERMUTE,no,no,1,1,274,700,
gpt-4.1-nano,32,17732,ORACLE,arrowhead,3,nie,gender_pay,PERMUTE,no,yes,0,1,323,570,
gpt-4.1-nano,30,9885,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,no,1,1,145,700,
gpt-4.1-nano,34,19501,RAW,arrowhead,3,ett,smoking_gene_cancer,PERMUTE,no,no,1,1,119,132,
gpt-4.1-nano,34,19501,PROSE,arrowhead,3,ett,smoking_gene_cancer,PERMUTE,no,yes,0,1,155,265,
gpt-4.1-nano,33,20254,ORACLE,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,yes,0,1,165,681,
gpt-4.1-nano,33,20254,RAW,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,no,1,1,114,544,
gpt-4.1-nano,32,17732,DR_k1,arrowhead,3,nie,gender_pay,PERMUTE,no,yes,0,1,323,700,
gpt-4.1-nano,36,3303,PROSE,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,132,227,
gpt-4.1-nano,33,20254,DR_k1,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,no,1,1,165,487,
gpt-4.1-nano,36,3303,RAW,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,110,232,
gpt-4.1-nano,37,3405,PROSE,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,129,285,
gpt-4.1-nano,36,3303,ORACLE,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,147,389,
gpt-4.1-nano,36,3303,DR_k1,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,148,415,
gpt-4.1-nano,37,3405,DR_k1,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,136,384,
gpt-4.1-nano,37,3405,RAW,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,106,323,
gpt-4.1-nano,35,18031,PROSE,arrowhead,3,nie,nature_vs_nurture,PERMUTE,yes,no,0,1,337,604,
gpt-4.1-nano,35,18031,ORACLE,arrowhead,3,nie,nature_vs_nurture,PERMUTE,yes,yes,1,1,353,621,
gpt-4.1-nano,34,19501,DR_k1,arrowhead,3,ett,smoking_gene_cancer,PERMUTE,no,no,1,1,170,700,
gpt-4.1-nano,33,20254,PROSE,arrowhead,3,det-counterfactual,gender_admission_state,PERMUTE,no,,0,0,150,700,
gpt-4.1-nano,35,18031,RAW,arrowhead,3,nie,nature_vs_nurture,PERMUTE,yes,no,0,1,284,700,
gpt-4.1-nano,35,18031,DR_k1,arrowhead,3,nie,nature_vs_nurture,PERMUTE,yes,yes,1,1,353,700,
gpt-4.1-nano,34,19501,ORACLE,arrowhead,3,ett,smoking_gene_cancer,PERMUTE,no,no,1,1,170,581,
gpt-4.1-nano,38,1752,DR_k1,chain,1,marginal,college_salary,PERMUTE,yes,no,0,1,145,700,
gpt-4.1-nano,37,3405,ORACLE,chain,1,correlation,orange_scurvy,PERMUTE,yes,yes,1,1,144,598,
gpt-4.1-nano,38,1752,PROSE,chain,1,marginal,college_salary,PERMUTE,yes,no,0,1,130,700,
gpt-4.1-nano,40,16918,RAW,chain,1,marginal,college_salary,PERMUTE,no,no,1,1,116,338,
gpt-4.1-nano,42,4521,PROSE,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,143,3,
gpt-4.1-nano,41,1679,RAW,chain,1,correlation,college_salary,PERMUTE,yes,yes,1,1,105,303,
gpt-4.1-nano,39,3314,RAW,chain,1,marginal,orange_scurvy,PERMUTE,no,no,1,1,110,700,
gpt-4.1-nano,39,3314,DR_k1,chain,1,marginal,orange_scurvy,PERMUTE,no,no,1,1,148,700,
gpt-4.1-nano,42,4521,RAW,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,no,1,1,124,3,
gpt-4.1-nano,43,3348,RAW,chain,2,backadj,orange_scurvy,PERMUTE,no,no,1,1,126,3,
gpt-4.1-nano,43,3348,PROSE,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,149,3,
gpt-4.1-nano,39,3314,PROSE,chain,1,marginal,orange_scurvy,PERMUTE,no,,0,0,132,700,
gpt-4.1-nano,38,1752,ORACLE,chain,1,marginal,college_salary,PERMUTE,yes,no,0,1,145,700,
gpt-4.1-nano,38,1752,RAW,chain,1,marginal,college_salary,PERMUTE,yes,no,0,1,112,700,
gpt-4.1-nano,45,9311,PROSE,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,143,3,
gpt-4.1-nano,45,9311,RAW,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,no,1,1,124,3,
gpt-4.1-nano,42,4521,DR_k1,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,152,162,
gpt-4.1-nano,41,1679,PROSE,chain,1,correlation,college_salary,PERMUTE,yes,yes,1,1,123,599,
gpt-4.1-nano,42,4521,ORACLE,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,159,188,
gpt-4.1-nano,39,3314,ORACLE,chain,1,marginal,orange_scurvy,PERMUTE,no,no,1,1,147,700,
gpt-4.1-nano,41,1679,ORACLE,chain,1,correlation,college_salary,PERMUTE,yes,yes,1,1,138,349,
gpt-4.1-nano,44,12094,RAW,chain,2,ate,college_salary,PERMUTE,no,no,1,1,106,72,
gpt-4.1-nano,43,3348,ORACLE,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,164,205,
gpt-4.1-nano,46,3363,PROSE,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,150,3,
gpt-4.1-nano,40,16918,DR_k1,chain,1,marginal,college_salary,PERMUTE,no,no,1,1,145,700,
gpt-4.1-nano,43,3348,DR_k1,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,156,229,
gpt-4.1-nano,46,3363,RAW,chain,2,backadj,orange_scurvy,PERMUTE,no,no,1,1,128,3,
gpt-4.1-nano,44,12094,ORACLE,chain,2,ate,college_salary,PERMUTE,no,no,1,1,142,298,
gpt-4.1-nano,44,12094,DR_k1,chain,2,ate,college_salary,PERMUTE,no,no,1,1,135,227,
gpt-4.1-nano,41,1679,DR_k1,chain,1,correlation,college_salary,PERMUTE,yes,yes,1,1,131,577,
gpt-4.1-nano,47,1702,RAW,chain,2,ate,college_salary,PERMUTE,no,no,1,1,101,64,
gpt-4.1-nano,40,16918,ORACLE,chain,1,marginal,college_salary,PERMUTE,no,no,1,1,151,700,
gpt-4.1-nano,48,13793,RAW,chain,3,nie,orange_scurvy,PERMUTE,no,no,1,1,97,79,
gpt-4.1-nano,47,1702,PROSE,chain,2,ate,college_salary,PERMUTE,no,no,1,1,119,178,
gpt-4.1-nano,44,12094,PROSE,chain,2,ate,college_salary,PERMUTE,no,no,1,1,127,292,
gpt-4.1-nano,48,13793,ORACLE,chain,3,nie,orange_scurvy,PERMUTE,no,yes,0,1,134,86,
gpt-4.1-nano,48,13793,DR_k1,chain,3,nie,orange_scurvy,PERMUTE,no,no,1,1,135,78,
gpt-4.1-nano,45,9311,DR_k1,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,158,227,
gpt-4.1-nano,40,16918,PROSE,chain,1,marginal,college_salary,PERMUTE,no,no,1,1,136,700,
gpt-4.1-nano,46,3363,ORACLE,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,165,320,
gpt-4.1-nano,50,18540,RAW,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,110,68,
gpt-4.1-nano,45,9311,ORACLE,chain,2,backadj,smoking_tar_cancer,PERMUTE,no,yes,0,1,159,197,
gpt-4.1-nano,47,1702,DR_k1,chain,2,ate,college_salary,PERMUTE,no,no,1,1,127,306,
gpt-4.1-nano,49,6551,RAW,chain,3,ett,college_salary,PERMUTE,yes,no,0,1,117,137,
gpt-4.1-nano,50,18540,PROSE,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,132,73,
gpt-4.1-nano,49,6551,PROSE,chain,3,ett,college_salary,PERMUTE,yes,yes,1,1,135,179,
gpt-4.1-nano,50,18540,DR_k1,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,139,96,
gpt-4.1-nano,46,3363,DR_k1,chain,2,backadj,orange_scurvy,PERMUTE,no,yes,0,1,166,268,
gpt-4.1-nano,49,6551,ORACLE,chain,3,ett,college_salary,PERMUTE,yes,yes,1,1,150,249,
gpt-4.1-nano,51,13794,RAW,chain,3,nie,orange_scurvy,PERMUTE,yes,no,0,1,97,80,
gpt-4.1-nano,52,3292,RAW,chain,3,ett,orange_scurvy,PERMUTE,no,yes,0,1,110,117,
gpt-4.1-nano,48,13793,PROSE,chain,3,nie,orange_scurvy,PERMUTE,no,yes,0,1,119,352,
gpt-4.1-nano,47,1702,ORACLE,chain,2,ate,college_salary,PERMUTE,no,no,1,1,134,318,
gpt-4.1-nano,51,13794,DR_k1,chain,3,nie,orange_scurvy,PERMUTE,yes,no,0,1,127,202,
gpt-4.1-nano,52,3292,PROSE,chain,3,ett,orange_scurvy,PERMUTE,no,no,1,1,132,121,
gpt-4.1-nano,49,6551,DR_k1,chain,3,ett,college_salary,PERMUTE,yes,yes,1,1,143,198,
gpt-4.1-nano,51,13794,PROSE,chain,3,nie,orange_scurvy,PERMUTE,yes,no,0,1,119,587,
gpt-4.1-nano,51,13794,ORACLE,chain,3,nie,orange_scurvy,PERMUTE,yes,no,0,1,134,462,
gpt-4.1-nano,53,13705,RAW,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,107,232,
gpt-4.1-nano,50,18540,ORACLE,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,147,567,
gpt-4.1-nano,54,1961,RAW,collision,1,exp_away,elite_students,PERMUTE,yes,no,0,1,178,240,
gpt-4.1-nano,52,3292,DR_k1,chain,3,ett,orange_scurvy,PERMUTE,no,no,1,1,148,414,
gpt-4.1-nano,52,3292,ORACLE,chain,3,ett,orange_scurvy,PERMUTE,no,yes,0,1,147,317,
gpt-4.1-nano,53,13705,ORACLE,chain,3,ett,orange_scurvy,PERMUTE,yes,no,0,1,144,472,
gpt-4.1-nano,56,6741,PROSE,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,139,269,
gpt-4.1-nano,54,1961,PROSE,collision,1,exp_away,elite_students,PERMUTE,yes,no,0,1,196,547,
gpt-4.1-nano,53,13705,DR_k1,chain,3,ett,orange_scurvy,PERMUTE,yes,no,0,1,145,330,
gpt-4.1-nano,53,13705,PROSE,chain,3,ett,orange_scurvy,PERMUTE,yes,yes,1,1,129,380,
gpt-4.1-nano,55,2761,RAW,collision,1,exp_away,man_in_relationship,PERMUTE,no,yes,0,1,158,528,
gpt-4.1-nano,54,1961,DR_k1,collision,1,exp_away,elite_students,PERMUTE,yes,no,0,1,212,511,
gpt-4.1-nano,55,2761,PROSE,collision,1,exp_away,man_in_relationship,PERMUTE,no,no,1,1,175,542,
gpt-4.1-nano,56,6741,ORACLE,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,154,282,
gpt-4.1-nano,55,2761,DR_k1,collision,1,exp_away,man_in_relationship,PERMUTE,no,no,1,1,190,517,
gpt-4.1-nano,57,17117,PROSE,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,132,330,
gpt-4.1-nano,54,1961,ORACLE,collision,1,exp_away,elite_students,PERMUTE,yes,,0,0,211,700,
gpt-4.1-nano,56,6741,RAW,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,118,318,
gpt-4.1-nano,57,17117,ORACLE,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,147,308,
gpt-4.1-nano,56,6741,DR_k1,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,154,298,
gpt-4.1-nano,55,2761,ORACLE,collision,1,exp_away,man_in_relationship,PERMUTE,no,,0,0,191,700,
gpt-4.1-nano,57,17117,RAW,collision,1,marginal,elite_students,PERMUTE,no,no,1,1,112,256,
