item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error
63,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,yes,1,0,142,167,
63,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,142,138,
63,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,94,44,
64,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,yes,1,0,129,146,
64,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,130,97,
64,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,91,70,
65,"crop yield | harvest quality | temperature | weather conditions || AC,AD,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,193,147,
65,"crop yield | harvest quality | temperature | weather conditions || AC,AD,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,194,141,
65,"crop yield | harvest quality | temperature | weather conditions || AC,AD,BC,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,138,108,
66,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,135,224,
66,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,135,125,
66,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,92,44,
67,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,142,135,
67,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,135,123,
67,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,91,3,
68,"amount of exercise | overall health status | physical fitness level || AB,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,121,124,
68,"amount of exercise | overall health status | physical fitness level || AB,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,130,178,
68,"amount of exercise | overall health status | physical fitness level || AB,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,92,54,
69,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",DR_k1,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,190,157,
69,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",ORACLE,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,198,185,
69,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",RAW,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,138,36,
71,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",DR_k1,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,176,149,
71,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",ORACLE,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,176,209,
71,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",RAW,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,138,3,
72,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,131,147,
72,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,131,94,
72,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,92,43,
75,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,184,213,
75,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,177,161,
75,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,135,118,
77,"education level | happiness level | income level | job performance || AB,AC,BD,CD",DR_k1,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,189,322,
77,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,189,274,
77,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,138,177,
79,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,140,89,
79,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,140,54,
79,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",RAW,PSEUDO,no,4,False,False,gpt-4.1,yes,1,0,92,3,
82,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,189,225,
82,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,189,271,
82,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,137,114,
83,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,188,184,
83,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,188,186,
83,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,137,3,
92,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,135,57,
92,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,136,80,
92,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,PSEUDO,no,4,False,False,gpt-4.1,,0,0,90,25,
94,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,yes,1,0,131,152,
94,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,131,181,
94,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,91,192,
96,"amount of rainfall | crop yield | soil moisture || AB,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,119,130,
96,"amount of rainfall | crop yield | soil moisture || AB,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,126,77,
96,"amount of rainfall | crop yield | soil moisture || AB,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,90,3,
97,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",DR_k1,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,192,173,
97,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",ORACLE,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,191,159,
97,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",RAW,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,137,43,
99,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,no,1,0,196,280,
99,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,195,267,
99,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,141,124,
103,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,132,264,
103,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,132,170,
103,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,PSEUDO,no,4,False,False,gpt-4.1,,0,0,90,24,
104,"amount of exercise | caloric intake | weight loss/gain || AC,BC",DR_k1,PSEUDO,yes,3,True,True,gpt-4.1,no,1,0,178,211,
104,"amount of exercise | caloric intake | weight loss/gain || AC,BC",ORACLE,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,178,143,
104,"amount of exercise | caloric intake | weight loss/gain || AC,BC",RAW,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,141,90,
105,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",DR_k1,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,201,206,
105,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,201,165,
105,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,138,3,
107,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,194,230,
107,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,193,172,
107,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,142,123,
108,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,184,177,
108,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,184,169,
108,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,135,101,
109,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",DR_k1,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,272,700,
109,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",ORACLE,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,272,684,
109,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",RAW,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,226,381,
110,"amount of rainfall | crop yield | groundwater level || AB,AC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,128,138,
110,"amount of rainfall | crop yield | groundwater level || AB,AC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,121,185,
110,"amount of rainfall | crop yield | groundwater level || AB,AC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,92,3,
114,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,128,77,
114,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,128,76,
114,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,92,81,
116,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",DR_k1,PSEUDO,no,5,False,False,gpt-4.1,no,1,1,138,136,
116,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",ORACLE,PSEUDO,no,5,False,False,gpt-4.1,no,1,1,146,219,
116,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",RAW,PSEUDO,no,5,False,False,gpt-4.1,no,1,1,90,56,
120,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",DR_k1,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,200,234,
120,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,200,230,
120,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,PSEUDO,yes,5,True,True,gpt-4.1,yes,1,1,134,116,
125,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,143,198,
125,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,144,177,
125,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,90,60,
129,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,142,180,
129,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,135,135,
129,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,92,72,
135,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,123,84,
135,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,132,110,
135,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,90,3,
139,"employment status | happiness level | income | level of education || AB,AC,AD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,128,145,
139,"employment status | happiness level | income | level of education || AB,AC,AD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,121,119,
139,"employment status | happiness level | income | level of education || AB,AC,AD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,90,3,
149,"final grade in the class | number of hours of studying for a test | test score || AB,BC",DR_k1,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,167,139,
149,"final grade in the class | number of hours of studying for a test | test score || AB,BC",ORACLE,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,175,168,
149,"final grade in the class | number of hours of studying for a test | test score || AB,BC",RAW,PSEUDO,yes,3,True,True,gpt-4.1,yes,1,1,138,3,
152,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",DR_k1,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,180,179,
152,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,180,169,
152,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,PSEUDO,no,4,True,True,gpt-4.1,no,1,1,134,104,
157,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,191,154,
157,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,191,126,
157,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,138,3,
163,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",DR_k1,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,195,267,
163,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,202,158,
163,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,134,3,
164,"amount of sleep | exam score | number of hours studied || AC,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,129,195,
164,"amount of sleep | exam score | number of hours studied || AC,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,129,74,
164,"amount of sleep | exam score | number of hours studied || AC,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,92,59,
165,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,no,1,0,280,700,
165,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,281,675,
165,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",RAW,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,226,432,
168,"education level | happiness level | income level | job performance || AB,AC,BD,CD",DR_k1,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,140,200,
168,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,140,126,
168,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,PSEUDO,no,4,False,False,gpt-4.1,no,1,1,90,126,
176,"exam score | grade in the course | number of hours studied || AB,BC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,124,144,
176,"exam score | grade in the course | number of hours studied || AB,BC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,132,162,
176,"exam score | grade in the course | number of hours studied || AB,BC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,94,3,
182,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",DR_k1,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,302,629,
182,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,302,540,
182,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,232,451,
185,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",DR_k1,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,200,180,
185,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,200,265,
185,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,PSEUDO,no,5,True,True,gpt-4.1,no,1,1,138,166,
188,"overall health condition | physical fitness level | time spent exercising || AB,AC",DR_k1,PSEUDO,no,3,False,False,gpt-4.1,yes,1,0,129,113,
188,"overall health condition | physical fitness level | time spent exercising || AB,AC",ORACLE,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,121,86,
188,"overall health condition | physical fitness level | time spent exercising || AB,AC",RAW,PSEUDO,no,3,False,False,gpt-4.1,no,1,1,92,3,
189,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",DR_k1,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,175,193,
189,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",ORACLE,PSEUDO,yes,4,True,True,gpt-4.1,yes,1,1,176,155,
